case_id,feature,observed_value,pred_mean,pred_median,pred_std,pred_ci50_low,pred_ci50_high,pred_ci90_low,pred_ci90_high,pred_width50,pred_width90,covered50,covered90,err_mean,err_median,abs_err_median,sq_err_median,true_beta,true_gamma,true_R0,true_beta_timeavg,true_beta_infweighted,true_R0_timeavg,true_R0_infweighted,beta_ref_mode,beta0,gamma,tau,kappa,severity
0,peak_time,18.0,20.99,19.0,13.917865127129579,10.0,31.0,2.0,44.099999999999994,21.0,42.099999999999994,1.0,1.0,2.9899999999999984,1.0,1.0,1.0,0.06588378066768495,0.22364714789828816,0.29458806556141753,0.06588378066768495,0.09991402699405277,0.29458806556141753,0.4467484961600869,time_avg,0.1072049143651905,0.22364714789828816,15,0.44937047572882854,strong
0,peak_height,0.04954363778233528,0.05111904179677367,0.04848958179354668,0.014744937033008899,0.04065120127052069,0.05889481585472822,0.03235728461295366,0.07711957171559333,0.018243614584207535,0.04476228710263967,1.0,1.0,0.0015754040144383905,-0.0010540559887886047,0.0010540559887886047,1.1110340275011232e-06,0.06588378066768495,0.22364714789828816,0.29458806556141753,0.06588378066768495,0.09991402699405277,0.29458806556141753,0.4467484961600869,time_avg,0.1072049143651905,0.22364714789828816,15,0.44937047572882854,strong
0,cumulative_infected,0.4278440270572901,0.5674107000927756,0.4932061736471951,0.27124859480753666,0.4263190621445574,0.5998935980460374,0.3108595331574634,1.1360264897695742,0.17357453590147998,0.8251669566121108,1.0,1.0,0.13956667303548553,0.06536214658990502,0.06536214658990502,0.004272210206840233,0.06588378066768495,0.22364714789828816,0.29458806556141753,0.06588378066768495,0.09991402699405277,0.29458806556141753,0.4467484961600869,time_avg,0.1072049143651905,0.22364714789828816,15,0.44937047572882854,strong
0,early_growth_slope,-0.0022423823524843002,-0.00020176849754231254,-0.0005467091021793226,0.0018887875268552906,-0.0014186106335338457,0.0008491557770563913,-0.002906216839203676,0.003059297642210454,0.002267766410590237,0.00596551448141413,0.0,1.0,0.0020406138549419876,0.0016956732503049777,0.0016956732503049777,2.8753077717998474e-06,0.06588378066768495,0.22364714789828816,0.29458806556141753,0.06588378066768495,0.09991402699405277,0.29458806556141753,0.4467484961600869,time_avg,0.1072049143651905,0.22364714789828816,15,0.44937047572882854,strong
1,peak_time,14.0,14.36,14.0,1.275408431313933,13.0,15.0,12.95,16.0,2.0,3.0500000000000007,1.0,1.0,0.35999999999999943,0.0,0.0,0.0,0.4600441325893398,0.19935750869708702,2.307633836297343,0.4600441325893398,0.5461426888525939,2.307633836297343,2.739514013903676,time_avg,0.5704258660249205,0.19935750869708702,27,0.5793313305556413,strong
1,peak_height,0.30441567301750183,0.2906540833413601,0.29097558557987213,0.01823936678971176,0.27747463434934616,0.3018396198749542,0.25892288982868195,0.3201048284769058,0.024364985525608063,0.061181938648223855,0.0,1.0,-0.013761589676141717,-0.0134400874376297,0.0134400874376297,0.00018063595033113167,0.4600441325893398,0.19935750869708702,2.307633836297343,0.4600441325893398,0.5461426888525939,2.307633836297343,2.739514013903676,time_avg,0.5704258660249205,0.19935750869708702,27,0.5793313305556413,strong
1,cumulative_infected,4.699758626520634,4.590338359687958,4.608839155138412,0.242884080150539,4.416946666642616,4.779268709753524,4.184521931831841,4.9625061659549825,0.36232204311090754,0.7779842341231413,1.0,1.0,-0.10942026683267603,-0.09091947138222167,0.09091947138222167,0.008266350276422627,0.4600441325893398,0.19935750869708702,2.307633836297343,0.4600441325893398,0.5461426888525939,2.307633836297343,2.739514013903676,time_avg,0.5704258660249205,0.19935750869708702,27,0.5793313305556413,strong
1,early_growth_slope,0.0168009168424067,0.012129960420761997,0.012195612431415134,0.0032564214057112404,0.010061195125759002,0.014437309959681614,0.006762211278657472,0.017251683116358302,0.004376114833922612,0.010489471837700829,0.0,1.0,-0.004670956421644702,-0.004605304410991565,0.004605304410991565,2.1208828717898362e-05,0.4600441325893398,0.19935750869708702,2.307633836297343,0.4600441325893398,0.5461426888525939,2.307633836297343,2.739514013903676,time_avg,0.5704258660249205,0.19935750869708702,27,0.5793313305556413,strong
2,peak_time,15.0,20.89,21.0,15.056724394600225,7.75,33.25,0.9500000000000002,44.099999999999994,25.5,43.14999999999999,1.0,1.0,5.890000000000001,6.0,6.0,36.0,0.09855350200798643,0.4600703231768622,0.2142139952159011,0.09855350200798643,0.1325531756888761,0.2142139952159011,0.28811503157511736,time_avg,0.13256470427688344,0.4600703231768622,26,0.46549368642244704,strong
2,peak_height,0.037634458392858505,0.05263347676023841,0.04942251928150654,0.013782372534163492,0.043043965473771095,0.05823365692049265,0.03554651457816362,0.07595143169164656,0.015189691446721554,0.04040491711348294,0.0,1.0,0.014999018367379907,0.011788060888648033,0.011788060888648033,0.00013895837951447346,0.09855350200798643,0.4600703231768622,0.2142139952159011,0.09855350200798643,0.1325531756888761,0.2142139952159011,0.28811503157511736,time_avg,0.13256470427688344,0.4600703231768622,26,0.46549368642244704,strong
2,cumulative_infected,0.40189195683342405,0.594615202732839,0.49833513514022343,0.3002249753544149,0.4334241573815234,0.6550960692402441,0.3230786080530379,1.1529250046020023,0.2216719118587207,0.8298463965489644,0.0,1.0,0.19272324589941492,0.09644317830679938,0.09644317830679938,0.009301286641917098,0.09855350200798643,0.4600703231768622,0.2142139952159011,0.09855350200798643,0.1325531756888761,0.2142139952159011,0.28811503157511736,time_avg,0.13256470427688344,0.4600703231768622,26,0.46549368642244704,strong
2,early_growth_slope,-0.0016820941597134572,-0.000230544262872821,-0.00030910641708898907,0.0022477403474704507,-0.001918467050667718,0.0008653702246928815,-0.0034392675864399333,0.0037499569583728538,0.0027838372753605993,0.007189224544812787,1.0,1.0,0.0014515498968406362,0.001372987742624468,0.001372987742624468,1.8850953413970324e-06,0.09855350200798643,0.4600703231768622,0.2142139952159011,0.09855350200798643,0.1325531756888761,0.2142139952159011,0.28811503157511736,time_avg,0.13256470427688344,0.4600703231768622,26,0.46549368642244704,strong
3,peak_time,8.0,10.08,10.0,1.4190621458334283,9.0,11.0,8.0,13.0,2.0,5.0,0.0,1.0,2.08,2.0,2.0,4.0,0.6092311758782997,0.3989365571725036,1.5271379995763659,0.6092311758782997,0.8726503202193401,1.5271379995763659,2.187441347577476,time_avg,0.8764734823496965,0.3989365571725036,28,0.3070310847102676,strong
3,peak_height,0.18917037546634674,0.18261080965399742,0.18153417855501175,0.01555928284632946,0.17208030447363853,0.19217568263411522,0.15982296615839003,0.2060204043984413,0.020095378160476685,0.046197438240051264,1.0,1.0,-0.006559565812349316,-0.0076361969113349915,0.0076361969113349915,5.831150326868206e-05,0.6092311758782997,0.3989365571725036,1.5271379995763659,0.6092311758782997,0.8726503202193401,1.5271379995763659,2.187441347577476,time_avg,0.8764734823496965,0.3989365571725036,28,0.3070310847102676,strong
3,cumulative_infected,2.254785679746419,2.131600764447303,2.1209994273958728,0.15680330692536146,2.0406176475953544,2.2369146290875506,1.862289387099736,2.360328570155252,0.1962969814921962,0.498039183055516,0.0,1.0,-0.12318491529911624,-0.13378625235054642,0.13378625235054642,0.017898761318004087,0.6092311758782997,0.3989365571725036,1.5271379995763659,0.6092311758782997,0.8726503202193401,1.5271379995763659,2.187441347577476,time_avg,0.8764734823496965,0.3989365571725036,28,0.3070310847102676,strong
