quantity,bias_mean_est,bias_median_est,MAE_median_est,RMSE_median_est,corr_truth_vs_median,avg_post_std
beta,0.02472836697398183,0.019248981589197675,0.05828393586119631,0.07785972238032608,0.9607236222687405,0.05920361045010438
gamma,0.027457024629067645,0.03293152136713609,0.05757583191828217,0.07920704559819057,0.8419332070721072,0.04254434026204399
R0,-0.4576981400016862,-0.46894239847015484,0.528077797869865,0.9292822814672597,0.9836375712882649,0.21179767513630537
