case_id,feature,observed_value,pred_mean,pred_median,pred_std,pred_ci50_low,pred_ci50_high,pred_ci90_low,pred_ci90_high,pred_width50,pred_width90,covered50,covered90,err_mean,err_median,abs_err_median,sq_err_median,true_beta,true_gamma,true_R0,rho0,tau,eta,severity
0,peak_time,23.0,23.75,22.0,9.853856344015009,17.0,30.0,8.0,42.05,13.0,34.05,1.0,1.0,0.75,-1.0,1.0,1.0,0.4480770837070597,0.31665052577402086,1.4150523913130402,1.0,14,0.5954778684770071,strong
0,peak_height,0.0754966288805008,0.06950513698160649,0.06715245544910431,0.020711387158698948,0.05417859926819801,0.07993246056139469,0.04455751292407513,0.11495978087186813,0.025753861293196678,0.070402267947793,1.0,1.0,-0.005991491898894308,-0.008344173431396484,0.008344173431396484,6.962523025322298e-05,0.4480770837070597,0.31665052577402086,1.4150523913130402,1.0,14,0.5954778684770071,strong
0,cumulative_infected,1.2700550509616733,1.1104132745450124,1.0080623477115296,0.4992354025690291,0.7582281814429734,1.3324008586278069,0.4992737620479602,2.031236712064128,0.5741726771848334,1.5319629500161678,1.0,1.0,-0.15964177641666089,-0.2619927032501437,0.2619927032501437,0.06864017655631785,0.4480770837070597,0.31665052577402086,1.4150523913130402,1.0,14,0.5954778684770071,strong
0,early_growth_slope,0.003596071988188972,0.0009482691589965686,0.0008347127364859695,0.00244845339498821,-0.0007687518484003474,0.0027355348962980006,-0.0030166239070240387,0.004979337831693035,0.003504286744698348,0.007995961738717073,0.0,1.0,-0.0026478028291924034,-0.0027613592517030023,0.0027613592517030023,7.625104916965765e-06,0.4480770837070597,0.31665052577402086,1.4150523913130402,1.0,14,0.5954778684770071,strong
1,peak_time,8.0,22.73,19.5,15.549760464555408,9.0,38.0,1.0,47.0,29.0,46.0,0.0,1.0,14.73,11.5,11.5,132.25,0.1866456667520135,0.38828976758558686,0.48068654477451056,1.0,25,0.5503319912077249,strong
1,peak_height,0.046858932822942734,0.05281544478610158,0.04979731701314449,0.0170743896064611,0.04228749964386225,0.059036112390458584,0.03379288576543331,0.08171583898365498,0.016748612746596336,0.04792295321822167,1.0,1.0,0.005956511963158849,0.0029383841902017593,0.0029383841902017593,8.634101649227649e-06,0.1866456667520135,0.38828976758558686,0.48068654477451056,1.0,25,0.5503319912077249,strong
1,cumulative_infected,0.4124465761706233,0.6078392305846865,0.46721819989033975,0.514866845379927,0.3882760756168864,0.610820303489163,0.29558881854536595,1.1830835919943632,0.22254422787227668,0.8874947734489973,1.0,1.0,0.19539265441406317,0.054771623719716445,0.054771623719716445,0.002999930764894205,0.1866456667520135,0.38828976758558686,0.48068654477451056,1.0,25,0.5503319912077249,strong
1,early_growth_slope,0.0010769966944021037,-0.0005325717708233017,-0.000754266206210255,0.002549466446895861,-0.002359490894291194,0.0013693487247196782,-0.0043176751154186625,0.004112907482721355,0.0037288396190108724,0.008430582598140017,1.0,1.0,-0.0016095684652254055,-0.0018312629006123587,0.0018312629006123587,3.3535238111591895e-06,0.1866456667520135,0.38828976758558686,0.48068654477451056,1.0,25,0.5503319912077249,strong
2,peak_time,18.0,15.63,15.5,2.611764371323173,14.0,17.25,11.0,20.0,3.25,9.0,0.0,1.0,-2.369999999999999,-2.5,2.5,6.25,0.4046595524780089,0.19856560441531607,2.037913633982805,1.0,19,0.30263159406529266,strong
2,peak_height,0.18001534044742584,0.1311337549239397,0.13161062449216843,0.014463892852320843,0.12108516320586205,0.1402558833360672,0.10903830528259277,0.15687234252691268,0.019170720130205154,0.04783403724431991,0.0,0.0,-0.04888158552348615,-0.048404715955257416,0.048404715955257416,0.002343016526709152,0.4046595524780089,0.19856560441531607,2.037913633982805,1.0,19,0.30263159406529266,strong
2,cumulative_infected,2.1239630482159555,2.1161616901780507,2.1124130391690414,0.1771849200070634,1.9719249163972563,2.2645834880240727,1.8528289697773288,2.382102401099837,0.2926585716268164,0.5292734313225083,1.0,1.0,-0.007801358037904826,-0.011550009046914056,0.011550009046914056,0.00013340270898379655,0.4046595524780089,0.19856560441531607,2.037913633982805,1.0,19,0.30263159406529266,strong
2,early_growth_slope,0.0005373686352478624,0.004587965383333149,0.004745313278059863,0.002972430766965858,0.0026886728481345257,0.006981473525056138,-0.00042361252070847885,0.00925485324163067,0.004292800676921612,0.009678465762339149,0.0,1.0,0.0040505967480852865,0.004207944642812,0.004207944642812,1.7706798116970208e-05,0.4046595524780089,0.19856560441531607,2.037913633982805,1.0,19,0.30263159406529266,strong
3,peak_time,11.0,9.96,10.0,0.851854779675835,9.0,11.0,9.0,11.0,2.0,2.0,1.0,1.0,-1.0399999999999991,-1.0,1.0,1.0,0.7638096098690871,0.19724140342496155,3.872460835332023,1.0,21,0.4641869392133867,strong
3,peak_height,0.3998451232910156,0.3769979986548424,0.3750726133584976,0.019649777505717156,0.36259810626506805,0.38720735162496567,0.3511653825640678,0.41180707067251204,0.024609245359897614,0.060641688108444225,0.0,1.0,-0.02284712463617322,-0.024772509932518005,0.024772509932518005,0.0006136772483567032,0.7638096098690871,0.19724140342496155,3.872460835332023,1.0,21,0.4641869392133867,strong
