metric,mean,std,median,q05,q95
pointwise_empirical_50,0.6264000000000001,0.09521395365017131,0.62,0.48,0.76
pointwise_empirical_90,0.9421999999999998,0.03202208833624285,0.94,0.88,0.9809999999999999
curve_bias_full,-0.004150393996699996,0.0037327499981183276,-0.004773807044241494,-0.009333140174014262,0.0033714341092854734
curve_mae_full,0.013934259679450358,0.0033427448194229496,0.013608587645394438,0.00920725495691886,0.019542517492314802
curve_rmse_full,0.01825809372362348,0.0035231926712899386,0.017921213030602574,0.013590172724922849,0.024142943748411735
curve_bias_first,-0.004520168473542253,0.005499301184585085,-0.004985289731412195,-0.010906517501920461,0.0018990079470167973
curve_mae_first,0.01593442804479146,0.004048031973165333,0.015982959773391488,0.010009182212652377,0.021957766373641788
curve_rmse_first,0.019816314118031392,0.004474603659353025,0.019571907233784103,0.01403203942760478,0.028279478344069
curve_bias_second,-0.003780619519857737,0.005631655099806545,-0.00489179341821,-0.01017036987823667,0.007907463632524009
curve_mae_second,0.011934091314109265,0.004173309195682657,0.011502911756178947,0.0065476362773733855,0.019777130938135087
curve_rmse_second,0.016132912492279338,0.0043245202303026945,0.015591245164328834,0.010656052688334791,0.023728382641429922
second_minus_first_rmse,-0.003683401625752056,0.005298601847691596,-0.004061902327141974,-0.011359785130044505,0.006801139175283927
second_minus_first_mae,-0.004000336730682193,0.004786478171470192,-0.0038900150323752302,-0.01118441729897313,0.005065464934799814
