case_id,pointwise_empirical_50,pointwise_empirical_90,curve_bias_full,curve_mae_full,curve_rmse_full,curve_bias_first,curve_mae_first,curve_rmse_first,curve_bias_second,curve_mae_second,curve_rmse_second,second_minus_first_rmse,second_minus_first_mae,split_mode,split_idx,true_beta,true_gamma,true_R0,rho0,tau,eta,severity
0,0.68,0.92,-0.00699099900550209,0.0142254024092108,0.018879812545315722,-0.009698482850799337,0.018334529114654288,0.02305833989684709,-0.004283515160204842,0.010116275703767314,0.013461337403616018,-0.009597002493231073,-0.008218253410886974,fraction,25,0.4566771936963121,0.4127357396477173,1.1064638940308396,1.0,10,0.9060231392004677,mild
1,0.54,0.94,-0.012130773616954684,0.016321113239973782,0.02155795265365517,-0.008752069715410472,0.012559719253331422,0.016657232380052452,-0.015509477518498897,0.020082507226616145,0.025534824351685054,0.008877591971632601,0.007522787973284723,fraction,25,0.18295573780841445,0.14518482813557965,1.2601574156051814,1.0,22,0.8688411783113782,mild
2,0.66,0.92,-0.004607971516925317,0.013637328587028605,0.017893372622995164,0.0005329098831862211,0.014187128068879246,0.01797123231055132,-0.009748852917036857,0.013087529105177964,0.017815172659587156,-0.00015605965096416458,-0.0010995989637012822,fraction,25,0.8345342860455536,0.4220421393580388,1.9773719451686735,1.0,21,0.89947032989651,mild
3,0.56,1.0,-0.001941958632596652,0.012475800164029351,0.016193298461060893,0.0015906585194170476,0.016387421730905773,0.019668312955749046,-0.005474575784610351,0.008564178597152932,0.01173044311067184,-0.007937869845077206,-0.007823243133752841,fraction,25,0.8501116962209567,0.4583619801192538,1.854673234459324,1.0,23,0.9123838242719001,mild
4,0.76,1.0,-0.0052644337658421135,0.010380080641189124,0.01442816365987222,-0.0050688059069216255,0.012938700560480356,0.016784845712146543,-0.005460061624762602,0.007821460721897893,0.011602274243076248,-0.005182571469070295,-0.005117239838582463,fraction,25,0.8313285427499186,0.2983111229708836,2.7867835918108215,1.0,23,0.9549956984247376,mild
5,0.62,0.86,-0.010382912431377917,0.014906713543459772,0.020606974813562804,-0.005342201476451009,0.011679343099240213,0.01693896733860085,-0.015423623386304826,0.018134083987679333,0.023714261688600746,0.006775294349999895,0.00645474088843912,fraction,25,0.3044680757056297,0.261330790078016,1.1650677503968658,1.0,24,0.896277884890271,mild
6,0.74,0.98,-0.003284969937521964,0.017868267360609025,0.0207814238848375,-0.008545769923366607,0.015372094786725939,0.01933968925998539,0.0019758300483226775,0.02036443993449211,0.022129427843706098,0.002789738583720707,0.004992345147766171,fraction,25,0.1568127666068461,0.0640246415355364,2.4492564557321,1.0,10,0.9881720281010673,mild
7,0.5,1.0,-0.003908114689984359,0.015084975292556918,0.017178192784380816,-0.00496252560056746,0.016517276326194406,0.01835638357598179,-0.0028537037794012575,0.013652674258919433,0.015913007154090393,-0.0024433764218913974,-0.002864602067274973,fraction,25,0.6669035811787141,0.16329833899605328,4.08395814237175,1.0,26,0.9944706889778107,mild
8,0.76,0.96,-0.004823276718198031,0.008317837747563317,0.011779461283938388,-0.005374685755450628,0.009518655712236068,0.012239107276573784,-0.004271867680945434,0.007117019782890565,0.011301135754963988,-0.0009379715216097963,-0.0024016359293455025,fraction,25,0.3086158676379387,0.37311377693075043,0.8271360821265453,1.0,24,0.8586576408549232,mild
9,0.7,0.98,-0.008227501446381211,0.011167866274481639,0.015751083948802428,-0.009729740951443092,0.013491000538924708,0.01818860354872598,-0.006725261941319331,0.00884473201003857,0.012859548672940112,-0.005329054875785867,-0.004646268528886138,fraction,25,0.36862410906447185,0.35114585092795686,1.0497749242667285,1.0,14,0.968372783246526,mild
