case_id,feature,observed_value,pred_mean,pred_median,pred_std,pred_ci50_low,pred_ci50_high,pred_ci90_low,pred_ci90_high,pred_width50,pred_width90,covered50,covered90,err_mean,err_median,abs_err_median,sq_err_median,true_beta,true_gamma,true_R0,true_beta_timeavg,true_beta_infweighted,true_R0_timeavg,true_R0_infweighted,beta_ref_mode,beta0,gamma,tau,kappa,severity
0,peak_time,18.0,23.47,21.5,14.688313914693056,11.0,36.25,2.0,46.05,25.25,44.05,1.0,1.0,5.469999999999999,3.5,3.5,12.25,0.10155303552756438,0.22364714789828816,0.4540770427072443,0.10155303552756438,0.1059155294578794,0.4540770427072443,0.4735831887561044,time_avg,0.1072049143651905,0.22364714789828816,15,0.9246852378644143,mild
0,peak_height,0.049706026911735535,0.051530027631670236,0.04858885519206524,0.014115927743534103,0.04238543100655079,0.056656782515347004,0.034216289222240445,0.08380587995052337,0.014271351508796215,0.04958959072828292,1.0,1.0,0.0018240007199347014,-0.0011171717196702957,0.0011171717196702957,1.2480726512310858e-06,0.10155303552756438,0.22364714789828816,0.4540770427072443,0.10155303552756438,0.1059155294578794,0.4540770427072443,0.4735831887561044,time_avg,0.1072049143651905,0.22364714789828816,15,0.9246852378644143,mild
0,cumulative_infected,0.42983622767496854,0.5847576019273106,0.48777461588178994,0.326911593353001,0.4127394411480054,0.6028763029753463,0.2944322570139775,1.4657077814801596,0.1901368618273409,1.171275524466182,1.0,1.0,0.1549213742523421,0.0579383882068214,0.0579383882068214,0.003356856828004341,0.10155303552756438,0.22364714789828816,0.4540770427072443,0.10155303552756438,0.1059155294578794,0.4540770427072443,0.4735831887561044,time_avg,0.1072049143651905,0.22364714789828816,15,0.9246852378644143,mild
0,early_growth_slope,-0.0022423823524843002,-0.00019610429596511982,-0.0005509026994418693,0.0019876983947336216,-0.001502883509688434,0.0010814114759254844,-0.0027619655108927473,0.0033481848437250366,0.0025842949856139186,0.006110150354617784,0.0,1.0,0.0020462780565191803,0.001691479653042431,0.001691479653042431,2.8611034166565426e-06,0.10155303552756438,0.22364714789828816,0.4540770427072443,0.10155303552756438,0.1059155294578794,0.4540770427072443,0.4735831887561044,time_avg,0.1072049143651905,0.22364714789828816,15,0.9246852378644143,mild
1,peak_time,14.0,14.54,15.0,1.321309420937649,14.0,15.0,13.0,17.0,1.0,4.0,1.0,1.0,0.5399999999999991,1.0,1.0,1.0,0.5677141789814228,0.19935750869708702,2.8477190685806266,0.5677141789814228,0.5697802206162395,2.8477190685806266,2.858082569049304,time_avg,0.5704258660249205,0.19935750869708702,27,0.9896656652778207,mild
1,peak_height,0.30441567301750183,0.2930145266652107,0.29301591217517853,0.020047087046169903,0.28001055121421814,0.30590882897377014,0.2588624119758606,0.3289642006158829,0.025898277759552002,0.07010178864002231,1.0,1.0,-0.011401146352291114,-0.011399760842323303,0.011399760842323303,0.0001299545472621677,0.5677141789814228,0.19935750869708702,2.8477190685806266,0.5677141789814228,0.5697802206162395,2.8477190685806266,2.858082569049304,time_avg,0.5704258660249205,0.19935750869708702,27,0.9896656652778207,mild
1,cumulative_infected,4.733468987047672,4.634087356983801,4.637411620409694,0.2472737464411103,4.45232869204483,4.794565002901436,4.238025855673186,5.028462577506434,0.342236310856606,0.790436721833248,1.0,1.0,-0.09938163006387146,-0.0960573666379787,0.0960573666379787,0.009227017685423064,0.5677141789814228,0.19935750869708702,2.8477190685806266,0.5677141789814228,0.5697802206162395,2.8477190685806266,2.858082569049304,time_avg,0.5704258660249205,0.19935750869708702,27,0.9896656652778207,mild
1,early_growth_slope,0.0168009168424067,0.012222294923412848,0.012204214803031865,0.0034138325389038667,0.01039253282942809,0.01456212983300377,0.0069094543151246995,0.017468178283334482,0.00416959700357568,0.010558723968209782,0.0,1.0,-0.004578621918993851,-0.004596702039374834,0.004596702039374834,2.112966963879276e-05,0.5677141789814228,0.19935750869708702,2.8477190685806266,0.5677141789814228,0.5697802206162395,2.8477190685806266,2.858082569049304,time_avg,0.5704258660249205,0.19935750869708702,27,0.9896656652778207,mild
2,peak_time,15.0,21.99,21.0,14.7583190031243,8.75,34.5,0.9500000000000002,44.0,25.75,43.05,1.0,1.0,6.989999999999998,6.0,6.0,36.0,0.12828531475301574,0.4600703231768622,0.2788384911836614,0.12828531475301574,0.13256303440201975,0.2788384911836614,0.2881364602842668,time_avg,0.13256470427688344,0.4600703231768622,26,0.9327468432112235,mild
2,peak_height,0.037634458392858505,0.05362046144902706,0.04972601495683193,0.02207108397754884,0.04346435144543648,0.05939783062785864,0.036842244863510135,0.08008960224688053,0.01593347918242216,0.04324735738337039,0.0,1.0,0.015986003056168555,0.012091556563973427,0.012091556563973427,0.00014620574013976886,0.12828531475301574,0.4600703231768622,0.2788384911836614,0.12828531475301574,0.13256303440201975,0.2788384911836614,0.2881364602842668,time_avg,0.13256470427688344,0.4600703231768622,26,0.9327468432112235,mild
2,cumulative_infected,0.4018925236305222,0.6235798513802547,0.4937827842441038,0.5691972847709686,0.41915830693324097,0.6431242006053708,0.3223936740150748,1.2775964650791136,0.22396589367212982,0.9552027910640388,0.0,1.0,0.22168732774973254,0.09189026061358163,0.09189026061358163,0.008443819995631952,0.12828531475301574,0.4600703231768622,0.2788384911836614,0.12828531475301574,0.13256303440201975,0.2788384911836614,0.2881364602842668,time_avg,0.13256470427688344,0.4600703231768622,26,0.9327468432112235,mild
2,early_growth_slope,-0.0016820941597134572,-0.00023914601586641555,-0.0006250517340266088,0.0023731726493889677,-0.0018128227023962167,0.000982299506306715,-0.003467853318822258,0.0039043600421531893,0.0027951222087029314,0.007372213360975447,1.0,1.0,0.0014429481438470416,0.0010570424256868484,0.0010570424256868484,1.1173386897019363e-06,0.12828531475301574,0.4600703231768622,0.2788384911836614,0.12828531475301574,0.13256303440201975,0.2788384911836614,0.2881364602842668,time_avg,0.13256470427688344,0.4600703231768622,26,0.9327468432112235,mild
3,peak_time,8.0,9.88,10.0,1.2413742791801756,9.0,11.0,8.0,12.0,2.0,4.0,0.0,1.0,1.8800000000000008,2.0,2.0,4.0,0.8199819955607712,0.3989365571725036,2.0554195418250525,0.8199819955607712,0.8754906209405934,2.0554195418250525,2.19456102781281,time_avg,0.8764734823496965,0.3989365571725036,28,0.8535155423551338,mild
3,peak_height,0.18917037546634674,0.18342595517635346,0.18113921582698822,0.020493131693594926,0.17277589812874794,0.19723016396164894,0.15462470129132272,0.2131594471633434,0.024454265832901,0.05853474587202068,1.0,1.0,-0.0057444202899932795,-0.00803115963935852,0.00803115963935852,6.449952515286128e-05,0.8199819955607712,0.3989365571725036,2.0554195418250525,0.8199819955607712,0.8754906209405934,2.0554195418250525,2.19456102781281,time_avg,0.8764734823496965,0.3989365571725036,28,0.8535155423551338,mild
