feature,nominal_50,empirical_50,diff_50,nominal_90,empirical_90,diff_90,bias_mean_pred,bias_median_pred,MAE_median_pred,RMSE_median_pred,avg_pred_std,avg_width50,avg_width90
peak_time,0.5,0.65,0.15000000000000002,0.9,0.93,0.030000000000000027,0.03279999999999996,-0.52,5.07,8.261658429153313,6.714061773263801,10.455,20.745
peak_height,0.5,0.51,0.010000000000000009,0.9,0.95,0.04999999999999993,3.6967994645239754e-05,-0.0015139098279178143,0.01329044098034501,0.019422267502615567,0.020654265348107593,0.02484266560524702,0.06237479415349661
cumulative_infected,0.5,0.69,0.18999999999999995,0.9,0.99,0.08999999999999997,0.09109166268651134,0.04979731844676735,0.1935201432838994,0.377839177561956,0.4011462833363354,0.4340967497325664,1.177703683469847
early_growth_slope,0.5,0.41,-0.09000000000000002,0.9,0.92,0.020000000000000018,-0.0011015894590462967,-0.0010702220396831847,0.0027144136086588422,0.0032944807815246573,0.003217088688861502,0.00423807967519983,0.010315193622328744
