case_id,true_beta,true_gamma,true_R0,true_beta_timeavg,true_beta_infweighted,true_R0_timeavg,true_R0_infweighted,beta_ref_mode,beta0,gamma,tau,kappa,severity,beta_mean,beta_median,beta_std,beta_ci50_low,beta_ci50_high,beta_ci90_low,beta_ci90_high,beta_width50,beta_width90,gamma_mean,gamma_median,gamma_std,gamma_ci50_low,gamma_ci50_high,gamma_ci90_low,gamma_ci90_high,gamma_width50,gamma_width90,R0_mean,R0_median,R0_std,R0_ci50_low,R0_ci50_high,R0_ci90_low,R0_ci90_high,R0_width50,R0_width90,beta_covered50,beta_covered90,beta_err_mean,beta_err_median,beta_abs_err_median,beta_sq_err_median,gamma_covered50,gamma_covered90,gamma_err_mean,gamma_err_median,gamma_abs_err_median,gamma_sq_err_median,R0_covered50,R0_covered90,R0_err_mean,R0_err_median,R0_abs_err_median,R0_sq_err_median
10,0.27967057824358504,0.3359145197978184,0.8325647203696771,0.27967057824358504,0.299825111648849,0.8325647203696771,0.8925637148084845,time_avg,0.3281781436337952,0.3359145197978184,13,0.800258593351144,medium,0.15484015443652924,0.11913217409694518,0.08418765986121778,0.10390136396454631,0.16581970629988946,0.10015498868862568,0.35419476954613954,0.06191834233534314,0.2540397808575139,0.23114993327141325,0.20505651546811463,0.13104050585117458,0.11453590473324096,0.3377158446636535,0.062114147982651226,0.4644777280969348,0.22317993993041255,0.4023635801142836,0.83184025071844,0.7456572657667049,0.41377794634638526,0.4999637903894989,1.0978432121875663,0.3081658147583779,1.658471220228625,0.5978794217980674,1.350305405470247,0.0,1.0,-0.12483042380705581,-0.16053840414663986,0.16053840414663986,0.025772579205949876,1.0,1.0,-0.10476458652640513,-0.13085800432970376,0.13085800432970376,0.01712381729715277,1.0,1.0,-0.0007244696512370696,-0.08690745460297222,0.08690745460297222,0.007552905665567678
11,0.15931284149822453,0.3303234269903075,0.4822934992827474,0.15931284149822453,0.17434336107974968,0.4822934992827474,0.5277959322118118,time_avg,0.17463706958275602,0.3303234269903075,29,0.7910738113546237,medium,0.2783148466373537,0.23097745838667605,0.1575182895683566,0.14764615412025134,0.3799132870535489,0.1066827162504211,0.6009284083370395,0.23226713293329754,0.49424569208661845,0.36149590682855215,0.39436398600576905,0.11939599641535775,0.2776499557323203,0.4645514620745186,0.12617788213235695,0.497500140337337,0.18690150634219826,0.3713222582049801,0.7806058620135033,0.7508971281510515,0.3157808021984141,0.5308993495298325,1.0054822954041285,0.32414751529086944,1.3228936869538768,0.47458294587429595,0.9987461716630073,1.0,1.0,0.11900200513912915,0.07166461688845152,0.07166461688845152,0.005135817313768531,1.0,1.0,0.03117247983824467,0.06404055901546157,0.06404055901546157,0.004101193199012817,0.0,1.0,0.29831236273075595,0.2686036288683041,0.2686036288683041,0.07214790944122164
12,0.3277241610791853,0.2655753582641282,1.2340156979219696,0.3277241610791853,0.33060086831428714,1.2340156979219696,1.244847678923162,time_avg,0.3721072092399894,0.2655753582641282,24,0.7706252026984879,medium,0.4839624704248958,0.4832915060494675,0.03986476794044777,0.4559934509174224,0.5113145623548312,0.41836107294943026,0.5504400610169974,0.05532111143740881,0.13207898806756713,0.35099788782108565,0.3523428410164941,0.03661219436329208,0.327250710633736,0.3757667023883756,0.2870535029436453,0.41016965018243523,0.04851599175463961,0.12311614723878994,1.3862557680590208,1.3781448923659512,0.11121219259680229,1.3110574449279633,1.4524629886174782,1.2186595594939174,1.5821856109201022,0.14140554368951497,0.3635260514261849,0.0,0.0,0.15623830934571054,0.15556734497028224,0.15556734497028224,0.0242011988211028,0.0,0.0,0.08542252955695745,0.0867674827523659,0.0867674827523659,0.007528596063182113,0.0,1.0,0.1522400701370512,0.14412919444398153,0.14412919444398153,0.020773224691071037
13,0.6255484738674874,0.3637089102960206,1.7199151743584093,0.6255484738674874,0.7129224482290432,1.7199151743584093,1.960145677071259,time_avg,0.7378858785067361,0.3637089102960206,20,0.7462629206145293,medium,0.7695129617929701,0.7712777462332085,0.027137328805770345,0.75201258931842,0.7881422348401395,0.722061564937401,0.8116582607670414,0.03612964552171949,0.08959669582964036,0.3803259812962134,0.3802598045281367,0.016115042310590154,0.36918060813287445,0.39127400381444166,0.3538649726263945,0.4069983730143135,0.022093395681567207,0.05313340038791903,2.0251756965847587,2.019288650898286,0.07379611137459817,1.9735977146040815,2.0694213698554598,1.9175343965266785,2.154956063386171,0.09582365525137826,0.2374216668594924,0.0,0.0,0.14396448792548278,0.1457292723657212,0.1457292723657212,0.02123702082424255,0.0,1.0,0.01661707100019283,0.016550894232116087,0.016550894232116087,0.00027393209988269354,0.0,0.0,0.30526052222634936,0.29937347653987656,0.29937347653987656,0.08962447845557202
14,0.4401868758696913,0.3595226805779082,1.2243646914351018,0.4401868758696913,0.4629020806275897,1.2243646914351018,1.2875462540597054,time_avg,0.5438592810924624,0.3595226805779082,16,0.7196712003535123,medium,0.6503697590092687,0.6595269665381666,0.08092569828675565,0.6006633823885159,0.7105041057057596,0.5008953128518614,0.7657322572481209,0.1098407233172437,0.2648369443962595,0.46069823218521816,0.4705787065327459,0.03482876795345721,0.4436493108014037,0.48744447882875563,0.39088341046166974,0.4976220725462515,0.04379516802735195,0.10673866208458177,1.4108525727705845,1.4211395278340766,0.13164546301488947,1.3386992170259249,1.4987093614187788,1.178346143694573,1.5946247171508554,0.16001014439285388,0.4162785734562824,0.0,0.0,0.21018288313957745,0.21934009066847526,0.21934009066847526,0.04811007537445495,0.0,0.0,0.10117555160730995,0.11105602595483771,0.11105602595483771,0.012333440900881587,0.0,1.0,0.18648788133548266,0.19677483639897475,0.19677483639897475,0.03872033623984328
15,0.8523795991873137,0.4743571661758383,1.7969151937958647,0.8523795991873137,0.9269983226173868,1.7969151937958647,1.9542201292975936,time_avg,0.9281961595183197,0.4743571661758383,27,0.8224312741169264,medium,0.9318459791922445,0.9407238425892304,0.037974806388115505,0.9183074770852389,0.9565090095139004,0.8571483004467193,0.9721406157659841,0.03820153242866153,0.11499231531926479,0.48755257972096067,0.49180354947094074,0.013459221629269777,0.48321148589599616,0.4969381868428012,0.45899217309830176,0.49935773981718146,0.01372670094680506,0.0403655667188797,1.9110850162404691,1.9160873531087743,0.053014063302743636,1.886737146286601,1.9405588247210448,1.8161108843076463,1.9841911799725591,0.053821678434443854,0.16808029566491278,0.0,0.0,0.07946638000493089,0.08834424340191671,0.08834424340191671,0.007804705342257104,0.0,1.0,0.01319541354512238,0.017446383295102452,0.017446383295102452,0.0003043762900796299,0.0,0.0,0.11416982244460439,0.11917215931290959,0.11917215931290959,0.014202003555301504
16,0.8930656589652177,0.207329498590697,4.3074703070993206,0.8930656589652177,0.9862703688001828,4.3074703070993206,4.757019022880314,time_avg,0.9901964846337973,0.207329498590697,27,0.7867554852784306,medium,0.9669452695080583,0.9807477473043988,0.04222387557104122,0.9579133411849595,0.9909106308770488,0.8884734984244387,0.9970854479786063,0.03299728969208926,0.10861194955416764,0.2127641975781635,0.21222736641185103,0.010339612770457321,0.2058543554056452,0.2188429665827793,0.19643934072457642,0.23035654783937554,0.012988611177134096,0.03391720711479912,4.553787573835521,4.563362944483381,0.27692571959020973,4.391136862895243,4.720897815559988,4.134118246910729,4.987719565763485,0.3297609526647456,0.853601318852756,0.0,1.0,0.07387961054284053,0.08768208833918112,0.08768208833918112,0.007688148615519962,1.0,1.0,0.005434698987466513,0.004897867821154034,0.004897867821154034,2.3989109193496164e-05,0.0,1.0,0.24631726673620058,0.25589263738406043,0.25589263738406043,0.06548104186737023
17,0.4010941586009223,0.25738020890800306,1.5583721852688672,0.4010941586009223,0.40737899370888375,1.5583721852688672,1.5827906715799414,time_avg,0.500787773273996,0.25738020890800306,15,0.7156091719215347,medium,0.5573706967822759,0.5573378704499428,0.015254907840100475,0.5472790509287535,0.5673319347967741,0.532192181642762,0.5823885516787024,0.02005288386802062,0.05019637003594035,0.3054525181125151,0.30517221183519594,0.01111513071039954,0.2980922153074555,0.3128163281268275,0.28796046081950555,0.32443022077720257,0.014724112819372026,0.03646975995769702,1.8261335709826947,1.8226638292531137,0.05669374963526505,1.7878167022324347,1.8629723160467133,1.7400037507865682,1.9250370811093243,0.0751556138142786,0.18503333032275604,0.0,0.0,0.15627653818135362,0.15624371184902047,0.15624371184902047,0.02441209749235974,0.0,0.0,0.048072309204512054,0.04779200292719288,0.04779200292719288,0.0022840755437928124,0.0,0.0,0.26776138571382746,0.2642916439842464,0.2642916439842464,0.06985007307989566
18,0.46137549489844176,0.19483762017075618,2.368000053039506,0.46137549489844176,0.4840961140270028,2.368000053039506,2.4846131542909413,time_avg,0.522466707733389,0.19483762017075618,20,0.8051192802313389,medium,0.5215453946655592,0.5219831636414445,0.012491702249891936,0.5127150933863527,0.5304806352252195,0.5016014813097036,0.5417642625949272,0.017765541838866805,0.04016278128522355,0.20281737635389238,0.20272937145221895,0.006213800748382585,0.19848303927267769,0.2069036536638656,0.1926677601770133,0.21336862905971976,0.008420614391187908,0.020700868882706475,2.573140876871645,2.571963422151047,0.07781299013744046,2.5219490271653506,2.6233782376530193,2.4471956869089833,2.7016421512104465,0.10142921048766862,0.2544464643014632,0.0,0.0,0.060169899767117396,0.06060766874300272,0.06060766874300272,0.0036732895104615486,0.0,1.0,0.007979756183136205,0.007891751281462772,0.007891751281462772,6.22797382884693e-05,0.0,0.0,0.20514082383213905,0.20396336911154078,0.20396336911154078,0.041601055939330625
19,0.5037707396128673,0.16081366793974655,3.1326363366179764,0.5037707396128673,0.5081039685198907,3.1326363366179764,3.1595819872118485,time_avg,0.6314951545464212,0.16081366793974655,11,0.7406959519231345,medium,0.6319256218119826,0.6319049252944544,0.015328570360637006,0.6215432441236343,0.6425870027008734,0.6061361915479911,0.6567661452132948,0.02104375857723917,0.05062995366530365,0.16430543112604393,0.16419026157689248,0.006461343991330062,0.1597450977677826,0.16868679646194965,0.1538041373974668,0.1751080828050323,0.008941698694167055,0.0213039454075655,3.8512073770503146,3.8514978117243905,0.16037256325557467,3.739760972694346,3.954488766644709,3.6003483987955764,4.116515271520589,0.21472779395036312,0.5161668727250124,0.0,0.0,0.1281548821991153,0.12813418568158708,0.12813418568158708,0.016418369540283435,1.0,1.0,0.0034917631862973753,0.0033765936371459304,0.0033765936371459304,1.1401384590414384e-05,0.0,0.0,0.7185710404323382,0.7188614751064142,0.7188614751064142,0.5167618203921698
