severity,low,mid,high
mild,0.9117647058823529,0.8787878787878788,0.8484848484848485
medium,0.9117647058823529,0.6666666666666666,0.45454545454545453
strong,0.8823529411764706,0.48484848484848486,0.3333333333333333
