severity,low,mid,high
mild,0.7647058823529411,0.8484848484848485,0.8787878787878788
medium,0.20588235294117646,0.6666666666666666,0.8484848484848485
strong,0.058823529411764705,0.5454545454545454,0.8484848484848485
