true_gamma_group,n_cases,true_beta_mean,true_gamma_mean,true_R0_mean,beta_err_median_mean,gamma_err_median_mean,R0_err_median_mean,beta_covered90_rate,gamma_covered90_rate,R0_covered90_rate
low,102,0.5659417799854392,0.122655997880439,5.548097541478498,0.026465457266531593,0.03598903643039882,-0.748183704520789,0.6862745098039216,0.3431372549019608,0.47058823529411764
mid,99,0.5571771694756475,0.29092414138874123,1.980582983309129,0.03960717484671336,0.04648797972287343,-0.0846282154041494,0.8282828282828283,0.6868686868686869,0.7777777777777778
high,99,0.598005595274366,0.42613604742619976,1.4183288065213149,-0.014573638241392371,-0.018956008154252302,0.007043204414282186,0.9696969696969697,0.8585858585858586,0.8888888888888888
