case_id,true_beta,true_gamma,true_R0,rho0,tau,eta,severity,beta_mean,beta_median,beta_std,beta_ci50_low,beta_ci50_high,beta_ci90_low,beta_ci90_high,beta_width50,beta_width90,gamma_mean,gamma_median,gamma_std,gamma_ci50_low,gamma_ci50_high,gamma_ci90_low,gamma_ci90_high,gamma_width50,gamma_width90,R0_mean,R0_median,R0_std,R0_ci50_low,R0_ci50_high,R0_ci90_low,R0_ci90_high,R0_width50,R0_width90,beta_covered50,beta_covered90,beta_err_mean,beta_err_median,beta_abs_err_median,beta_sq_err_median,gamma_covered50,gamma_covered90,gamma_err_mean,gamma_err_median,gamma_abs_err_median,gamma_sq_err_median,R0_covered50,R0_covered90,R0_err_mean,R0_err_median,R0_abs_err_median,R0_sq_err_median,true_gamma_group,true_R0_group,true_beta_group
83,0.4509485126057784,0.19875692108533954,2.2688443257387565,1.0,26,0.9095839829913331,mild,0.4650817979054823,0.4649367215162644,0.011412714304033176,0.45713614799938285,0.4724866031241096,0.44676568902015257,0.4841691740208462,0.01535045512472677,0.037403485000693626,0.20934727282520368,0.20916566750269758,0.007477237079220141,0.20415331951089355,0.21426278521157432,0.19749407667768853,0.2218500453279498,0.010109465700680775,0.024355968650261267,2.2233438027541017,2.220581311993741,0.067388823068156,2.178371510420374,2.268671284331033,2.116826723157633,2.337947769206491,0.09029977391065902,0.22112104604885818,0.0,1.0,0.014133285299703924,0.013988208910486022,0.013988208910486022,0.00019566998852340055,0.0,1.0,0.01059035173986414,0.010408746417358034,0.010408746417358034,0.0001083420019808637,0.0,1.0,-0.04550052298465479,-0.04826301374501529,0.04826301374501529,0.0023293184957515352,low,mid,low
84,0.870572643637367,0.39551691261017763,2.2011009286356495,1.0,11,0.8913428573087808,mild,0.907969515373652,0.9160856875029131,0.04483919195858086,0.8876796735587522,0.9393816319256145,0.8226980095370917,0.9624374085832772,0.05170195836686231,0.1397393990461855,0.4263672899306654,0.4268065497255764,0.025424696734530128,0.40934834715482304,0.44268242071840014,0.3845056599856934,0.46882843314877437,0.033334073563577094,0.08432277316308096,2.1323925516329463,2.126884476313932,0.08721821773783615,2.0744741683151715,2.1871713041069456,1.9962437538315505,2.2841072650203533,0.1126971357917741,0.2878635111888028,0.0,1.0,0.03739687173628503,0.04551304386554611,0.04551304386554611,0.002071437161907124,0.0,1.0,0.030850377320487787,0.03128963711539878,0.03128963711539878,0.000979041390813341,0.0,1.0,-0.06870837700270327,-0.0742164523217177,0.0742164523217177,0.005508081795221796,high,mid,high
85,0.5762864969087896,0.18638054356945627,3.091988497683674,1.0,27,0.8521318030533296,mild,0.5628703901251007,0.5630457922756018,0.013096108153385732,0.5543414241768992,0.5719572245364235,0.5408542232128372,0.5847116604244319,0.01761580035952426,0.04385743721159474,0.1935332699579959,0.1935782293612093,0.0064386027282729115,0.1888400551208515,0.19789103885589826,0.18350281026177576,0.2042816058679379,0.009050983735046758,0.020778795606162137,2.9108035447380884,2.907621500804108,0.09647017996428249,2.847175010881015,2.9744139457047476,2.755197461610688,3.0743584989966513,0.12723893482373239,0.31916103738596346,0.0,1.0,-0.013416106783688986,-0.013240704633187828,0.013240704633187828,0.0001753162591833216,0.0,1.0,0.007152726388539643,0.0071976857917530335,0.0071976857917530335,5.180668075680349e-05,0.0,0.0,-0.18118495294558556,-0.18436699687956581,0.18436699687956581,0.03399118953838983,low,high,mid
86,0.5294780196865052,0.2998598707442139,1.765751510438554,1.0,16,0.9724662897170077,mild,0.5594797519081639,0.5596444841209983,0.021107295128962183,0.5452279189167059,0.573903038068769,0.5239291041726335,0.5941814328892128,0.02867511915206311,0.07025232871657927,0.3177174211640376,0.316685777761517,0.015059955496489268,0.3070665365957791,0.32771270669362895,0.2948236440029609,0.3433398010154701,0.02064617009784986,0.04851615701250922,1.7624795293162232,1.7596105179002963,0.05421519500496029,1.7267998446712471,1.7977479418160849,1.6776562831026733,1.855566604486333,0.07094809714483774,0.1779103213836597,0.0,1.0,0.030001732221658695,0.030166464434493112,0.030166464434493112,0.0009100155764775378,0.0,1.0,0.01785755041982373,0.016825907017303132,0.016825907017303132,0.00028311114695493076,1.0,1.0,-0.003271981122330736,-0.006140992538257617,0.006140992538257617,3.771178935493573e-05,mid,mid,mid
87,0.5202888303604661,0.1777022631303949,2.9278683410952797,1.0,28,0.9707280151172046,mild,0.5183596736665054,0.518447265675049,0.011489501126495967,0.5104562569776653,0.5260025101219299,0.4995797026936664,0.5375742187059462,0.01554625314426461,0.03799451601227982,0.18053980766661779,0.18046425786074427,0.005945115874522769,0.17651644713252543,0.18425965251097995,0.17095321568968389,0.1908623713446598,0.007743205378454521,0.01990915565497592,2.8735009002393226,2.8691432951678317,0.09260629400796969,2.809572276500299,2.9356942238290973,2.723698988955769,3.030473594454237,0.12612194732879844,0.30677460549846813,1.0,1.0,-0.0019291566939607652,-0.0018415646854171852,0.0018415646854171852,3.3913604905756964e-06,1.0,1.0,0.002837544536222897,0.002761994730349382,0.002761994730349382,7.628614890477755e-06,1.0,1.0,-0.05436744085595713,-0.05872504592744798,0.05872504592744798,0.003448631019180875,low,mid,mid
88,0.6998620344194997,0.3987768232085656,1.755021841009708,1.0,22,0.9692979925224973,mild,0.7025019824165222,0.7039103693616876,0.040317871170926556,0.6760050637049678,0.7311745474404887,0.6332639709495584,0.764394108796993,0.055169483735520886,0.13113013784743455,0.39901971571829165,0.39869544626728526,0.023353397830140822,0.3827303350668106,0.414551483207364,0.3607671663923827,0.43766217932961915,0.031821148140553424,0.07689501293723644,1.761625565499923,1.7593602139176552,0.05907793349307408,1.720025992369588,1.800307143236662,1.6687421964934814,1.8594512041768454,0.08028115086707399,0.19070900768336396,1.0,1.0,0.002639947997022496,0.0040483349421879256,0.0040483349421879256,1.6389015804139713e-05,1.0,1.0,0.0002428925097260337,-8.137694128035333e-05,8.137694128035333e-05,6.6222065721460744e-09,1.0,1.0,0.006603724490215068,0.004338372907947141,0.004338372907947141,1.8821479488409733e-05,high,mid,mid
89,0.39757296361371486,0.48933179807635274,0.8124813575913978,1.0,26,0.8818967474894195,mild,0.2675332848352227,0.2485439629474243,0.12082072537815625,0.16545960482775862,0.3457281451332878,0.11071482679882501,0.5006126409728965,0.1802685403055292,0.3898978141740715,0.3557993674660515,0.38169707850526124,0.11046515411762271,0.28582581213958874,0.4481893974463782,0.13866255744167955,0.4895135689354363,0.16236358530678946,0.35085101149375675,0.7742421223542765,0.7611243720127923,0.2683490296624658,0.5755171477848128,0.9546918734775992,0.35787695073669146,1.2005594340255037,0.37917472569278643,0.8426824832888122,0.0,1.0,-0.13003967877849215,-0.14902900066629055,0.14902900066629055,0.02220964303959323,0.0,1.0,-0.13353243061030123,-0.1076347195710915,0.1076347195710915,0.011585232857147507,1.0,1.0,-0.03823923523712136,-0.051356985578605574,0.051356985578605574,0.002637539967721101,high,low,low
90,0.826788013881755,0.4816598032027603,1.7165393673794054,1.0,11,0.9081112103268314,mild,0.829147835884364,0.8428018222430496,0.05871006910854545,0.8034565970115719,0.8682617603045484,0.718936743828092,0.8952293662907462,0.06480516329297648,0.1762926224626542,0.4732519169891683,0.47938950564812055,0.023008430314141026,0.4620540939662415,0.4910416994527574,0.42781317408276454,0.4982848167661371,0.02898760548651591,0.07047164268337258,1.751110778721029,1.7578777457540902,0.07691398255676936,1.7184176109330733,1.7953870688429707,1.6234943811288247,1.856905964721968,0.0769694579098974,0.23341158359314318,1.0,1.0,0.00235982200260898,0.016013808361294513,0.016013808361294513,0.000256442058232266,1.0,1.0,-0.008407886213592008,-0.0022702975546397552,0.0022702975546397552,5.1542509866032524e-06,0.0,1.0,0.03457141134162356,0.04133837837468479,0.04133837837468479,0.0017088615266486072,high,mid,high
91,0.10645437907187422,0.33505321283106376,0.31772379728096883,1.0,18,0.9747685754138923,mild,0.2416076009907842,0.2221424853434164,0.10142454599211678,0.16263836066271453,0.3010002605299046,0.10976846357064499,0.43895174506260676,0.13836189986719005,0.32918328149196174,0.34411821906174056,0.36048507354811926,0.10178667036276273,0.2761915768212207,0.4261487727885505,0.14570481639733562,0.47973231910754893,0.14995719596732981,0.3340275027102133,0.7239612086996363,0.7135881777821872,0.2372269961527064,0.5609477488736136,0.8693347084477796,0.3551193262574427,1.1087703424699729,0.30838695957416595,0.7536510162125302,0.0,0.0,0.13515322191891,0.11568810627154219,0.11568810627154219,0.01338373793269564,1.0,1.0,0.009065006230676798,0.0254318607170555,0.0254318607170555,0.0006467795395317106,0.0,0.0,0.4062374114186675,0.39586438050121836,0.39586438050121836,0.1567086077496134,mid,low,low
92,0.3023309557531372,0.09611281839428881,3.145584125031778,1.0,16,0.9900404271161005,mild,0.3044598716538169,0.3042510362589296,0.010681957761828013,0.29716322960305297,0.3114376117709923,0.28765830259584635,0.32266494347582453,0.014274382167939303,0.03500664087997818,0.09538133405513691,0.09484116701590439,0.006549704552912677,0.09088045691131291,0.09939997696525031,0.08535698283249868,0.10695284667823714,0.008519520053937399,0.02159586384573846,3.2059500517705555,3.192660502846388,0.23354864337193426,3.052262174720364,3.350891493886523,2.8295385588356283,3.60533939103632,0.29862931916615887,0.7758008322006917,1.0,1.0,0.0021289159006797065,0.0019200805057923986,0.0019200805057923986,3.6867091487239933e-06,1.0,1.0,-0.0007314843391519055,-0.0012716513783844197,0.0012716513783844197,1.6170972281469946e-06,1.0,1.0,0.060365926738777276,0.04707637781460994,0.04707637781460994,0.0022161853481438985,low,high,low
93,0.5837482670716848,0.05212069668666211,11.199932160942666,1.0,19,0.9260608685856675,mild,0.5627202895369632,0.5611863684694764,0.03253582900019722,0.5400590421872148,0.5854684406136812,0.5106760682156772,0.6165532640995982,0.04540939842646641,0.10587719588392097,0.05764185021760589,0.05709668065492057,0.0033990819765430716,0.05520521740494445,0.059397543403523406,0.05319901622038206,0.063699076129331,0.004192325998578959,0.010500059908948936,9.796225518156797,9.772772483809888,0.8143510932000493,9.22824545948968,10.343931450501156,8.534681254461562,11.176156108843259,1.1156859910114765,2.6414748543816966,1.0,1.0,-0.02102797753472163,-0.022561898602208363,0.022561898602208363,0.0005090392685363317,0.0,0.0,0.005521153530943783,0.004975983968258463,0.004975983968258463,2.4760416452365238e-05,0.0,0.0,-1.4037066427858687,-1.427159677132778,1.427159677132778,2.036784744033735,low,high,mid
94,0.6329554610636837,0.13358610507573315,4.738183366487451,1.0,10,0.8768484832023623,mild,0.6419204208550712,0.6423256245350356,0.019280690907916426,0.6284921152814954,0.6553665756538833,0.6099167963246367,0.6734749405283567,0.026874460372387943,0.06355814420371997,0.1448375230034693,0.1447532099963239,0.005646370714215759,0.14112880209397763,0.14849043830804634,0.13562270718307087,0.15431429102942165,0.007361636214068712,0.01869158384635078,4.438131274258561,4.429880589942048,0.2062933818446357,4.299734862956249,4.571781559163433,4.109903736465712,4.800688977350271,0.2720466962071848,0.6907852408845594,1.0,1.0,0.00896495979138745,0.009370163471351889,0.009370163471351889,8.779996347985728e-05,0.0,0.0,0.011251417927736151,0.011167104920590754,0.011167104920590754,0.00012470423230748223,0.0,1.0,-0.3000520922288903,-0.3083027765454034,0.3083027765454034,0.09505060202560493,low,high,mid
95,0.7439202550998762,0.46813178063454686,1.589125724580163,1.0,19,0.9477392533059901,mild,0.7500613003152198,0.7580874322121794,0.05393949191691154,0.7174441159286529,0.7897687369957799,0.6564914429704588,0.823995763028308,0.072324621067127,0.1675043200578492,0.4475143323637693,0.4505031671883783,0.026686258664706898,0.42951326941247503,0.4675583198265681,0.4000711928028247,0.48628677184573926,0.03804505041409306,0.08621557904291455,1.6758573135610995,1.676725436340634,0.06541891082817873,1.6373767201318008,1.7180867846589343,1.5705394654253788,1.7839954434368743,0.08071006452713347,0.21345597801149552,1.0,1.0,0.006141045215343532,0.014167177112303198,0.014167177112303198,0.00020070890733136755,0.0,1.0,-0.02061744827077755,-0.017628613446168562,0.017628613446168562,0.00031076801203443503,0.0,1.0,0.08673158898093636,0.08759971176047099,0.08759971176047099,0.0076737095005175995,high,low,high
96,0.49366895263188737,0.10825757104750955,4.560133280796014,1.0,17,0.891246132540046,mild,0.49728556161749315,0.49722734074178515,0.013137552066026396,0.4882273672533822,0.5060107970779966,0.4763079850610463,0.5189703235295681,0.01778342982461434,0.04266233846852174,0.11478710500644075,0.11464933506519505,0.004717267016387604,0.11165599325437983,0.11785574653715716,0.10735030800084915,0.1227712699866552,0.006199753282777332,0.015420961985806059,4.339239178377404,4.327681668056869,0.2060093099720133,4.20216219899506,4.472687167862002,4.013566089536283,4.684521686975086,0.2705249688669422,0.6709555974388026,1.0,1.0,0.003616608985605785,0.003558388109897781,0.003558388109897781,1.2662125940661903e-05,0.0,1.0,0.006529533958931202,0.0063917640176855,0.0063917640176855,4.0854647257779084e-05,0.0,1.0,-0.22089410241861085,-0.23245161273914583,0.23245161273914583,0.05403375226502982,low,high,mid
97,0.8038909102494669,0.2568870271459724,3.1293558074175047,1.0,17,0.8752304798884093,mild,0.8195302292838046,0.8210587283328168,0.03579719627253016,0.7964221799852184,0.8448172175198788,0.7573553602853114,0.8743680408337657,0.04839503753466046,0.11701268054845437,0.27417259669589555,0.2732023551357195,0.012755148409957227,0.2652709930532318,0.28169538953399026,0.25575571437910055,0.29618527065935196,0.01642439648075844,0.04042955628025141,2.9929541591583066,2.9817618429441457,0.14616014971734043,2.8950588141727622,3.0833363752122382,2.769492183294649,3.2405119348305633,0.18827756103947602,0.47101975153591447,1.0,1.0,0.015639319034337684,0.017167818083349884,0.017167818083349884,0.0002947339777429953,0.0,1.0,0.017285569549923163,0.016315327989747108,0.016315327989747108,0.0002661899274130254,0.0,1.0,-0.1364016482591981,-0.14759396447335904,0.14759396447335904,0.02178397834896317,mid,high,high
98,0.7966156676705138,0.2867688381971291,2.777901785559101,1.0,17,0.8953523637421136,mild,0.7851602597207762,0.7862418682392567,0.03419213368870657,0.7622295760823943,0.8087307121785305,0.727875297121866,0.839911962707623,0.046501136096136264,0.11203666558575698,0.2999091979664595,0.29906223120649583,0.013962946942414664,0.2900841331238216,0.30867124913176147,0.2788586523806513,0.3237514071119307,0.018587116007939886,0.044892754731279405,2.6204965804654012,2.6173067880444485,0.1074308951621777,2.543964944879891,2.6935936576694828,2.44953653252771,2.800968206180477,0.14962871278959167,0.35143167365276673,1.0,1.0,-0.01145540794973765,-0.010373799431257158,0.010373799431257158,0.00010761571463995133,0.0,1.0,0.013140359769330368,0.012293393009366715,0.012293393009366715,0.00015112751168274642,0.0,1.0,-0.1574052050936996,-0.16059499751465234,0.16059499751465234,0.02579075322673119,mid,mid,high
99,0.5333193990589671,0.44901721715923226,1.187748216946076,1.0,13,0.8812218669510303,mild,0.4310254927077316,0.432930215011751,0.12151334225203124,0.34674827894472665,0.5249665443820577,0.2248145896641966,0.618077461682214,0.17821826543733105,0.3932628720180174,0.3955719658728003,0.4103068458926738,0.07335845083869783,0.3526594848947239,0.45301404094261777,0.2518094623173195,0.4880552997826976,0.1003545560478939,0.23624583746537814,1.0878048282895558,1.1123428604313323,0.2189884116612589,0.955253761806745,1.2393426750621646,0.6963977329636799,1.3954386530839131,0.2840889132554195,0.6990409201202332,0.0,1.0,-0.10229390635123548,-0.10038918404721608,0.10038918404721608,0.010077988273665824,1.0,1.0,-0.05344525128643196,-0.03871037126655846,0.03871037126655846,0.001498492843594795,1.0,1.0,-0.0999433886565202,-0.07540535651474367,0.07540535651474367,0.005685967791115596,high,low,mid
0,0.4480770837070597,0.31665052577402086,1.4150523913130402,1.0,14,0.8462315570641726,medium,0.4566059097754351,0.4568696190322315,0.0595275231881934,0.41588465777955386,0.4977916260254067,0.3583394755451623,0.5532069612648358,0.08190696824585286,0.1948674857196735,0.3455413242529979,0.3470343533036192,0.045862579847038315,0.3142349821068347,0.37810862341505797,0.270883826147172,0.41941961069159134,0.06387364130822326,0.14853578454441935,1.3278020139923357,1.3238535088804944,0.12361500759199613,1.2511242330709016,1.4034266523584737,1.1355651405773197,1.5280134398270935,0.15230241928757215,0.39244829924977376,1.0,1.0,0.008528826068375406,0.008792535325171824,0.008792535325171824,7.730867744439439e-05,1.0,1.0,0.02889079847897702,0.03038382752959834,0.03038382752959834,0.000923176975348378,0.0,1.0,-0.08725037732070451,-0.09119888243254581,0.09119888243254581,0.008317236156945313,mid,low,low
1,0.8656992231773614,0.3773758848611094,2.2939971998899082,1.0,25,0.7393734722972859,medium,0.8647626436397448,0.8696381795069442,0.0400256086231888,0.8396535402125359,0.8927820453156711,0.7928193234862345,0.922224870913787,0.05312850510313516,0.1294055474275525,0.3916502323505006,0.3903001842921732,0.020344697272149093,0.37789671181643913,0.40441445867793924,0.35979961315189674,0.42621529823491205,0.026517746861500102,0.06641568508301532,2.2100577190581143,2.2060270999082103,0.0826629671951603,2.1541696406671242,2.2624714114430864,2.0843160024817955,2.3521582499511937,0.10830177077596215,0.2678422474693982,1.0,1.0,-0.0009365795376166108,0.0039389563295828545,0.0039389563295828545,1.5515376966360833e-05,0.0,1.0,0.014274347489391215,0.012924299431063824,0.012924299431063824,0.00016703751578379667,0.0,1.0,-0.08393948083179392,-0.08797009998169791,0.08797009998169791,0.007738738490789927,high,mid,high
2,0.13040313045335356,0.31647758845704255,0.41204538712874444,1.0,13,0.6211076569933409,medium,0.20807137693600936,0.18454194547847674,0.0890942779548365,0.13955768839852553,0.256097748141081,0.10469586404808899,0.39166213581497433,0.11654005974255546,0.28696627176688533,0.3194558907897989,0.33254911604221404,0.10454573292150723,0.24485539454699345,0.4019977050867569,0.12898136712306654,0.46997669357474897,0.15714231053976346,0.3409953264516824,0.6860551101274034,0.6643469966916522,0.24595798371102606,0.5134446001846161,0.8273755921701885,0.3331339932021251,1.1038341885804124,0.3139309919855724,0.7707001953782873,0.0,1.0,0.0776682464826558,0.05413881502512319,0.05413881502512319,0.0029310112923245043,1.0,1.0,0.0029783023327563662,0.016071527585171497,0.016071527585171497,0.0002582939989209284,0.0,1.0,0.27400972299865894,0.25230160956290776,0.25230160956290776,0.06365610218803394,mid,low,low
3,0.5228990509942999,0.18446438505338342,2.8346883917075623,1.0,24,0.633751907469575,medium,0.5471987124871788,0.5472974545099112,0.01313214988940009,0.5386944461763354,0.5560759617089692,0.5252889841403011,0.5685057469095236,0.017381515532633784,0.04321676276922248,0.2101251122614948,0.20969177880387746,0.007160019601320047,0.20525674542777056,0.214874669733698,0.1988307062453692,0.2222947359492785,0.00961792430592745,0.023464029703909317,2.606154739290987,2.6029236944093084,0.08055445920323313,2.554440166143212,2.6595644967085548,2.482067776590486,2.7449804568665828,0.10512433056534265,0.2629126802760968,0.0,0.0,0.024299661492878877,0.02439840351561129,0.02439840351561129,0.0005952820941105933,0.0,0.0,0.025660727208111384,0.025227393750494043,0.025227393750494043,0.0006364213954424659,0.0,0.0,-0.22853365241657508,-0.23176469729825389,0.23176469729825389,0.05371487491375125,low,mid,mid
4,0.2585507973881067,0.20910862294995536,1.2364425423526606,1.0,21,0.7020113862791201,medium,0.30284552184123287,0.29684777659905237,0.08725162928693443,0.23819534121805344,0.3623761415700256,0.16699509249961902,0.45715914712423483,0.12418080035197218,0.2901640546246158,0.3165841921607485,0.3238757207663533,0.07881593320636938,0.26503539084843386,0.37381940383618906,0.17409154562107357,0.4378360704656038,0.1087840129877552,0.26374452484453026,0.9797103151581448,0.980292276304203,0.231719180187926,0.83873442418425,1.1269976317288215,0.5874570610824043,1.3568028512477908,0.28826320754457146,0.7693457901653865,1.0,1.0,0.044294724453126155,0.03829697921094566,0.03829697921094566,0.001466658616683604,0.0,1.0,0.10747556921079315,0.11476709781639793,0.11476709781639793,0.01317148674119865,0.0,1.0,-0.2567322271945158,-0.2561502660484576,0.2561502660484576,0.0656129587966956,mid,low,low
5,0.25998328631298845,0.3833953303326222,0.6781075974176181,1.0,17,0.8470428607838605,medium,0.2640191507664702,0.24776217629801567,0.11044628901404262,0.1773996947766918,0.3329329986699731,0.11343017504924818,0.4783116853663583,0.15553330389328132,0.36488151031711014,0.349591114125085,0.3639775734965003,0.0990705601241426,0.2881033885442466,0.4305191421078758,0.1563519585061193,0.48088142800836214,0.14241575356362918,0.3245294695022428,0.77130895422961,0.7681291047871448,0.24714078768108844,0.592572757708318,0.9338060559374586,0.37589533393890046,1.1713604935448145,0.3412332982291406,0.7954651596059141,1.0,1.0,0.004035864453481752,-0.01222111001497278,0.01222111001497278,0.000149355529998068,1.0,1.0,-0.03380421620753721,-0.019417756836121902,0.019417756836121902,0.00037704928054675885,1.0,1.0,0.09320135681199193,0.09002150736952674,0.09002150736952674,0.008103871789081757,high,low,low
6,0.5043321096504052,0.40230191813470506,1.2536159707832584,1.0,17,0.8420568370154368,medium,0.4125785322650293,0.41476384606135813,0.09902175613671238,0.34360491666102744,0.4830240216038669,0.24161700352520848,0.5761614563666654,0.1394191049428395,0.3345444528414569,0.3739478872585312,0.38349571644422376,0.06716739339086551,0.3335482300969105,0.42294041737741006,0.25320012313509466,0.46944506842877903,0.08939218728049958,0.21624494529368438,1.1071699704102438,1.1217159540227553,0.1891478202453899,1.0059055653414135,1.2324202867649339,0.7658684390524807,1.3775320980800023,0.22651472142352036,0.6116636590275216,0.0,1.0,-0.09175357738537593,-0.08956826358904707,0.08956826358904707,0.008022473842357014,1.0,1.0,-0.028354030876173886,-0.018806201690481306,0.018806201690481306,0.0003536732220230619,0.0,1.0,-0.14644600037301458,-0.1319000167605031,0.1319000167605031,0.017397614421421,high,low,mid
7,0.1782680912766364,0.4099814796292761,0.4348198641505331,1.0,11,0.6072109114401727,medium,0.2551788046073743,0.23748625127251133,0.11041679277784917,0.16751067191184565,0.31998776743926616,0.10995023101675647,0.47084015164229154,0.1524770955274205,0.36088992062553504,0.3428139085225753,0.36235615646498986,0.10857220520669178,0.27270722594115465,0.42813314761138044,0.12885393771393383,0.4863608081161714,0.1554259216702258,0.35750687040223755,0.7733400272935023,0.7569754582964561,0.262629736985465,0.5842273826886717,0.9439726348009941,0.37450811401018297,1.203358618608503,0.35974525211232244,0.8288505045983201,1.0,1.0,0.0769107133307379,0.05921815999587493,0.05921815999587493,0.003506790473297042,1.0,1.0,-0.0671675711067008,-0.04762532316428625,0.04762532316428625,0.0022681714065027002,0.0,1.0,0.3385201631429692,0.322155594145923,0.322155594145923,0.10378422683951265,high,low,low
8,0.8610039871024447,0.1770050362455169,4.864290900221501,1.0,22,0.7593743032507705,medium,0.872343527655692,0.8752501036443914,0.03776755171197814,0.8495359925126558,0.8990984698004559,0.8066123437324827,0.9272744938001886,0.049562477287800166,0.12066215006770586,0.1865725847984918,0.1862434500524033,0.008590185109713053,0.18055555052110195,0.19204530987780874,0.17333134993426003,0.20136350214754178,0.011489759356706791,0.028032152213281758,4.684426340735368,4.680002726943457,0.27924994089737304,4.500710338180033,4.874292949605444,4.230803559811388,5.142273625914133,0.3735826114254106,0.9114700661027451,1.0,1.0,0.011339540553247263,0.01424611654194663,0.01424611654194663,0.0002029518365267254,0.0,1.0,0.009567548552974897,0.00923841380688642,0.00923841380688642,8.534828966726963e-05,1.0,1.0,-0.17986455948613322,-0.18428817327804392,0.18428817327804392,0.03396213081015834,low,high,high
9,0.5472010893876081,0.102793267143065,5.323316444704767,1.0,11,0.7931012780910176,medium,0.5451283444500644,0.5451486787013009,0.014912333926392175,0.534956488653777,0.5546685636647132,0.5210457063263199,0.5710184048048756,0.019712075010936192,0.04997269847855579,0.12420201132383037,0.12407211608759136,0.004869800361752882,0.12092563162443798,0.12722909218605974,0.11643473217374661,0.13256316919203906,0.00630346056162176,0.016128437018292446,4.395327801327608,4.3858048077584435,0.20088416095911257,4.2588547841371565,4.517646924158819,4.075553376086451,4.74477251766379,0.2587921400216624,0.6692191415773392,1.0,1.0,-0.0020727449375437246,-0.0020524106863072378,0.0020524106863072378,4.2123896252681465e-06,0.0,0.0,0.02140874418076537,0.021278848944526363,0.021278848944526363,0.0004527894124039707,0.0,0.0,-0.9279886433771596,-0.9375116369463239,0.9375116369463239,0.8789280694097759,low,high,mid
10,0.2517689382898641,0.4954444867079704,0.5081678069782702,1.0,16,0.8047837700066017,medium,0.2425117748421735,0.22132257762175245,0.1009557224429641,0.16083601896144606,0.30988596489892445,0.11182613514137348,0.43557296161077014,0.1490499459374784,0.3237468264693967,0.33199987957999266,0.34557282766027886,0.10452052368787018,0.26162796089926477,0.4154129148671951,0.13070197051535257,0.47771770096116467,0.15378495396793035,0.34701573044581213,0.7599513726563798,0.754207888665398,0.24980351031027234,0.5787430343294747,0.9228166101244638,0.3736529647452784,1.168805477734743,0.3440735757949891,0.7951525129894645,1.0,1.0,-0.009257163447690564,-0.030446360668111627,0.030446360668111627,0.0009269808779327346,0.0,0.0,-0.16344460712797776,-0.14987165904769156,0.14987165904769156,0.022461514185707507,0.0,1.0,0.25178356567810956,0.24604008168712777,0.24604008168712777,0.0605357217966085,high,low,low
11,0.17114771024641995,0.23212940214148786,0.7372944084959204,1.0,29,0.79728561404518,medium,0.26220777878005597,0.24486813332038826,0.1121860742059328,0.16901718104320007,0.33752575041954525,0.11382975087231582,0.47125246768160767,0.16850856937634517,0.35742271680929183,0.3456130734280322,0.36679899352028567,0.10711056877875724,0.27019035495711263,0.43425070306357044,0.14129364059480826,0.48399206844062626,0.1640603481064578,0.342698427845818,0.7834833244588185,0.7791182580895628,0.2605790189653391,0.5981764814532518,0.9531544389571462,0.36847931866194084,1.2056575358107149,0.3549779575038945,0.837178217148774,1.0,1.0,0.09106006853363602,0.07372042307396831,0.07372042307396831,0.00543470077820488,0.0,1.0,0.11348367128654435,0.1346695913787978,0.1346695913787978,0.018135898842132372,1.0,1.0,0.04618891596289809,0.04182384959364238,0.04182384959364238,0.00174923439483162,mid,low,low
12,0.7301643093696458,0.2958090606622248,2.468363571200403,1.0,15,0.6951459394042188,medium,0.7800572640090074,0.7814423333766732,0.03405711536174173,0.7573564624898563,0.8039937442758461,0.7217474344075587,0.8348018592178117,0.046637281785989804,0.11305442481025296,0.34467300382166843,0.3437603564793429,0.015465981949398688,0.333673315216803,0.3549691033891371,0.3207385675152309,0.3705688963361046,0.02129578817233413,0.04983032882087374,2.264601848220111,2.2614053243557426,0.07797816889634859,2.2108777814548324,2.3134027537281168,2.1463631516972708,2.4005525310835716,0.10252497227328439,0.2541893793863008,0.0,1.0,0.04989295463936161,0.05127802400702741,0.05127802400702741,0.0026294357460652797,0.0,0.0,0.048863943159443646,0.0479512958171181,0.0479512958171181,0.002299326770540768,0.0,0.0,-0.20376172298029216,-0.20695824684466047,0.20695824684466047,0.042831715937015416,mid,mid,high
13,0.9071248050539563,0.25506527841057447,3.556441749761691,1.0,23,0.849584953652039,medium,0.8988718963901774,0.903281307808913,0.03803098370915302,0.8768854020025988,0.9261722459808517,0.8295457291474525,0.9522842620984135,0.04928684397825289,0.12273853295096104,0.2529524833955005,0.2520341290292889,0.013083322577350877,0.24396230225997426,0.26062496841656235,0.23339371732697145,0.2756689229290927,0.016662666156588096,0.042275205602121224,3.5607411885381026,3.549315786957224,0.20428070768054454,3.422021368108639,3.6905701201600007,3.24357311743453,3.9129751787943112,0.26854875205136164,0.6694020613597811,1.0,1.0,-0.008252908663778924,-0.0038434972450432925,0.0038434972450432925,1.477247107265538e-05,1.0,1.0,-0.0021127950150739427,-0.0030311493812855694,0.0030311493812855694,9.18786657166789e-06,1.0,1.0,0.0042994387764117015,-0.00712596280446709,0.00712596280446709,5.077934589064847e-05,mid,high,high
