case_id,true_beta,true_gamma,true_R0,rho0,tau,eta,severity,beta_mean,beta_median,beta_std,beta_ci50_low,beta_ci50_high,beta_ci90_low,beta_ci90_high,beta_width50,beta_width90,gamma_mean,gamma_median,gamma_std,gamma_ci50_low,gamma_ci50_high,gamma_ci90_low,gamma_ci90_high,gamma_width50,gamma_width90,R0_mean,R0_median,R0_std,R0_ci50_low,R0_ci50_high,R0_ci90_low,R0_ci90_high,R0_width50,R0_width90,beta_covered50,beta_covered90,beta_err_mean,beta_err_median,beta_abs_err_median,beta_sq_err_median,gamma_covered50,gamma_covered90,gamma_err_mean,gamma_err_median,gamma_abs_err_median,gamma_sq_err_median,R0_covered50,R0_covered90,R0_err_mean,R0_err_median,R0_abs_err_median,R0_sq_err_median,true_gamma_group,true_R0_group,true_beta_group
0,0.4480770837070597,0.31665052577402086,1.4150523913130402,1.0,14,0.9977389342385036,mild,0.4499423004337577,0.44868629500927953,0.046578472704006765,0.41749740540477887,0.4824153622407069,0.3752713240371714,0.5278397639654311,0.06491795683592805,0.1525684399282597,0.32285204662161815,0.32175343104212073,0.03790676816482469,0.29598924007950567,0.34771666755911496,0.26330679629383735,0.38708945155406593,0.05172742747960929,0.12378265526022858,1.400145914689296,1.3926711551754738,0.11051420099751075,1.3267606941403134,1.467396482422726,1.2293683409240053,1.5917850371492845,0.14063578828241252,0.3624166962252793,1.0,1.0,0.001865216726698038,0.0006092113022198586,0.0006092113022198586,3.7113841075241596e-07,1.0,1.0,0.006201520847597286,0.0051029052680998666,0.0051029052680998666,2.603964217520137e-05,1.0,1.0,-0.014906476623744114,-0.022381236137566374,0.022381236137566374,0.000500919731045507,mid,low,low
1,0.8656992231773614,0.3773758848611094,2.2939971998899082,1.0,25,0.9336240833783715,mild,0.8622010647878944,0.86612410923087,0.0398925760418879,0.8388597110510632,0.8908589617604867,0.7901034429527342,0.9193704969747895,0.05199925070942357,0.1292670540220553,0.39096000594679936,0.3899528313057269,0.020105721693732287,0.3772019826970724,0.40394143912932917,0.3599323722659225,0.42540679235281187,0.02673945643225678,0.06547442008688936,2.207315067662957,2.2044135830986713,0.08132764864854947,2.151938311370086,2.2612959005007442,2.0776424404924447,2.3462040893354232,0.10935758913065818,0.2685616488429785,1.0,1.0,-0.0034981583894669876,0.00042488605350865516,0.00042488605350865516,1.8052815846615977e-07,1.0,1.0,0.01358412108568996,0.012576946444617487,0.012576946444617487,0.00015817958187077646,0.0,1.0,-0.08668213222695131,-0.08958361679123694,0.08958361679123694,0.00802522439739919,high,mid,high
2,0.13040313045335356,0.31647758845704255,0.41204538712874444,1.0,13,0.8626645941960045,mild,0.2068147287496373,0.1857904508964329,0.08745252587631998,0.13830835119780038,0.25512401827127434,0.10391152882546813,0.3826396631827623,0.11681566707347396,0.2787281343572942,0.3206320616996469,0.3344544166753688,0.10509133518374981,0.2481917654244336,0.4066141192270851,0.12360577490016542,0.46795150074460834,0.15842235380265152,0.3443457258444429,0.6807130931451353,0.6585179797467937,0.24274606074913202,0.5097799223871899,0.8262352838551448,0.33546540700556143,1.068957171934263,0.31645536146795483,0.7334917649287016,0.0,1.0,0.07641159829628374,0.05538732044307934,0.05538732044307934,0.0030677552658643545,1.0,1.0,0.004154473242604373,0.017976828218326246,0.017976828218326246,0.0003231663527912108,0.0,1.0,0.26866770601639084,0.24647259261804927,0.24647259261804927,0.06074873891186287,mid,low,low
3,0.5228990509942999,0.18446438505338342,2.8346883917075623,1.0,24,0.870251144481745,mild,0.5294345760021149,0.5293009502259409,0.012348626061677791,0.5210720011040479,0.5377811860914719,0.5094377124186927,0.5497200807428797,0.01670918498742391,0.04028236832418697,0.19820719482309068,0.19802888884158543,0.006475991047794099,0.1935992424266592,0.20264285951846642,0.18777892791747652,0.20888974181147218,0.009043617091807205,0.02111081389399566,2.6730787034551806,2.670656233190769,0.08242011396118189,2.6157579617001714,2.724675757343084,2.542392807638735,2.8147466722269257,0.10891779564291282,0.27235386458819066,1.0,1.0,0.006535525007814957,0.006401899231641028,0.006401899231641028,4.098431377208599e-05,0.0,0.0,0.013742809769707265,0.01356450378820201,0.01356450378820201,0.00018399576302014666,0.0,0.0,-0.16160968825238164,-0.1640321585167932,0.1640321585167932,0.026906549027678372,low,mid,mid
4,0.2585507973881067,0.20910862294995536,1.2364425423526606,1.0,21,0.9112068317674721,mild,0.3002026298231502,0.2964243668821529,0.07826267967582616,0.24400223658017656,0.35424092697162407,0.17919823439014101,0.43375709618595215,0.11023869039144751,0.2545588617958111,0.3007779057453598,0.30372711962284177,0.07521859194920948,0.24936077607080148,0.35452330717115665,0.17265668379909313,0.4192088508734237,0.10516253110035517,0.24655216707433056,1.025847043791841,1.0304021341678622,0.22636650561838367,0.899434025910345,1.1558672358981008,0.6329185261855995,1.4017718581875982,0.25643320998775576,0.7688533320019987,1.0,1.0,0.0416518324350435,0.03787356949404619,0.03787356949404619,0.001434407266220346,0.0,1.0,0.09166928279540443,0.09461849667288641,0.09461849667288641,0.008952659912637016,0.0,1.0,-0.2105954985608196,-0.2060404081847984,0.2060404081847984,0.042452649804958345,mid,low,low
5,0.25998328631298845,0.3833953303326222,0.6781075974176181,1.0,17,0.9982257164703163,mild,0.2631650678805288,0.24831212925985074,0.10978871069221478,0.17432349888290322,0.33731494211387825,0.11313298297394843,0.466382026261446,0.16299144323097503,0.35324904328749757,0.3488130674565716,0.3656590986958836,0.10232815861759005,0.28372829797300164,0.43177704744274886,0.15182422436788137,0.48178798894094615,0.14804874946974722,0.32996376457306476,0.7751110478635872,0.7715819179554306,0.24925071717182715,0.6011289408230689,0.944792261335991,0.36521724420731916,1.1897023656221906,0.34366332051292214,0.8244851214148714,1.0,1.0,0.0031817815675403427,-0.011671157053137704,0.011671157053137704,0.00013621590695900597,1.0,1.0,-0.034582262876050596,-0.017736231636738597,0.017736231636738597,0.0003145739126720471,1.0,1.0,0.09700345044596914,0.09347432053781257,0.09347432053781257,0.00873744860000573,high,low,low
6,0.5043321096504052,0.40230191813470506,1.2536159707832584,1.0,17,0.9952341022092621,mild,0.4220384318080955,0.42305939402390064,0.09356749172909813,0.3560801497943445,0.49273642647486593,0.2633217497425235,0.5722855499432771,0.13665627668052144,0.3089638002007536,0.36983882289061487,0.37740692707595247,0.06514180114822099,0.3291507264936957,0.4181267803871094,0.2540447652754242,0.46297524637585835,0.08897605389341368,0.20893048110043416,1.1465088945754542,1.1627667570447127,0.17891660547963234,1.0533681145818037,1.254892881096018,0.8437111833396822,1.4091700504353935,0.20152476651421436,0.5654588670957112,0.0,1.0,-0.08229367784230968,-0.08127271562650457,0.08127271562650457,0.00660525430530668,1.0,1.0,-0.03246309524409019,-0.02489499105875259,0.02489499105875259,0.0006197605798153715,1.0,1.0,-0.10710707620780413,-0.09084921373854571,0.09084921373854571,0.008253579636911963,high,low,mid
7,0.1782680912766364,0.4099814796292761,0.4348198641505331,1.0,11,0.8543265468641036,mild,0.2556674422904745,0.2388258977347386,0.11155738662043546,0.16340903512470145,0.32541933971571946,0.11043503824766329,0.46683495127743385,0.162010304591018,0.3563999130297706,0.34549677963907627,0.36601819926494816,0.10791204138714872,0.2704838819975025,0.4345909321330597,0.13783078875176782,0.4850647615264781,0.1641070501355572,0.34723397277471024,0.7647801069120127,0.7541772903698356,0.25940260444464347,0.5817574924466353,0.9225170274084369,0.36269929706330256,1.1858763039939781,0.34075953496180156,0.8231770069306756,1.0,1.0,0.0773993510138381,0.060557806458102215,0.060557806458102215,0.0036672479230169665,1.0,1.0,-0.06448469999019985,-0.04396328036432795,0.04396328036432795,0.0019327700203925035,0.0,1.0,0.3299602427614796,0.3193574262193025,0.3193574262193025,0.10198916568141725,high,low,low
8,0.8610039871024447,0.1770050362455169,4.864290900221501,1.0,22,0.9456245819504623,mild,0.8656963352050892,0.8697784993039389,0.03787420952960869,0.8421440084533792,0.8930363891866653,0.7947922128255095,0.9203953396321608,0.05089238073328606,0.1256031268066513,0.1832955349274962,0.18290723548334997,0.00858404111614089,0.177638963807271,0.18871894316085225,0.1696677868733115,0.19795109386016516,0.011079979353581237,0.028283306986853662,4.7322042270058775,4.73309218587875,0.2873828086733131,4.533558035578152,4.912476739240937,4.270818613706369,5.225658528447536,0.3789187036627846,0.954839914741167,1.0,1.0,0.004692348102644406,0.008774512201494167,0.008774512201494167,7.699206437417001e-05,0.0,1.0,0.006290498681979312,0.005902199237833083,0.005902199237833083,3.483595584307743e-05,1.0,1.0,-0.13208667321562384,-0.13119871434275154,0.13119871434275154,0.01721310264519092,low,high,high
9,0.5472010893876081,0.102793267143065,5.323316444704767,1.0,11,0.9658607668546105,mild,0.5369555818030898,0.5367409352687016,0.015429832362976957,0.5268779183669915,0.5474307207823136,0.511688516778466,0.5629457687540487,0.02055280241532209,0.05125725197558262,0.10679981251867847,0.10658022805750447,0.004426151783645922,0.10386851976869556,0.10954616572121195,0.0998366882286441,0.11451976111349477,0.005677645952516394,0.01468307288485067,5.036026556369729,5.036224696964669,0.24852158931100166,4.864742426607644,5.200033041828103,4.631627799374662,5.4512769445350635,0.3352906152204591,0.8196491451604011,1.0,1.0,-0.010245507584518365,-0.01046015411890655,0.01046015411890655,0.00010941482419127768,0.0,1.0,0.004006545375613471,0.0037869609144394745,0.0037869609144394745,1.4341072967492261e-05,0.0,1.0,-0.28728988833503877,-0.2870917477400985,0.2870917477400985,0.08242167162046435,low,high,mid
10,0.2517689382898641,0.4954444867079704,0.5081678069782702,1.0,16,0.972870262003961,mild,0.24314139097102247,0.22568559942201782,0.10088625461573601,0.16248564226766024,0.30652249971334145,0.11332636492770097,0.43975134359631607,0.1440368574456812,0.3264249786686151,0.3300921771295973,0.34423914710101966,0.10525496210142547,0.25466364393567964,0.4154197019610837,0.13421108437112428,0.4762814339225498,0.16075605802540405,0.3420703495514255,0.7655760947776135,0.7606019999906585,0.24639262749464064,0.5897302846303026,0.924745726097946,0.3784617199757275,1.169190768779004,0.3350154414676434,0.7907290488032765,1.0,1.0,-0.008627547318841605,-0.02608333886784625,0.02608333886784625,0.0006803405664948989,0.0,0.0,-0.1653523095783731,-0.15120533960695076,0.15120533960695076,0.022863054725653312,0.0,1.0,0.2574082877993432,0.25243419301238823,0.25243419301238823,0.06372302180181567,high,low,low
11,0.17114771024641995,0.23212940214148786,0.7372944084959204,1.0,29,0.968371368427108,mild,0.25873170656367733,0.24309529323358572,0.11242556969165199,0.1666884331662168,0.32897391417135124,0.1114969114030346,0.4716006344997489,0.16228548100513446,0.36010372309671435,0.34650512187951776,0.36746457375492897,0.10686770605743315,0.2741477622797073,0.43457476428987246,0.1400527303883978,0.48520942219600244,0.1604270020101652,0.34515669180760467,0.7715819400746825,0.7529214519259683,0.260818274084845,0.589181154008258,0.9367024870625705,0.3696325780077078,1.194955443360129,0.34752133305431254,0.8253228653524212,1.0,1.0,0.08758399631725738,0.07194758298716578,0.07194758298716578,0.005176454697695106,0.0,1.0,0.1143757197380299,0.1353351716134411,0.1353351716134411,0.018315608675639555,1.0,1.0,0.034287531578762076,0.015627043430047838,0.015627043430047838,0.0002442044863646013,mid,low,low
12,0.7301643093696458,0.2958090606622248,2.468363571200403,1.0,15,0.9070875636425313,mild,0.7369260455810865,0.7374530415169752,0.028532768889620495,0.7172576943405955,0.755866140199557,0.6902486319848218,0.7837278130249954,0.038608445858961504,0.09347918104017361,0.3198546917791067,0.3193443964535422,0.012844226913493805,0.31067782035070085,0.32800810087951326,0.3000542602118799,0.3424174356414287,0.017330280528812414,0.04236317542954876,2.3052213716982077,2.3012092866563716,0.07359436899921282,2.2558495334477144,2.352905433420479,2.189662238174339,2.429467816471055,0.09705589997276443,0.2398055782967159,1.0,1.0,0.0067617362114407165,0.007288732147329391,0.007288732147329391,5.312561631551291e-05,0.0,0.0,0.024045631116881905,0.02353533579131739,0.02353533579131739,0.0005539120308100654,0.0,0.0,-0.16314219950219533,-0.16715428454403147,0.16715428454403147,0.02794055484142704,mid,mid,high
13,0.9071248050539563,0.25506527841057447,3.556441749761691,1.0,23,0.9997509721912234,mild,0.8952122350157511,0.8999706659268847,0.038993373917422545,0.8727501602110208,0.923798112230147,0.8232785879548031,0.9492730625201218,0.05104795201912615,0.12599447456531865,0.2513539123316483,0.25081273499653983,0.012144851773639592,0.24303072013008772,0.25880587305106256,0.23283799633350818,0.2721274188313636,0.01577515292097484,0.039289422497855414,3.567725091659804,3.5627123846664936,0.19888882068891506,3.4309867757803336,3.698775325088313,3.2559822799408957,3.8957507572957955,0.26778854930797946,0.6397684773548997,1.0,1.0,-0.011912570038205228,-0.007154139127071635,0.007154139127071635,5.118170664949729e-05,1.0,1.0,-0.0037113660789261926,-0.004252543414034637,0.004252543414034637,1.808412548824937e-05,1.0,1.0,0.011283341898113086,0.00627063490480273,0.00627063490480273,3.932086210933034e-05,mid,high,high
14,0.9132984579736263,0.293768519384819,3.1089051334913815,1.0,14,0.873948076531253,mild,0.9662154252705409,0.9739695160535158,0.028533967236384263,0.956184626027679,0.9855503459053423,0.9092524525708061,0.9946820716965452,0.029365719877663343,0.0854296191257391,0.3207170884508018,0.31932672552734254,0.019973542957056663,0.3076238830369113,0.331659460099961,0.2924860635802662,0.355998319011078,0.024035577063049707,0.06351225543081179,3.023080160127053,3.012542540455728,0.19308888624816045,2.899208859848591,3.128901777084843,2.734712773162766,3.3385607713708234,0.2296929172362523,0.6038479982080576,0.0,1.0,0.05291696729691464,0.060671058079889484,0.060671058079889484,0.003680977288533323,0.0,1.0,0.026948569065982808,0.02555820614252352,0.02555820614252352,0.000653221901223727,1.0,1.0,-0.08582497336432837,-0.09636259303565353,0.09636259303565353,0.009285749336554983,mid,high,high
15,0.8114977892239558,0.21885782867888204,3.70787645167869,1.0,12,0.9633877243426656,mild,0.8182599681556878,0.8200283989671655,0.032306091458176985,0.797729510108489,0.8419026090936768,0.7626543086343567,0.8670022081630508,0.04417309898518773,0.10434789952869417,0.23785027114945229,0.23752185549617674,0.009367153609769653,0.23149299191336623,0.24360018184470336,0.22293431909406922,0.2536850325704972,0.012107189931337137,0.030750713476427965,3.4440728767330167,3.4358112551757163,0.16415480323912188,3.335975405062264,3.5486950955360244,3.187312820517076,3.7277611829487505,0.21271969047376027,0.5404483624316745,1.0,1.0,0.0067621789317320324,0.008530609743209738,0.008530609743209738,7.277130259094492e-05,0.0,0.0,0.018992442470570248,0.018664026817294704,0.018664026817294704,0.0003483458970366959,0.0,1.0,-0.2638035749456735,-0.2720651965029739,0.2720651965029739,0.0740194711482018,mid,high,high
16,0.414987696622405,0.05626286701329477,7.3758718432237815,1.0,26,0.9643753845608788,mild,0.39372844832086357,0.3934064073736157,0.017552003891157405,0.3818729015492356,0.4052694479854664,0.3658839151277963,0.42276635656608347,0.023396546436230792,0.05688244143828719,0.06046283998010129,0.059783592819644946,0.004018050851725792,0.05763732032227096,0.062426384732310936,0.05524412984993992,0.06779901188820239,0.004789064410039977,0.012554882038262473,6.539195913988351,6.532285330749849,0.5105299168614081,6.199055584393274,6.874930045929148,5.700997263702601,7.3900214268167685,0.6758744615358738,1.6890241631141674,0.0,1.0,-0.02125924830154141,-0.02158128924878927,0.02158128924878927,0.0004657520456399074,0.0,1.0,0.00419997296680652,0.0035207258063501765,0.0035207258063501765,1.23955102035001e-05,0.0,1.0,-0.8366759292354304,-0.8435865124739328,0.8435865124739328,0.7116382040279328,low,high,low
17,0.8659768380352417,0.4189683110996103,2.066926817836002,1.0,18,0.9131995135141373,mild,0.8536434720343643,0.8603098134775701,0.047156938405646394,0.8296575669026796,0.8864438771167855,0.7684848570071229,0.9162144713513717,0.05678631021410596,0.1477296143442488,0.43441856546574636,0.4353998581062824,0.024541053664896888,0.41714921588744336,0.4518867945623837,0.3927858268208606,0.4727819489672309,0.03473757867494032,0.07999612214637031,1.9662878729822477,1.963442092774093,0.06962413588181987,1.91954156140288,2.011537360246199,1.8637635148715266,2.084714712150822,0.09199579884331888,0.22095119727929524,1.0,1.0,-0.012333366000877422,-0.005667024557671652,0.005667024557671652,3.211516733725358e-05,1.0,1.0,0.015450254366136063,0.016431547006672098,0.016431547006672098,0.0002699957370324748,0.0,1.0,-0.10063894485375435,-0.10348472506190909,0.10348472506190909,0.010709088321138914,high,mid,high
18,0.3719741214156488,0.19954984105573564,1.8640662375258612,1.0,28,0.8982742064671736,mild,0.3763842175236574,0.3761714736879902,0.012554404645092351,0.36796960316251504,0.3843183339847767,0.3562579599210517,0.39753972755702627,0.01634873082226168,0.041281767635974576,0.1999319687083885,0.19961676086868452,0.010190032407172776,0.19298638520184921,0.2066001626599256,0.18398495542000123,0.21632297223998057,0.013613777458076376,0.03233801681997933,1.885463151816177,1.883120695060918,0.07565081973896151,1.8331798262171988,1.9331668362675818,1.7668359371061262,2.0181350636595656,0.09998701005038302,0.25129912655343944,1.0,1.0,0.004410096108008632,0.004197352272341415,0.004197352272341415,1.7617766098129637e-05,1.0,1.0,0.0003821276526528583,6.69198129488735e-05,6.69198129488735e-05,4.478261365112218e-09,1.0,1.0,0.02139691429031587,0.019054457535056857,0.019054457535056857,0.00036307235195528505,low,mid,low
19,0.5965005318337268,0.19855388725543704,3.0042248987366156,1.0,14,0.9991057220210064,mild,0.5955547326726254,0.5956462952551071,0.014614848688362657,0.5851519145045442,0.6054638611393497,0.5719885705546427,0.6201127429560005,0.02031194663480551,0.0481241724013578,0.207664695545647,0.20741617467645676,0.006833227598500044,0.2028826634029814,0.2121923843731721,0.19681837056965965,0.2192937697482135,0.009309720970190699,0.022475399178553845,2.8701332429674196,2.868790344286047,0.09539768228745829,2.803056983767804,2.931697206898197,2.718732708842689,3.0315634058189533,0.12864022313039314,0.3128306969762642,1.0,1.0,-0.0009457991611013794,-0.0008542365786196049,0.0008542365786196049,7.297201322517284e-07,0.0,1.0,0.009110808290209965,0.008862287421019716,0.008862287421019716,7.854013833276429e-05,0.0,1.0,-0.13409165576919602,-0.13543455445056862,0.13543455445056862,0.018342518539224036,low,high,mid
