metric,mean,std,median,q05,q95
pointwise_empirical_50,0.5836,0.15075245613356697,0.6,0.319,0.78
pointwise_empirical_90,0.8724000000000001,0.12455269462108695,0.92,0.598,0.98
curve_bias_full,-0.004507176632225515,0.00612662211739475,-0.004874429108385812,-0.012071638627909125,0.0036482156703714253
curve_mae_full,0.018061443997502126,0.011100953205322634,0.013923882240455897,0.008894303645950005,0.04211132465442643
curve_rmse_full,0.024544810451815183,0.01526438410850598,0.018969717758647316,0.012863699568188093,0.0507711188021079
curve_bias_first,-0.00666743988651615,0.016720266597343693,-0.00500515637198987,-0.036361191685311496,0.006074262327980248
curve_mae_first,0.023317527805189454,0.016437730797960924,0.01780971889849752,0.009592365687142774,0.05592378075001761
curve_rmse_first,0.02925759407535319,0.020815086159838802,0.02214223172972471,0.01290034664890278,0.06839067708541285
curve_bias_second,-0.0023469133779348795,0.007790145468605171,-0.004320216676569543,-0.010789926454828673,0.014872438759542996
curve_mae_second,0.012805360189814792,0.007390953890937363,0.011031288448139094,0.006043472802630277,0.029418428806588053
curve_rmse_second,0.017511673140462224,0.008682829638809699,0.015199048728746953,0.010201314381422742,0.034376387774440374
second_minus_first_rmse,-0.011745920934890968,0.016206297127317384,-0.007664931549188192,-0.03751144478121414,0.004054774379333976
second_minus_first_mae,-0.010512167615374665,0.012519015062749111,-0.007425070414028596,-0.03129177180817351,0.0024629010938188004
