case_id,true_beta,true_gamma,true_R0,rho0,tau,eta,severity,beta_mean,beta_median,beta_std,beta_ci50_low,beta_ci50_high,beta_ci90_low,beta_ci90_high,beta_width50,beta_width90,gamma_mean,gamma_median,gamma_std,gamma_ci50_low,gamma_ci50_high,gamma_ci90_low,gamma_ci90_high,gamma_width50,gamma_width90,R0_mean,R0_median,R0_std,R0_ci50_low,R0_ci50_high,R0_ci90_low,R0_ci90_high,R0_width50,R0_width90,beta_covered50,beta_covered90,beta_err_mean,beta_err_median,beta_abs_err_median,beta_sq_err_median,gamma_covered50,gamma_covered90,gamma_err_mean,gamma_err_median,gamma_abs_err_median,gamma_sq_err_median,R0_covered50,R0_covered90,R0_err_mean,R0_err_median,R0_abs_err_median,R0_sq_err_median
0,0.4480770837070597,0.31665052577402086,1.4150523913130402,1.0,14,0.8462315570641726,medium,0.4566059097754351,0.4568696190322315,0.0595275231881934,0.41588465777955386,0.4977916260254067,0.3583394755451623,0.5532069612648358,0.08190696824585286,0.1948674857196735,0.3455413242529979,0.3470343533036192,0.045862579847038315,0.3142349821068347,0.37810862341505797,0.270883826147172,0.41941961069159134,0.06387364130822326,0.14853578454441935,1.3278020139923357,1.3238535088804944,0.12361500759199613,1.2511242330709016,1.4034266523584737,1.1355651405773197,1.5280134398270935,0.15230241928757215,0.39244829924977376,1.0,1.0,0.008528826068375406,0.008792535325171824,0.008792535325171824,7.730867744439439e-05,1.0,1.0,0.02889079847897702,0.03038382752959834,0.03038382752959834,0.000923176975348378,0.0,1.0,-0.08725037732070451,-0.09119888243254581,0.09119888243254581,0.008317236156945313
1,0.8656992231773614,0.3773758848611094,2.2939971998899082,1.0,25,0.7393734722972859,medium,0.8647626436397448,0.8696381795069442,0.0400256086231888,0.8396535402125359,0.8927820453156711,0.7928193234862345,0.922224870913787,0.05312850510313516,0.1294055474275525,0.3916502323505006,0.3903001842921732,0.020344697272149093,0.37789671181643913,0.40441445867793924,0.35979961315189674,0.42621529823491205,0.026517746861500102,0.06641568508301532,2.2100577190581143,2.2060270999082103,0.0826629671951603,2.1541696406671242,2.2624714114430864,2.0843160024817955,2.3521582499511937,0.10830177077596215,0.2678422474693982,1.0,1.0,-0.0009365795376166108,0.0039389563295828545,0.0039389563295828545,1.5515376966360833e-05,0.0,1.0,0.014274347489391215,0.012924299431063824,0.012924299431063824,0.00016703751578379667,0.0,1.0,-0.08393948083179392,-0.08797009998169791,0.08797009998169791,0.007738738490789927
2,0.13040313045335356,0.31647758845704255,0.41204538712874444,1.0,13,0.6211076569933409,medium,0.20807137693600936,0.18454194547847674,0.0890942779548365,0.13955768839852553,0.256097748141081,0.10469586404808899,0.39166213581497433,0.11654005974255546,0.28696627176688533,0.3194558907897989,0.33254911604221404,0.10454573292150723,0.24485539454699345,0.4019977050867569,0.12898136712306654,0.46997669357474897,0.15714231053976346,0.3409953264516824,0.6860551101274034,0.6643469966916522,0.24595798371102606,0.5134446001846161,0.8273755921701885,0.3331339932021251,1.1038341885804124,0.3139309919855724,0.7707001953782873,0.0,1.0,0.0776682464826558,0.05413881502512319,0.05413881502512319,0.0029310112923245043,1.0,1.0,0.0029783023327563662,0.016071527585171497,0.016071527585171497,0.0002582939989209284,0.0,1.0,0.27400972299865894,0.25230160956290776,0.25230160956290776,0.06365610218803394
3,0.5228990509942999,0.18446438505338342,2.8346883917075623,1.0,24,0.633751907469575,medium,0.5471987124871788,0.5472974545099112,0.01313214988940009,0.5386944461763354,0.5560759617089692,0.5252889841403011,0.5685057469095236,0.017381515532633784,0.04321676276922248,0.2101251122614948,0.20969177880387746,0.007160019601320047,0.20525674542777056,0.214874669733698,0.1988307062453692,0.2222947359492785,0.00961792430592745,0.023464029703909317,2.606154739290987,2.6029236944093084,0.08055445920323313,2.554440166143212,2.6595644967085548,2.482067776590486,2.7449804568665828,0.10512433056534265,0.2629126802760968,0.0,0.0,0.024299661492878877,0.02439840351561129,0.02439840351561129,0.0005952820941105933,0.0,0.0,0.025660727208111384,0.025227393750494043,0.025227393750494043,0.0006364213954424659,0.0,0.0,-0.22853365241657508,-0.23176469729825389,0.23176469729825389,0.05371487491375125
4,0.2585507973881067,0.20910862294995536,1.2364425423526606,1.0,21,0.7020113862791201,medium,0.30284552184123287,0.29684777659905237,0.08725162928693443,0.23819534121805344,0.3623761415700256,0.16699509249961902,0.45715914712423483,0.12418080035197218,0.2901640546246158,0.3165841921607485,0.3238757207663533,0.07881593320636938,0.26503539084843386,0.37381940383618906,0.17409154562107357,0.4378360704656038,0.1087840129877552,0.26374452484453026,0.9797103151581448,0.980292276304203,0.231719180187926,0.83873442418425,1.1269976317288215,0.5874570610824043,1.3568028512477908,0.28826320754457146,0.7693457901653865,1.0,1.0,0.044294724453126155,0.03829697921094566,0.03829697921094566,0.001466658616683604,0.0,1.0,0.10747556921079315,0.11476709781639793,0.11476709781639793,0.01317148674119865,0.0,1.0,-0.2567322271945158,-0.2561502660484576,0.2561502660484576,0.0656129587966956
5,0.25998328631298845,0.3833953303326222,0.6781075974176181,1.0,17,0.8470428607838605,medium,0.2640191507664702,0.24776217629801567,0.11044628901404262,0.1773996947766918,0.3329329986699731,0.11343017504924818,0.4783116853663583,0.15553330389328132,0.36488151031711014,0.349591114125085,0.3639775734965003,0.0990705601241426,0.2881033885442466,0.4305191421078758,0.1563519585061193,0.48088142800836214,0.14241575356362918,0.3245294695022428,0.77130895422961,0.7681291047871448,0.24714078768108844,0.592572757708318,0.9338060559374586,0.37589533393890046,1.1713604935448145,0.3412332982291406,0.7954651596059141,1.0,1.0,0.004035864453481752,-0.01222111001497278,0.01222111001497278,0.000149355529998068,1.0,1.0,-0.03380421620753721,-0.019417756836121902,0.019417756836121902,0.00037704928054675885,1.0,1.0,0.09320135681199193,0.09002150736952674,0.09002150736952674,0.008103871789081757
6,0.5043321096504052,0.40230191813470506,1.2536159707832584,1.0,17,0.8420568370154368,medium,0.4125785322650293,0.41476384606135813,0.09902175613671238,0.34360491666102744,0.4830240216038669,0.24161700352520848,0.5761614563666654,0.1394191049428395,0.3345444528414569,0.3739478872585312,0.38349571644422376,0.06716739339086551,0.3335482300969105,0.42294041737741006,0.25320012313509466,0.46944506842877903,0.08939218728049958,0.21624494529368438,1.1071699704102438,1.1217159540227553,0.1891478202453899,1.0059055653414135,1.2324202867649339,0.7658684390524807,1.3775320980800023,0.22651472142352036,0.6116636590275216,0.0,1.0,-0.09175357738537593,-0.08956826358904707,0.08956826358904707,0.008022473842357014,1.0,1.0,-0.028354030876173886,-0.018806201690481306,0.018806201690481306,0.0003536732220230619,0.0,1.0,-0.14644600037301458,-0.1319000167605031,0.1319000167605031,0.017397614421421
7,0.1782680912766364,0.4099814796292761,0.4348198641505331,1.0,11,0.6072109114401727,medium,0.2551788046073743,0.23748625127251133,0.11041679277784917,0.16751067191184565,0.31998776743926616,0.10995023101675647,0.47084015164229154,0.1524770955274205,0.36088992062553504,0.3428139085225753,0.36235615646498986,0.10857220520669178,0.27270722594115465,0.42813314761138044,0.12885393771393383,0.4863608081161714,0.1554259216702258,0.35750687040223755,0.7733400272935023,0.7569754582964561,0.262629736985465,0.5842273826886717,0.9439726348009941,0.37450811401018297,1.203358618608503,0.35974525211232244,0.8288505045983201,1.0,1.0,0.0769107133307379,0.05921815999587493,0.05921815999587493,0.003506790473297042,1.0,1.0,-0.0671675711067008,-0.04762532316428625,0.04762532316428625,0.0022681714065027002,0.0,1.0,0.3385201631429692,0.322155594145923,0.322155594145923,0.10378422683951265
8,0.8610039871024447,0.1770050362455169,4.864290900221501,1.0,22,0.7593743032507705,medium,0.872343527655692,0.8752501036443914,0.03776755171197814,0.8495359925126558,0.8990984698004559,0.8066123437324827,0.9272744938001886,0.049562477287800166,0.12066215006770586,0.1865725847984918,0.1862434500524033,0.008590185109713053,0.18055555052110195,0.19204530987780874,0.17333134993426003,0.20136350214754178,0.011489759356706791,0.028032152213281758,4.684426340735368,4.680002726943457,0.27924994089737304,4.500710338180033,4.874292949605444,4.230803559811388,5.142273625914133,0.3735826114254106,0.9114700661027451,1.0,1.0,0.011339540553247263,0.01424611654194663,0.01424611654194663,0.0002029518365267254,0.0,1.0,0.009567548552974897,0.00923841380688642,0.00923841380688642,8.534828966726963e-05,1.0,1.0,-0.17986455948613322,-0.18428817327804392,0.18428817327804392,0.03396213081015834
9,0.5472010893876081,0.102793267143065,5.323316444704767,1.0,11,0.7931012780910176,medium,0.5451283444500644,0.5451486787013009,0.014912333926392175,0.534956488653777,0.5546685636647132,0.5210457063263199,0.5710184048048756,0.019712075010936192,0.04997269847855579,0.12420201132383037,0.12407211608759136,0.004869800361752882,0.12092563162443798,0.12722909218605974,0.11643473217374661,0.13256316919203906,0.00630346056162176,0.016128437018292446,4.395327801327608,4.3858048077584435,0.20088416095911257,4.2588547841371565,4.517646924158819,4.075553376086451,4.74477251766379,0.2587921400216624,0.6692191415773392,1.0,1.0,-0.0020727449375437246,-0.0020524106863072378,0.0020524106863072378,4.2123896252681465e-06,0.0,0.0,0.02140874418076537,0.021278848944526363,0.021278848944526363,0.0004527894124039707,0.0,0.0,-0.9279886433771596,-0.9375116369463239,0.9375116369463239,0.8789280694097759
