quantity,bias_mean_est,bias_median_est,MAE_median_est,RMSE_median_est,corr_truth_vs_median,avg_post_std
beta,0.015442949285187762,0.014882521476412867,0.04236366736131072,0.05927196864681264,0.9739965100768079,0.05439285238176348
gamma,0.014524529477908802,0.019007993647440657,0.03907213714997206,0.059794586700293056,0.9038205144401479,0.0372034752154537
R0,-0.25378704767351207,-0.2583745107833427,0.3287894144166115,0.548387719974865,0.9942412811375875,0.22083349864633636
