case_id,pointwise_empirical_50,pointwise_empirical_90,curve_bias_full,curve_mae_full,curve_rmse_full,curve_bias_first,curve_mae_first,curve_rmse_first,curve_bias_second,curve_mae_second,curve_rmse_second,second_minus_first_rmse,second_minus_first_mae,split_mode,split_idx,tau_used,true_beta,true_gamma,true_R0,true_beta_timeavg,true_beta_infweighted,true_R0_timeavg,true_R0_infweighted,beta_ref_mode,beta0,gamma,tau,kappa,severity
21,0.6,0.94,-0.0016389520157827065,0.013099497191724367,0.016102379197942166,-0.004108245593185226,0.016209139255806804,0.018992405002652635,-0.0005806833397530551,0.011766793449974751,0.014690773659433089,-0.004301631343219547,-0.0044423458058320524,tau,15,15,0.20767270722593578,0.2100296851457668,0.9887778819541856,0.20767270722593578,0.2262560577403997,0.9887778819541856,1.0772575199709093,time_avg,0.3519870896761951,0.2100296851457668,15,0.41428703055550375,strong
22,0.84,0.94,-0.0030752744907840677,0.009889097618670349,0.013231166785922604,-0.0010656837112037465,0.008797477799816988,0.011129433526609969,-0.004020964269410101,0.010402801062836635,0.014112322604390602,0.0029828890777806333,0.0016053232630196465,tau,16,16,0.08205888181179134,0.37430596003658884,0.21922942879074112,0.08205888181179134,0.12253411942555625,0.21922942879074112,0.32736352745646474,time_avg,0.12342430858238262,0.37430596003658884,16,0.5071350963562549,strong
23,0.66,0.92,-0.00516595158376731,0.013129164978163316,0.017546606734870955,-0.005604954214677924,0.016154712553889977,0.02009968795114223,-0.0048480531269010025,0.010938251216430217,0.01543643677060289,-0.004663251180539339,-0.00521646133745976,tau,21,21,0.3722101798215479,0.2986049005386757,1.2464972247611814,0.3722101798215479,0.4298613077018802,1.2464972247611814,1.4395654824365616,time_avg,0.508324410180716,0.2986049005386757,21,0.5383268975173252,strong
24,0.7,0.94,-0.0059792504651704804,0.011850223645451479,0.016556046557405814,-0.009081451004021801,0.013404197989277437,0.0195091729002417,-0.004234262662066612,0.010976113077049376,0.014635352094780207,-0.004873820805461492,-0.002428084912228061,tau,18,18,0.16958779186384998,0.2545962562740742,0.6661048137380616,0.16958779186384998,0.21195001699140137,0.6661048137380616,0.8324946332409385,time_avg,0.24183304297356684,0.2545962562740742,18,0.5332184408262559,strong
25,0.4,0.88,0.013196382131427526,0.028604269921779633,0.03490122892537095,-0.0070207106415182356,0.016846508532762528,0.01972437549088348,0.026674443980058034,0.0364427775144577,0.04208078312601062,0.022356407635127144,0.019596268981695173,tau,20,20,0.15334667172154284,0.06153147514099945,2.4921663485256733,0.15334667172154284,0.125954352631257,2.4921663485256733,2.0469906229719417,time_avg,0.2269015028017225,0.06153147514099945,20,0.45971541122511184,strong
26,0.58,0.94,-0.005960184226860292,0.01358194337633904,0.0183662350889954,-0.01477151161088841,0.02175970025564311,0.025271231548467592,-0.0018136772226117661,0.009733587197843008,0.013982938409942212,-0.01128829313852538,-0.012026113057800103,tau,16,16,0.5740368158725707,0.20565282354537723,2.7912907101220017,0.5740368158725707,0.7489560902857052,2.7912907101220017,3.6418468629507936,time_avg,0.8360559424568053,0.20565282354537723,16,0.5391190643959535,strong
27,0.74,0.98,-0.003197262488538399,0.011475031690206378,0.015214267379606098,-0.008917930329011546,0.018689708758352533,0.021799455499474037,2.0613171727745794e-05,0.007416775839374168,0.0097143642251813,-0.012085091274292737,-0.011272932918978365,tau,18,18,0.2700708979082739,0.3872814234409457,0.6973505093756593,0.2700708979082739,0.3722688717369104,0.6973505093756593,0.9612360655704819,time_avg,0.4322910210675198,0.3872814234409457,18,0.41366132979030285,strong
28,0.38,0.74,-0.0003158152615651488,0.026553423614241182,0.03411575550372631,-0.008130082472537955,0.01952692160072426,0.023962978162341796,0.003033156400280339,0.02956478162003415,0.03763769912633896,0.013674720963997161,0.01003786001930989,tau,15,15,0.17554978396328313,0.0981174611839631,1.7891798446979796,0.17554978396328313,0.15157329278936713,1.7891798446979796,1.5448146635712294,time_avg,0.34143081583494345,0.0981174611839631,15,0.3059416675841019,strong
29,0.8,0.94,-0.0041816704873781415,0.010269801017348073,0.015470689617614674,-0.003996218723477796,0.012775057432008907,0.017692562024264866,-0.004305304996645039,0.00859963007424085,0.013791998698012477,-0.003900563326252389,-0.004175427357768057,tau,20,20,0.08968114847129875,0.25617608006732534,0.35007619933808715,0.08968114847129875,0.13860555518715723,0.35007619933808715,0.5410558048617594,time_avg,0.14421184336208065,0.25617608006732534,20,0.3697848292775248,strong
30,0.56,0.86,-0.0019770970859099178,0.016770059092668817,0.0229595973051109,-0.003363329960848205,0.022560823665116914,0.02776419877107789,-0.0013247522035860183,0.01404499341151677,0.02030904151461784,-0.007455157256460048,-0.008515830253600143,tau,16,16,0.24855090252292938,0.26621328445714815,0.9336532661387082,0.24855090252292938,0.3146869374975245,0.9336532661387082,1.1820857780978962,time_avg,0.4688872839710154,0.26621328445714815,16,0.3089509964512877,strong
31,0.4,0.92,-0.00278979416936636,0.018155081700533628,0.02109858878673277,-0.008987199931748603,0.017351754671452863,0.01879618530223708,0.001008615814029209,0.018647443428034743,0.022393034187052567,0.003596848884815488,0.0012956887565818802,tau,19,19,0.25703149016065835,0.14838527838054388,1.7321899649740458,0.25703149016065835,0.2519012867796577,1.7321899649740458,1.6976164315548887,time_avg,0.3709323607515289,0.14838527838054388,19,0.5047315871120822,strong
32,0.34,0.66,0.022604284095577895,0.04256123232189566,0.05720310299621881,-0.014379944792017341,0.019032236266260345,0.022582151302561037,0.03845466790454728,0.052645087774310796,0.06675337257569292,0.044171221273131875,0.03361285150805045,tau,15,15,0.21551494938039184,0.0777618267850433,2.7714748777203875,0.21551494938039184,0.1861026966875803,2.7714748777203875,2.3932397730575854,time_avg,0.3782914598017678,0.0777618267850433,15,0.38529441782166707,strong
33,0.54,0.92,-0.005069850669242442,0.012893816349096596,0.017565404867255368,-0.0075114206527359785,0.017138258123304696,0.0209395195164097,-0.0034421373469134173,0.010064188499624531,0.014897318389526659,-0.006042201126883041,-0.007074069623680165,tau,20,20,0.5502838115504052,0.3475094399093271,1.5835075205265976,0.5502838115504052,0.8506228102845773,1.5835075205265976,2.4477689311303994,time_avg,0.8792886080567839,0.3475094399093271,20,0.37638072131690864,strong
34,0.66,0.88,-0.0063530118548078465,0.015328665576525964,0.020631337586860546,-0.009246557313923,0.01756894083033937,0.021462469824552226,-0.002956241098455275,0.012698777235092839,0.01961076571567286,-0.0018517041088793665,-0.004870163595246529,tau,27,27,0.29823352660503183,0.3065617480356771,0.9728334618261766,0.29823352660503183,0.32791370301944217,0.9728334618261766,1.0696497691593283,time_avg,0.37054717281814487,0.3065617480356771,27,0.5757528588639094,strong
35,0.68,0.9,-0.0015013617393560708,0.011836225835140794,0.01566854629337708,-0.002545273002318066,0.012590686780522052,0.016935795987611295,-0.0006121039968328896,0.011193536881667873,0.01450195373236571,-0.0024338422552455854,-0.001397149898854179,tau,23,23,0.3193114091607054,0.26484155916900204,1.2056695715076378,0.3193114091607054,0.4037952232701187,1.2056695715076378,1.5246671426384664,time_avg,0.48641627796217346,0.26484155916900204,23,0.36380940613273577,strong
36,0.7,0.94,-0.005137516859649622,0.011977501031906286,0.017725995511246734,-0.007321132143260911,0.02012025043950416,0.025168406688707023,-0.004109933196773722,0.00814561895774258,0.012805521234845319,-0.012362885453861704,-0.011974631481761581,tau,16,16,0.4482683448891058,0.31041420465268965,1.4440973968657644,0.4482683448891058,0.5948097667712936,1.4440973968657644,1.9161808894564056,time_avg,0.7031782773377269,0.31041420465268965,16,0.4668954377575055,strong
37,0.66,0.98,-0.004453346313966904,0.011863510199764277,0.015426978029380315,-0.005659870909188281,0.01381905649958009,0.01788324960719807,-0.0035053627034358215,0.010327009535623282,0.01317973145273704,-0.004703518154461029,-0.003492046963956809,tau,22,22,0.5482869977373958,0.1686178812456674,3.251653938994586,0.5482869977373958,0.7084630987962869,3.251653938994586,4.201589378080806,time_avg,0.7540818043272001,0.1686178812456674,22,0.5126646420263365,strong
38,0.58,0.92,0.0007455309771467,0.014482732537435367,0.01786970930969544,-0.004742707387777045,0.013715370824017251,0.016963372675445332,0.008977888524532318,0.01563377510756254,0.019148949272570333,0.0021855765971250003,0.00191840428354529,tau,30,30,0.3478151819780349,0.11407017625384999,3.0491333791227992,0.3478151819780349,0.40490867340598125,3.0491333791227992,3.5496453736067157,time_avg,0.4525458678863301,0.11407017625384999,30,0.4214360723397369,strong
39,0.7,0.94,-0.00401427079916175,0.0136860168819112,0.01828850165964987,-0.00542189932258969,0.01804041280411184,0.021974344035452995,-0.0029082769593255114,0.010264705800182128,0.014760329482875156,-0.007214014552577839,-0.0077757070039297105,tau,22,22,0.4246406290851198,0.3945465818643039,1.0762750169539324,0.4246406290851198,0.5316982005832911,1.0762750169539324,1.347618316881421,time_avg,0.5933500901384514,0.3945465818643039,22,0.4922611460835963,strong
