case_id,feature,observed_value,pred_mean,pred_median,pred_std,pred_ci50_low,pred_ci50_high,pred_ci90_low,pred_ci90_high,pred_width50,pred_width90,covered50,covered90,err_mean,err_median,abs_err_median,sq_err_median,true_beta,true_gamma,true_R0,beta_ref,gamma_ref,R0_ref,beta_seir,gamma_seir,sigma_seir,sigma,severity,reference_mode,reference_window_days,projection_loss
0,peak_time,46.0,24.55,23.5,16.24022627597748,11.0,40.25,1.0,48.0,29.25,47.0,0.0,1.0,-21.45,-22.5,22.5,506.25,0.1,0.17926481564309166,0.5578339488497039,0.1,0.17926481564309166,0.5578339488497039,0.26104133230789256,0.33796092457181953,0.1360722081372182,0.1360722081372182,strong,full_curve,50,7.084655215015319e-05
0,peak_height,0.0642918273806572,0.05603307992219925,0.048979248851537704,0.022761903407875622,0.04104751814156771,0.062040550634264946,0.03420459721237421,0.1112956579774618,0.02099303249269724,0.0770910607650876,0.0,1.0,-0.008258747458457949,-0.015312578529119492,0.015312578529119492,0.00023447506121045125,0.1,0.17926481564309166,0.5578339488497039,0.1,0.17926481564309166,0.5578339488497039,0.26104133230789256,0.33796092457181953,0.1360722081372182,0.1360722081372182,strong,full_curve,50,7.084655215015319e-05
0,cumulative_infected,0.6100901419267757,0.6831499536126057,0.48205753590445966,0.5267978062667574,0.3948493455791322,0.6182910184143111,0.31510916679399087,1.9455120078753678,0.2234416728351789,1.630402841081377,1.0,1.0,0.07305981168582998,-0.12803260602231603,0.12803260602231603,0.016392348204865594,0.1,0.17926481564309166,0.5578339488497039,0.1,0.17926481564309166,0.5578339488497039,0.26104133230789256,0.33796092457181953,0.1360722081372182,0.1360722081372182,strong,full_curve,50,7.084655215015319e-05
0,early_growth_slope,-0.0027571610193089773,-0.0008686997186686346,-0.0007361177815168732,0.002271911628877679,-0.0025572383731611924,0.0005960717826383188,-0.004578473986839525,0.00261574434365944,0.003153310155799511,0.007194218330498965,0.0,1.0,0.0018884613006403426,0.002021043237792104,0.002021043237792104,4.0846157690251905e-06,0.1,0.17926481564309166,0.5578339488497039,0.1,0.17926481564309166,0.5578339488497039,0.26104133230789256,0.33796092457181953,0.1360722081372182,0.1360722081372182,strong,full_curve,50,7.084655215015319e-05
1,peak_time,44.0,43.28,44.0,4.863967703242058,41.0,46.0,37.0,48.0,5.0,11.0,1.0,1.0,-0.7199999999999989,0.0,0.0,0.0,0.17178797528074566,0.06776989688794936,2.534871427719296,0.17178797528074566,0.06776989688794936,2.534871427719296,0.38426463760700225,0.09375293050568131,0.13948358503093095,0.13948358503093095,strong,full_curve,50,0.0012233497532841621
1,peak_height,0.28088894486427307,0.34747686292976143,0.36787527799606323,0.08039833942104625,0.3322934955358505,0.391737163066864,0.1507659584283829,0.4205923229455948,0.05944366753101349,0.26982636451721187,0.0,1.0,0.06658791806548836,0.08698633313179016,0.08698633313179016,0.007566622151714775,0.17178797528074566,0.06776989688794936,2.534871427719296,0.17178797528074566,0.06776989688794936,2.534871427719296,0.38426463760700225,0.09375293050568131,0.13948358503093095,0.13948358503093095,strong,full_curve,50,0.0012233497532841621
1,cumulative_infected,5.5395441597211175,7.8140319577702755,8.188752621092135,2.112854401080456,7.029854785301723,9.161120212404057,2.894004239188507,10.090116062154994,2.131265427102335,7.196111822966487,0.0,1.0,2.274487798049158,2.6492084613710176,2.6492084613710176,7.018305471799795,0.17178797528074566,0.06776989688794936,2.534871427719296,0.17178797528074566,0.06776989688794936,2.534871427719296,0.38426463760700225,0.09375293050568131,0.13948358503093095,0.13948358503093095,strong,full_curve,50,0.0012233497532841621
1,early_growth_slope,0.00344675990414717,0.0018776201318576654,0.0018443019057269258,0.0027104956897807406,-0.00022478006264594014,0.0038457190994882866,-0.0021894883151010896,0.00632140181745247,0.004070499162134227,0.00851089013255356,1.0,1.0,-0.0015691397722895047,-0.0016024579984202443,0.0016024579984202443,2.567871636701016e-06,0.17178797528074566,0.06776989688794936,2.534871427719296,0.17178797528074566,0.06776989688794936,2.534871427719296,0.38426463760700225,0.09375293050568131,0.13948358503093095,0.13948358503093095,strong,full_curve,50,0.0012233497532841621
2,peak_time,4.0,21.3,20.5,15.149424098131602,9.0,32.0,0.9500000000000002,45.099999999999994,23.0,44.14999999999999,0.0,1.0,17.3,16.5,16.5,272.25,0.1,0.10906061791539252,0.9169212673779127,0.1,0.10906061791539252,0.9169212673779127,0.13019504140257454,0.13768807731046862,0.17968456059224758,0.17968456059224758,strong,full_curve,50,1.1852650913981048e-05
2,peak_height,0.06342336535453796,0.05505510531365872,0.050768669694662094,0.017724539479445505,0.04312715493142605,0.060581051744520664,0.03651803191751242,0.0848486244678497,0.017453896813094616,0.04833059255033728,0.0,1.0,-0.008368260040879247,-0.01265469565987587,0.01265469565987587,0.00016014132224408117,0.1,0.10906061791539252,0.9169212673779127,0.1,0.10906061791539252,0.9169212673779127,0.13019504140257454,0.13768807731046862,0.17968456059224758,0.17968456059224758,strong,full_curve,50,1.1852650913981048e-05
2,cumulative_infected,0.46046948328148574,0.6865851804862495,0.541776467791351,0.4516539196539269,0.429615362547338,0.6982680803084804,0.34312411251012237,1.8326249025238213,0.2686527177611424,1.489500790013699,1.0,1.0,0.22611569720476377,0.08130698450986529,0.08130698450986529,0.006610825730087474,0.1,0.10906061791539252,0.9169212673779127,0.1,0.10906061791539252,0.9169212673779127,0.13019504140257454,0.13768807731046862,0.17968456059224758,0.17968456059224758,strong,full_curve,50,1.1852650913981048e-05
