case_id,pointwise_empirical_50,pointwise_empirical_90,curve_bias_full,curve_mae_full,curve_rmse_full,curve_bias_first,curve_mae_first,curve_rmse_first,curve_bias_second,curve_mae_second,curve_rmse_second,second_minus_first_rmse,second_minus_first_mae,split_mode,split_idx,true_beta,true_gamma,true_R0,true_beta_timeavg,true_beta_infweighted,true_R0_timeavg,true_R0_infweighted,beta_ref_mode,beta0,gamma,tau,kappa,severity
0,0.8,1.0,-0.0037081318732816726,0.010923028812976554,0.014543016701257157,-0.00019345348700881005,0.008739868327975273,0.01031005367332098,-0.0072228102595545355,0.013106189297977834,0.017796108080120488,0.007486054406799508,0.004366320970002561,fraction,25,0.15958999512262434,0.33796092457181953,0.47221434053305805,0.15958999512262434,0.24438121640064708,0.47221434053305805,0.7231049468522626,time_avg,0.26104133230789256,0.33796092457181953,17,0.4111501581324144,strong
1,0.32,0.68,0.01172884217929095,0.03133177958894521,0.03998320845771537,0.007810802003368735,0.030891785183921456,0.03967619688136795,0.015646882355213165,0.031771773993968966,0.04028788053716864,0.0006116836558006933,0.0008799888100475099,fraction,25,0.22326653709606498,0.09375293050568131,2.3814352883885084,0.22326653709606498,0.2015638209520895,2.3814352883885084,2.1499468855522865,time_avg,0.38426463760700225,0.09375293050568131,16,0.38385714077019234,strong
2,0.84,0.98,-0.002572116626361094,0.00808640231629397,0.012122253089637013,-0.002191855847304396,0.009078643382126756,0.014422431225680118,-0.002952377405417792,0.007094161250461184,0.009267767664273596,-0.005154663561406522,-0.0019844821316655726,fraction,25,0.18802080773586802,0.42381710222092844,0.4436366695694504,0.18802080773586802,0.2696861517890352,0.4436366695694504,0.6363267323942311,time_avg,0.27537615462093723,0.42381710222092844,17,0.5193607581175967,strong
3,0.5,0.84,-0.003514042640090338,0.016247703140616066,0.021817402727472856,-0.010821827221661806,0.020688097048550843,0.026554837468429363,0.0037937419414811302,0.011807309232681291,0.015711102143731996,-0.010843735324697366,-0.008880787815869552,fraction,25,0.3540694204744074,0.20865185201255343,1.6969387861129794,0.3540694204744074,0.41442582129206157,1.6969387861129794,1.9862072504735202,time_avg,0.5088133920563621,0.20865185201255343,20,0.493121401028908,strong
4,0.74,0.96,-0.008019693678943441,0.01080528751888778,0.015031531261074803,-0.009445870031486265,0.012649029933963902,0.0176984118988336,-0.006593517326400615,0.008961545103811659,0.011775401494835042,-0.005923010403998556,-0.0036874848301522434,fraction,25,0.10657360557899363,0.18700362221474154,0.569901290236037,0.10657360557899363,0.14958984778613685,0.569901290236037,0.7999302153321854,time_avg,0.18254132540300172,0.18700362221474154,20,0.3063879310954932,strong
5,0.18,0.52,0.015040789153426886,0.04228251319378615,0.05137424429073427,-0.0032475050166249275,0.02758782170712948,0.036147689475895715,0.0333290833234787,0.05697720468044281,0.06302357097501143,0.02687588149911572,0.02938938297331333,fraction,25,0.1841274786221553,0.07434764212810198,2.4765745537013966,0.1841274786221553,0.15666004663968383,2.4765745537013966,2.107128648004149,time_avg,0.293222378204653,0.07434764212810198,14,0.48325671869823295,strong
6,0.58,0.86,0.0011327518709003926,0.016497957836836576,0.021794937546665893,0.0027154593542218206,0.01798736583441496,0.02303456297880402,-0.00044995561242103574,0.015008549839258194,0.020480417810719697,-0.0025541451680843215,-0.0029788159951567653,fraction,25,0.5364399227283639,0.12007176008901925,4.467661024795973,0.5364399227283639,0.7285531654428412,4.467661024795973,6.0676479207325995,time_avg,0.8072158415831313,0.12007176008901925,23,0.37880693002176785,strong
7,0.48,0.86,-0.0019923278223723173,0.01622196606826037,0.021255633852529574,-0.004891590774059295,0.018764327317476272,0.02457999431317939,0.0009069351293146611,0.01367960481904447,0.01730398279326674,-0.00727601151991265,-0.005084722498431801,fraction,25,0.37015002697460625,0.2922467506437757,1.2665667835800443,0.37015002697460625,0.41893456065599743,1.2665667835800443,1.4334960430976478,time_avg,0.48996164703975054,0.2922467506437757,22,0.5633345531481102,strong
8,0.7,0.92,-0.0031496088555286405,0.013644512124665198,0.018414274957216776,-0.0035414361022412777,0.01728593708947301,0.022206356572255226,-0.0027577816088160036,0.010003087159857387,0.013603263291792112,-0.008603093280463114,-0.007282849929615623,fraction,25,0.35023737882502554,0.33693931512896735,1.0394672366772284,0.35023737882502554,0.40517987388017673,1.0394672366772284,1.202530710092675,time_avg,0.5227998506544365,0.33693931512896735,16,0.5145975259787482,strong
9,0.48,0.88,0.0004653829662129283,0.018086403063498437,0.022645901171683986,-0.00027824764139950276,0.022412446951493623,0.027085450935925244,0.0012090135738253593,0.013760359175503254,0.017089529758098743,-0.009995921177826501,-0.008652087775990368,fraction,25,0.29105786706411596,0.12948875842959828,2.2477462182353163,0.29105786706411596,0.2968270877814025,2.2477462182353163,2.2923000527708695,time_avg,0.4646839378666684,0.12948875842959828,16,0.45052446134723173,strong
