quantity,bias_mean_est,bias_median_est,MAE_median_est,RMSE_median_est,corr_truth_vs_median,avg_post_std
beta,0.10751319527507061,0.10492900108724253,0.11773352310476454,0.1334274824976651,0.9494104820513144,0.05619429696287754
gamma,0.0033408727208953347,0.008938999965843521,0.040147698501968206,0.062471469470099183,0.882487457697308,0.04188749013565603
R0,0.403993092961079,0.3995634375869734,0.41107171241544394,0.5406283356200601,0.9949710311043847,0.22895135421382823
