case_id,feature,observed_value,pred_mean,pred_median,pred_std,pred_ci50_low,pred_ci50_high,pred_ci90_low,pred_ci90_high,pred_width50,pred_width90,covered50,covered90,err_mean,err_median,abs_err_median,sq_err_median,true_beta,true_gamma,true_R0,true_beta_timeavg,true_beta_infweighted,true_R0_timeavg,true_R0_infweighted,beta_ref_mode,beta0,gamma,tau,kappa,severity
0,peak_time,45.0,21.33,19.0,15.125772373634012,10.0,34.25,1.0,47.05,24.25,46.05,0.0,1.0,-23.67,-26.0,26.0,676.0,0.2080845525294241,0.33796092457181953,0.6157059511926042,0.2080845525294241,0.24952474103860464,0.6157059511926042,0.738324234834961,time_avg,0.26104133230789256,0.33796092457181953,17,0.692625131777012,medium
0,peak_height,0.0630430281162262,0.04911107562482357,0.04799417778849602,0.011297394729344656,0.03960313834249973,0.0560376551002264,0.03466381281614304,0.06809253878891468,0.01643451675772667,0.03342872597277164,0.0,1.0,-0.013931952491402624,-0.015048850327730179,0.015048850327730179,0.0002264678961864247,0.2080845525294241,0.33796092457181953,0.6157059511926042,0.2080845525294241,0.24952474103860464,0.6157059511926042,0.738324234834961,time_avg,0.26104133230789256,0.33796092457181953,17,0.692625131777012,medium
0,cumulative_infected,0.5866476073861122,0.49796212619839936,0.47362282358517405,0.16501694276841408,0.3865533939679153,0.5514990961673902,0.3169162794627482,0.8116917783954705,0.1649457021994749,0.49477549893272227,0.0,1.0,-0.08868548118771286,-0.11302478380093817,0.11302478380093817,0.012774601753248814,0.2080845525294241,0.33796092457181953,0.6157059511926042,0.2080845525294241,0.24952474103860464,0.6157059511926042,0.738324234834961,time_avg,0.26104133230789256,0.33796092457181953,17,0.692625131777012,medium
0,early_growth_slope,0.00030466868026581256,-0.0009550143582167766,-0.0008145002745247118,0.0022268235071471673,-0.0025913669592444485,0.000753542558457066,-0.0045528206625714916,0.002731438648645832,0.0033449095177015145,0.007284259311217324,1.0,1.0,-0.0012596830384825892,-0.0011191689547905242,0.0011191689547905242,1.2525391493669145e-06,0.2080845525294241,0.33796092457181953,0.6157059511926042,0.2080845525294241,0.24952474103860464,0.6157059511926042,0.738324234834961,time_avg,0.26104133230789256,0.33796092457181953,17,0.692625131777012,medium
0,post_peak_decline_slope,-0.011867015808820703,-0.004432589921902984,-0.002687392251876494,0.007888101826738186,-0.0035903292184229895,-0.0016875146451638973,-0.018976159859448567,-0.00042144953292640115,0.0019028145732590922,0.018554710326522166,0.0,1.0,0.007434425886917719,0.009179623556944209,0.009179623556944209,8.426548864720505e-05,0.2080845525294241,0.33796092457181953,0.6157059511926042,0.2080845525294241,0.24952474103860464,0.6157059511926042,0.738324234834961,time_avg,0.26104133230789256,0.33796092457181953,17,0.692625131777012,medium
0,late_phase_auc,0.38803550438024104,0.22683458513689403,0.20127095299903885,0.11755949121773439,0.15772372263018042,0.2674307429406326,0.10986961931594123,0.41510910935467105,0.10970702031045221,0.3052394900387298,0.0,1.0,-0.161200919243347,-0.18676455138120218,0.18676455138120218,0.03488099765262171,0.2080845525294241,0.33796092457181953,0.6157059511926042,0.2080845525294241,0.24952474103860464,0.6157059511926042,0.738324234834961,time_avg,0.26104133230789256,0.33796092457181953,17,0.692625131777012,medium
0,time_to_half_peak_after_peak,2.0,1.16,1.0,0.5453198486885815,1.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,-0.8400000000000001,-1.0,1.0,1.0,0.2080845525294241,0.33796092457181953,0.6157059511926042,0.2080845525294241,0.24952474103860464,0.6157059511926042,0.738324234834961,time_avg,0.26104133230789256,0.33796092457181953,17,0.692625131777012,medium
0,late_to_early_mean_ratio,1.9241504548936605,0.8955293563126416,0.8799703255386666,0.3881763365405756,0.6028593068978663,1.1296129545679947,0.38204981178335273,1.4452740248113078,0.5267536476701284,1.0632242130279552,0.0,0.0,-1.028621098581019,-1.044180129354994,1.044180129354994,1.090312142539812,0.2080845525294241,0.33796092457181953,0.6157059511926042,0.2080845525294241,0.24952474103860464,0.6157059511926042,0.738324234834961,time_avg,0.26104133230789256,0.33796092457181953,17,0.692625131777012,medium
1,peak_time,23.0,20.88,21.0,1.430405748751244,20.0,22.0,18.95,23.0,2.0,4.050000000000001,0.0,1.0,-2.120000000000001,-2.0,2.0,4.0,0.2980045453362274,0.09375293050568131,3.1786157907690007,0.2980045453362274,0.28269541547749233,3.1786157907690007,3.015323509918032,time_avg,0.38426463760700225,0.09375293050568131,16,0.669880950641827,medium
1,peak_height,0.3850700557231903,0.4118599572777748,0.411844938993454,0.022962794671943267,0.3989899083971977,0.42764127999544144,0.3753233149647713,0.4506149157881737,0.028651371598243713,0.07529160082340242,0.0,1.0,0.026789901554584494,0.026774883270263672,0.026774883270263672,0.0007168943741362455,0.2980045453362274,0.09375293050568131,3.1786157907690007,0.2980045453362274,0.28269541547749233,3.1786157907690007,3.015323509918032,time_avg,0.38426463760700225,0.09375293050568131,16,0.669880950641827,medium
