case_id,feature,observed_value,pred_mean,pred_median,pred_std,pred_ci50_low,pred_ci50_high,pred_ci90_low,pred_ci90_high,pred_width50,pred_width90,covered50,covered90,err_mean,err_median,abs_err_median,sq_err_median,true_beta,true_gamma,true_R0,rho0,tau,eta,severity
0,peak_time,23.0,21.81,20.0,10.309057506225614,15.0,27.0,7.0,43.0,12.0,36.0,1.0,1.0,-1.1900000000000013,-3.0,3.0,9.0,0.4480770837070597,0.31665052577402086,1.4150523913130402,1.0,14,0.5954778684770071,strong
0,peak_height,0.0754966288805008,0.0708554252050817,0.06679587066173553,0.020867838808370322,0.05722961947321892,0.08074075542390347,0.043758448027074334,0.1042918663471937,0.023511135950684547,0.06053341832011937,1.0,1.0,-0.004641203675419092,-0.008700758218765259,0.008700758218765259,7.57031935814112e-05,0.4480770837070597,0.31665052577402086,1.4150523913130402,1.0,14,0.5954778684770071,strong
0,cumulative_infected,1.2700550509616733,1.1178648989878457,1.0384902252117172,0.509710037873309,0.8102696051355451,1.2786014246958075,0.4801476324122632,1.897012354421895,0.4683318195602624,1.416864722009632,1.0,1.0,-0.15219015197382757,-0.23156482574995607,0.23156482574995607,0.05362226852460752,0.4480770837070597,0.31665052577402086,1.4150523913130402,1.0,14,0.5954778684770071,strong
0,early_growth_slope,0.003596071988188972,0.0009742377327698447,0.0007759457429139206,0.0024256728560902016,-0.0005117532510190523,0.002394791465208289,-0.0030135615723251904,0.0051053023431450115,0.002906544716227341,0.008118863915470202,0.0,1.0,-0.0026218342554191272,-0.002820126245275051,0.002820126245275051,7.953112039289159e-06,0.4480770837070597,0.31665052577402086,1.4150523913130402,1.0,14,0.5954778684770071,strong
1,peak_time,8.0,20.79,16.5,15.646534453483314,7.0,36.0,1.0,47.0,29.0,46.0,1.0,1.0,12.79,8.5,8.5,72.25,0.1866456667520135,0.38828976758558686,0.48068654477451056,1.0,25,0.5503319912077249,strong
1,peak_height,0.046858932822942734,0.04973711907863617,0.0493095088750124,0.010916181132898231,0.042830122634768486,0.0548014547675848,0.03421568982303143,0.06865121051669121,0.011971332132816315,0.03443552069365978,1.0,1.0,0.0028781862556934365,0.002450576052069664,0.002450576052069664,6.0053229869773406e-06,0.1866456667520135,0.38828976758558686,0.48068654477451056,1.0,25,0.5503319912077249,strong
1,cumulative_infected,0.4124465761706233,0.5027235605104398,0.46458399639232084,0.2089139816822193,0.39536022095853696,0.5581850888265762,0.29567645871720744,0.8531861473893513,0.1628248678680393,0.5575096886721438,1.0,1.0,0.09027698433981646,0.05213742022169754,0.05213742022169754,0.0027183105873738755,0.1866456667520135,0.38828976758558686,0.48068654477451056,1.0,25,0.5503319912077249,strong
1,early_growth_slope,0.0010769966944021037,-0.0005954454372738916,-0.0008345392665692724,0.0025887184225083333,-0.00249434492486346,0.0010482421828436647,-0.004322851916436946,0.0035312592938204173,0.0035425871077071247,0.007854111210257364,0.0,1.0,-0.0016724421316759953,-0.001911535960971376,0.001911535960971376,3.653969730086762e-06,0.1866456667520135,0.38828976758558686,0.48068654477451056,1.0,25,0.5503319912077249,strong
2,peak_time,18.0,15.45,15.0,2.5361029517387856,14.0,17.0,11.0,20.0,3.0,9.0,0.0,1.0,-2.5500000000000007,-3.0,3.0,9.0,0.4046595524780089,0.19856560441531607,2.037913633982805,1.0,19,0.30263159406529266,strong
2,peak_height,0.18001534044742584,0.13380986951291562,0.13383889943361282,0.012952783984119481,0.1232585646212101,0.1416778303682804,0.11729728877544403,0.15615437030792237,0.018419265747070312,0.03885708153247834,0.0,0.0,-0.04620547093451022,-0.04617644101381302,0.04617644101381302,0.002132263704702153,0.4046595524780089,0.19856560441531607,2.037913633982805,1.0,19,0.30263159406529266,strong
2,cumulative_infected,2.1239630482159555,2.145595235174533,2.137129522045143,0.1702531417703496,2.034373212780338,2.2683186668145936,1.8625494313542732,2.4248894881349767,0.23394545403425582,0.5623400567807035,1.0,1.0,0.021632186958577382,0.013166473829187453,0.013166473829187453,0.0001733560330946781,0.4046595524780089,0.19856560441531607,2.037913633982805,1.0,19,0.30263159406529266,strong
