quantity,bias_mean_est,bias_median_est,MAE_median_est,RMSE_median_est,corr_truth_vs_median,avg_post_std
beta,0.03370452102535948,0.03391247830243862,0.06357861711156228,0.07860176971560208,0.9611673530177062,0.057974272701421754
gamma,0.0316187910394606,0.03701893102999255,0.0557913721233602,0.07580032466961298,0.8665039376035518,0.03931158189625566
R0,-0.4636943104527046,-0.46710995603282457,0.5379192925569334,0.9642815663262015,0.9821153773346728,0.21320270295952312
