metric,mean,std,median,q05,q95
pointwise_empirical_50,0.6282,0.10891920831237224,0.64,0.478,0.7809999999999999
pointwise_empirical_90,0.9410000000000001,0.039733963794062604,0.94,0.86,1.0
curve_bias_full,-0.0027777465423200966,0.006010988411901054,-0.004695329427413526,-0.007126180860808745,0.004950490846298629
curve_mae_full,0.014301754313870582,0.004685669481618804,0.013866766971186734,0.009569466355256736,0.021601690830662847
curve_rmse_full,0.018623017986649667,0.005513168098569423,0.017810575871949265,0.013247740369207676,0.02559005756987613
curve_bias_first,-0.004332987785217666,0.004272125803010959,-0.004625515231746249,-0.00942371542705223,0.0018279272352810932
curve_mae_first,0.0157632757021167,0.003741835798038517,0.01591261479537934,0.010207884429124535,0.021450215206248683
curve_rmse_first,0.019523208068511638,0.0043032028832076805,0.019324788602997224,0.012583157646619693,0.02710510483320765
curve_bias_second,-0.001222505299422528,0.010748571906789755,-0.004364898392232135,-0.009485653411344174,0.014968966066837305
curve_mae_second,0.012840232925624468,0.007889764280742699,0.011672767812124219,0.006659747837874421,0.021683932343497872
curve_rmse_second,0.01700247596412201,0.008118038318436549,0.015746726322516544,0.010708387503542575,0.02562118589046577
second_minus_first_rmse,-0.0025207321043896236,0.008469747871133367,-0.003940714806461429,-0.010409845625695708,0.006672260197764039
second_minus_first_mae,-0.00292304277649223,0.008042228368209675,-0.0038495672623685097,-0.010305206929784616,0.00548831267887726
