case_id,pointwise_empirical_50,pointwise_empirical_90,curve_bias_full,curve_mae_full,curve_rmse_full,curve_bias_first,curve_mae_first,curve_rmse_first,curve_bias_second,curve_mae_second,curve_rmse_second,second_minus_first_rmse,second_minus_first_mae,split_mode,split_idx,true_beta,true_gamma,true_R0,beta_ref,gamma_ref,R0_ref,beta_seir,gamma_seir,sigma_seir,sigma,severity,reference_mode,reference_window_days,projection_loss
10,0.84,0.98,-0.0019779794252735884,0.0078354141805994,0.011367640604483326,-0.0002836427261172503,0.008034626526659849,0.011605750403967205,-0.003672316124429926,0.007636201834538951,0.01112443541876221,-0.00048131498520499576,-0.0003984246921208976,fraction,25,0.11062663265868981,0.20268610886384397,0.5458027354652318,0.11062663265868981,0.20268610886384397,0.5458027354652318,0.388590108705298,0.42157454286836554,0.10500316098674117,0.10500316098674117,pooled,full_curve,50,0.00013966331771112818
11,0.76,0.98,-0.004297227455535904,0.011023206735262647,0.01447634203938505,-0.003764794545713812,0.0114673594920896,0.014902637799826793,-0.004829660365357995,0.010579053978435695,0.014037105979855944,-0.0008655318199708491,-0.0008883055136539048,fraction,25,0.16037610911444705,0.409911853429864,0.3912453562211697,0.16037610911444705,0.409911853429864,0.3912453562211697,0.11489960090513164,0.46824899449326457,0.27019603123738367,0.27019603123738367,pooled,full_curve,50,1.5980919736458885e-06
12,0.66,0.96,-0.007439764236332849,0.013840949629666284,0.017738135041066742,-0.004837229447439313,0.014129100432619453,0.01774392420874468,-0.010042299025226385,0.013552798826713114,0.017732343983370168,-1.1580225374511338e-05,-0.0005763016059063385,fraction,25,0.1,0.10835334763061549,0.9229064185530044,0.1,0.10835334763061549,0.9229064185530044,0.4408165153540289,0.398979304211287,0.27454790386162986,0.27454790386162986,pooled,full_curve,50,0.00010140752294681228
13,0.38,0.84,0.001251116283237934,0.020848389957100154,0.025549097807926382,-0.005763761214911938,0.024228131398558617,0.029220260492759415,0.008265993781387806,0.01746864851564169,0.02125298036354574,-0.007967280129213675,-0.006759482882916928,fraction,25,0.4818596741484221,0.10976197927703868,4.390041773319436,0.4818596741484221,0.10976197927703868,4.390041773319436,0.8857494005908546,0.11499398706729289,0.4624837960733643,0.4624837960733643,pooled,full_curve,50,0.00991028805880646
14,0.6,0.96,-0.0018091764680866617,0.014509839172678767,0.01744368053309275,-0.0025974379587569273,0.016153818730672356,0.01873246050157198,-0.0010209149774163962,0.012865859614685178,0.016051757057663294,-0.002680703443908687,-0.003287959115987178,fraction,25,0.502229154970131,0.3501909066781886,1.4341581845574862,0.502229154970131,0.3501909066781886,1.4341581845574862,0.8037411183808738,0.47230043301312946,0.6032136214458038,0.6032136214458038,pooled,full_curve,50,0.000354213201834017
15,0.88,1.0,-0.003310862040380016,0.010691568214679138,0.013902754259267626,-0.000822856763843447,0.008775028644595294,0.010646628668520602,-0.005798867316916585,0.012608107784762979,0.016529441913803487,0.005882813245282885,0.0038330791401676844,fraction,25,0.21606832758713254,0.19219478028371326,1.1242153781084883,0.21606832758713254,0.19219478028371326,1.1242153781084883,0.223239646774186,0.19625577667810645,0.5235571582887761,0.5235571582887761,pooled,full_curve,50,2.1756046032609453e-06
16,0.42,0.82,-0.0022348913631867616,0.021091961293714122,0.025746539011631053,-0.009459794391877949,0.023911082069389522,0.028761553613719605,0.004990011665504426,0.01827284051803872,0.02232804460493601,-0.006433509008783596,-0.0056382415513508005,fraction,25,0.49341911354601437,0.1806898473495799,2.7307517316753187,0.49341911354601437,0.1806898473495799,2.7307517316753187,0.8042367176125458,0.20320599440074216,0.5430403169001513,0.5430403169001513,pooled,full_curve,50,0.0060870082132500536
17,0.66,0.98,0.006946004275232553,0.017153082024306057,0.02080034164046478,0.004384365566074848,0.012566365860402584,0.015400102982190675,0.009507642984390259,0.021739798188209532,0.025062826114746674,0.009662723132555999,0.009173432327806949,fraction,25,0.2883464079092532,0.08739155378625335,3.299476842058505,0.2883464079092532,0.08739155378625335,3.299476842058505,0.40089247552210316,0.09472465032987573,0.4948581317635824,0.4948581317635824,pooled,full_curve,50,0.004635912763083254
18,0.52,0.96,-0.0029333154915366323,0.015536548424279317,0.019141872672495407,-0.0024591937754303217,0.016414867928251625,0.02021984545564883,-0.0034074372076429425,0.01465822892030701,0.01799945634094903,-0.0022203891146998014,-0.0017566390079446145,fraction,25,0.5060039619165556,0.3335574933268726,1.5169917391743095,0.5060039619165556,0.3335574933268726,1.5169917391743095,0.7709307275198969,0.4292053339236153,0.6546799970017237,0.6546799970017237,pooled,full_curve,50,0.0004081708063458955
19,0.3,0.82,0.030829078694805504,0.03441789726726711,0.04030651763547723,0.015964021664112805,0.023141658809036018,0.02949755339967249,0.0456941357254982,0.0456941357254982,0.048776275700708686,0.019278722301036198,0.022552476916462182,fraction,25,0.25605951103987035,0.10441743220985933,2.452267840921802,0.25605951103987035,0.10441743220985933,2.452267840921802,0.4720703531499616,0.12699829420329395,0.23870476149082823,0.23870476149082823,pooled,full_curve,50,0.003585992696651352
20,0.58,1.0,-0.006872653621248901,0.015336935804225505,0.01901401407900101,-0.002376894624903798,0.013413912979885936,0.015989450420892604,-0.011368412617594003,0.017259958628565074,0.021619503649036777,0.005630053228144173,0.0038460456486791375,fraction,25,0.37641763792032984,0.3019187761467997,1.2467513373110228,0.37641763792032984,0.3019187761467997,1.2467513373110228,0.6499290594563397,0.45730464610530314,0.4815213977348819,0.4815213977348819,pooled,full_curve,50,0.0001430620603153382
21,0.9,1.0,-0.001633274102496216,0.0065015978390874805,0.008941666797582496,-0.0009150351755670272,0.0066745604216703214,0.009231270120683921,-0.0023515130294254048,0.00632863525650464,0.008642364386957237,-0.0005889057337266843,-0.0003459251651656819,fraction,25,0.2007744863846758,0.4567619512954451,0.43956044459318333,0.2007744863846758,0.4567619512954451,0.43956044459318333,0.1863113171088373,0.4910119493814975,0.17075657995142687,0.17075657995142687,pooled,full_curve,50,8.887025095734323e-06
