case_id,true_beta,true_gamma,true_R0,beta_mean,beta_median,beta_std,beta_ci50_low,beta_ci50_high,beta_ci90_low,beta_ci90_high,beta_width50,beta_width90,gamma_mean,gamma_median,gamma_std,gamma_ci50_low,gamma_ci50_high,gamma_ci90_low,gamma_ci90_high,gamma_width50,gamma_width90,R0_mean,R0_median,R0_std,R0_ci50_low,R0_ci50_high,R0_ci90_low,R0_ci90_high,R0_width50,R0_width90,beta_covered50,beta_covered90,beta_err_mean,beta_err_median,beta_abs_err_median,beta_sq_err_median,gamma_covered50,gamma_covered90,gamma_err_mean,gamma_err_median,gamma_abs_err_median,gamma_sq_err_median,R0_covered50,R0_covered90,R0_err_mean,R0_err_median,R0_abs_err_median,R0_sq_err_median
20,0.1959393407746825,0.21640712112414906,0.9054200238737775,0.28127104218278953,0.26774141488443437,0.11832743105511816,0.1844158727955005,0.3604307972672789,0.11504602485495082,0.4951152929415045,0.17601492447177838,0.3800692680865537,0.361009686999408,0.3828854694152189,0.10127308527455553,0.29993024922264994,0.44159772645499207,0.15791635126441336,0.487145627339681,0.14166747723234213,0.32922927607526764,0.792482631445878,0.7973191035429888,0.2499514106220196,0.6201373783775154,0.9592643372993341,0.37669455174247424,1.187560359048346,0.33912695892181877,0.8108658073058717,1.0,1.0,0.08533170140810703,0.07180207410975187,0.07180207410975187,0.0051555378464622995,0.0,1.0,0.14460256587525894,0.16647834829106983,0.16647834829106983,0.027715040449722755,1.0,1.0,-0.11293739242789946,-0.10810092033078866,0.10810092033078866,0.011685808976363518
21,0.931925621235406,0.3481941839174678,2.676453726913197,0.9472113028042772,0.955245840171416,0.032928020499187166,0.9311127450360958,0.9706476174716426,0.8854658387813066,0.9850996864875815,0.039534872435546875,0.09963384770627493,0.37667459058225095,0.3746031544047127,0.022485352404210936,0.3608030978919161,0.38942948359043306,0.34363092120648253,0.41737363893001084,0.028626385698516943,0.0737427177235283,2.520745522072634,2.515441041888014,0.12853565440329376,2.4383995358040007,2.5969273121574448,2.320270238291649,2.736756020089865,0.15852777635344406,0.41648578179821616,1.0,1.0,0.015285681568871223,0.023320218936009995,0.023320218936009995,0.0005438326112234391,0.0,1.0,0.02848040666478313,0.026408970487244887,0.026408970487244887,0.0006974337221961715,0.0,1.0,-0.15570820484056336,-0.16101268502518318,0.16101268502518318,0.025925084739018847
22,0.3636898387904739,0.11066963534702925,3.28626580949728,0.3527581635117847,0.3526725156401878,0.010339781989870093,0.3454723946025201,0.35967024388534224,0.3362276163758537,0.3698146935415469,0.01419784928282214,0.0335870771656932,0.1127196320187416,0.1124899714524863,0.005501886356036787,0.10901626092593056,0.1161263807903895,0.10390374618246132,0.12185720624099025,0.007110119864458947,0.017953460058528936,3.1364842548804526,3.1266093822052428,0.17030897622186897,3.022091263412963,3.25159957742901,2.8596513688618197,3.434848383286928,0.229508314016047,0.5751970144251084,0.0,1.0,-0.010931675278689212,-0.011017323150286085,0.011017323150286085,0.00012138140939782969,1.0,1.0,0.0020499966717123508,0.0018203361054570516,0.0018203361054570516,3.313623536830546e-06,0.0,1.0,-0.14978155461682752,-0.15965642729203733,0.15965642729203733,0.0254901747756576
23,0.7971079653659398,0.22612597102898474,3.525061547502506,0.8016679084605786,0.8025934521387186,0.031065611454068148,0.7809154662764761,0.8230576157379906,0.7495822270767879,0.8507783273718073,0.04214214946151451,0.10119610029501935,0.2293637348940045,0.22906092049716964,0.009289043098929002,0.22310069492523307,0.23531898583993738,0.2147798421427783,0.2448971424407959,0.012218290914704305,0.030117300298017624,3.4993002149072794,3.4951459524750508,0.16594812468759954,3.3849120068335226,3.6030861879203977,3.2316186154540816,3.7838747031672684,0.21817418108687514,0.5522560877131868,1.0,1.0,0.0045599430946388075,0.005485486772778825,0.005485486772778825,3.0090565134331447e-05,1.0,1.0,0.003237763865019755,0.0029349494681848998,0.0029349494681848998,8.613928380798826e-06,1.0,1.0,-0.025761332595226616,-0.029915595027455222,0.029915595027455222,0.0008949428258467035
24,0.5406968446730807,0.3696168200742086,1.4628577903043591,0.5720292162238385,0.574559039783737,0.043491676843092526,0.5431027044115988,0.6013671080492758,0.4968278275531803,0.6425671231228444,0.05826440363767704,0.14573929556966408,0.389989816605778,0.3900461093289013,0.029536715383783375,0.37018693868740427,0.4098525083878384,0.34022545605916954,0.43994519616653954,0.03966556970043411,0.09971974010737,1.4682775765432057,1.4670479964019896,0.06799131906417341,1.4253824683053162,1.511253908298901,1.3596723864538696,1.5811633133313414,0.08587143999358471,0.22149092687747185,0.0,1.0,0.031332371550757854,0.03386219511065636,0.03386219511065636,0.0011466482577121592,0.0,1.0,0.020372996531569376,0.02042928925469273,0.02042928925469273,0.0004173558594519038,1.0,1.0,0.005419786238846536,0.004190206097630433,0.004190206097630433,1.7557827140619264e-05
25,0.5568982261761735,0.05645805065134216,9.86392940867388,0.5290318733696475,0.5284335846959058,0.027910691365313725,0.5104609012708807,0.5478618299848508,0.4835522986994408,0.5754234148396712,0.03740092871397005,0.09187111614023041,0.05898502113364717,0.05834396145565511,0.0036988800335013045,0.05645744122887106,0.06086496882872432,0.054059366717391345,0.06569212496268835,0.004407527599853259,0.011632758245297005,9.003830692180774,8.989227022981748,0.7402697233736979,8.511383808695781,9.481540185568205,7.80646601366938,10.286882771715431,0.9701563768724242,2.4804167580460517,0.0,1.0,-0.02786635280652594,-0.028464641480267616,0.028464641480267616,0.0008102358146001718,1.0,1.0,0.002526970482305005,0.0018859108043129472,0.0018859108043129472,3.5566595618243074e-06,0.0,1.0,-0.8600987164931055,-0.8747023856921317,0.8747023856921317,0.7651042635355066
26,0.6870560959926543,0.06871803523232278,9.99819179448083,0.6527942931530593,0.6533054916482968,0.03216423196713435,0.6309933471910381,0.6733120178960689,0.5994343945265452,0.7059359228053855,0.042318670705030814,0.1065015282788403,0.071260262500621,0.0709660201406941,0.0041238492341352,0.06839516095795214,0.07375232825400956,0.06496865812877506,0.0786127438805597,0.005357167296057411,0.013644085751784635,9.1921794338644,9.161399400301455,0.7128119414462908,8.684159399196645,9.672582864541319,8.060062935657971,10.366202255508545,0.988423465344674,2.3061393198505744,0.0,1.0,-0.03426180283959501,-0.033750604344357504,0.033750604344357504,0.0011391032936093636,1.0,1.0,0.002542227268298211,0.002247984908371317,0.002247984908371317,5.053436148265199e-06,0.0,1.0,-0.80601236061643,-0.8367923941793745,0.8367923941793745,0.7002215109564496
27,0.6747460666796103,0.49102343957840594,1.374162641316979,0.592227883534939,0.6050793205444005,0.08989196163069477,0.5402234599731671,0.6578871024926953,0.4236260235079266,0.713196420504368,0.11766364251952821,0.28957039699644144,0.43568709202872563,0.44342205474753904,0.042363351795864604,0.4119522657445517,0.4670434559545538,0.3581412402764391,0.4905537031095432,0.05509119021000214,0.1324124628331041,1.35560272893694,1.3751941270402201,0.13223505507786154,1.2874686823982238,1.4416051110727683,1.1141985214869343,1.531763086506286,0.15413642867454458,0.4175645650193516,0.0,1.0,-0.0825181831446713,-0.06966674613520984,0.06966674613520984,0.004853455517067776,0.0,0.0,-0.05533634754968031,-0.0476013848308669,0.0476013848308669,0.0022658918378162854,1.0,1.0,-0.018559912380039068,0.0010314857232411878,0.0010314857232411878,1.0639627972503962e-06
28,0.44826724270216356,0.21646616791418954,2.0708420489979913,0.45843852290012804,0.45844152782802444,0.011717345264118122,0.4505939112410974,0.4661299046103573,0.43919136905392686,0.4773555522736756,0.015535993369259926,0.03816418321974874,0.2260027865723712,0.225847685857004,0.008610130327713064,0.22004270689714922,0.2317490138160857,0.21203698105570665,0.24058264098080667,0.011706306918936482,0.028545659925100025,2.0302097475614915,2.0279780985492044,0.06188430368546995,1.987539270782995,2.070847487659954,1.9324082050542652,2.132381318977316,0.08330821687695877,0.19997311392305095,0.0,1.0,0.010171280197964483,0.010174285125860882,0.010174285125860882,0.00010351607782231398,0.0,1.0,0.009536618658181645,0.009381517942814444,0.009381517942814444,8.801287891134935e-05,1.0,1.0,-0.04063230143649976,-0.04286395044878688,0.04286395044878688,0.001837318248076057
29,0.3044974414309043,0.17249458359194025,1.765257987179673,0.28734405121134365,0.28722793547352915,0.014733680902068882,0.2772709867833768,0.29710295477650284,0.2636250567565898,0.31209192357577503,0.019831967993126032,0.04846686681918522,0.16080138060166171,0.15985021784772646,0.015001342257542757,0.15051012068261432,0.17075223448790286,0.13750298926507817,0.18634019065309873,0.020242113805288536,0.04883720138802056,1.7977188036892848,1.791738725024685,0.13903809286940383,1.7007236924869003,1.8881913761380775,1.5854281698838082,2.03779864433049,0.18746768365117727,0.45237047444668166,0.0,1.0,-0.017153390219560638,-0.017269505957375142,0.017269505957375142,0.00029823583601181554,0.0,1.0,-0.01169320299027854,-0.012644365744213792,0.012644365744213792,0.00015987998507344722,1.0,1.0,0.032460816509611856,0.026480737845012037,0.026480737845012037,0.0007012294768162528
30,0.7592395803513712,0.2346233871950466,3.2359927517379234,0.7413829675171045,0.7411171903829434,0.025748464381900357,0.7245077496716233,0.7587209046141494,0.6978975937530398,0.7841120343061762,0.03421315494252608,0.08621444055313632,0.2414509045925253,0.24113961166367157,0.008881414510588695,0.2352335743034776,0.2471670630904496,0.22751439897706335,0.25683288050594405,0.011933488786972007,0.029318481528880697,3.073145366949285,3.0664893510850346,0.12181325489067399,2.989656508072978,3.1485423148240756,2.884963546414555,3.2829504104747738,0.15888580675109765,0.3979868640602189,0.0,1.0,-0.01785661283426665,-0.018122389968427743,0.018122389968427743,0.00032842101816777053,0.0,1.0,0.006827517397478694,0.006516224468624959,0.006516224468624959,4.246118132550663e-05,0.0,1.0,-0.16284738478863847,-0.16950340065288882,0.16950340065288882,0.02873140283289375
