case_id,pointwise_empirical_50,pointwise_empirical_90,curve_bias_full,curve_mae_full,curve_rmse_full,curve_bias_first,curve_mae_first,curve_rmse_first,curve_bias_second,curve_mae_second,curve_rmse_second,second_minus_first_rmse,second_minus_first_mae,split_mode,split_idx,true_beta,true_gamma,true_R0,true_beta_timeavg,true_beta_infweighted,true_R0_timeavg,true_R0_infweighted,beta_ref_mode,beta0,gamma,tau,kappa,severity
0,0.72,0.92,-0.007186409410205669,0.011686084167449736,0.0166059771514717,-0.002330082105472684,0.009292266545817256,0.011758295754889968,-0.012042736714938655,0.014079901789082215,0.020328783417876656,0.008570487662986688,0.004787635243264959,fraction,25,0.2080845525294241,0.33796092457181953,0.6157059511926042,0.2080845525294241,0.24952474103860464,0.6157059511926042,0.738324234834961,time_avg,0.26104133230789256,0.33796092457181953,17,0.692625131777012,medium
1,0.42,0.84,0.005588073558174074,0.02311584080103785,0.02838159515953643,0.0030755586456507446,0.02234214429743588,0.027713932937473006,0.008100588470697404,0.023889537304639816,0.02903390791362562,0.0013199749761526151,0.0015473930072039364,fraction,25,0.2980045453362274,0.09375293050568131,3.1786157907690007,0.2980045453362274,0.28269541547749233,3.1786157907690007,3.015323509918032,time_avg,0.38426463760700225,0.09375293050568131,16,0.669880950641827,medium
2,0.84,0.98,-0.00313731227784956,0.007736493215616065,0.012094197305854879,-0.0027311887219548226,0.00866699306294322,0.01429930309313687,-0.0035434358337442973,0.0068059933682889096,0.00938451639651725,-0.0049147866966196205,-0.00186099969465431,fraction,25,0.23590054692584636,0.42381710222092844,0.5566093149371673,0.23590054692584636,0.2721158903497324,0.5566093149371673,0.6420597208648817,time_avg,0.27537615462093723,0.42381710222092844,17,0.782800631764664,medium
3,0.58,0.88,-0.003778964171069674,0.0147657732834341,0.01981436626720227,-0.0086716303601861,0.01822874154895544,0.02364074887905562,0.0011137020180467516,0.01130280501791276,0.015044374815163212,-0.008596374063892407,-0.006925936531042679,fraction,25,0.43582955553093305,0.20865185201255343,2.0887883396535183,0.43582955553093305,0.4603264169874734,2.0887883396535183,2.2061937746892277,time_avg,0.5088133920563621,0.20865185201255343,20,0.7609345008574233,medium
4,0.76,0.98,-0.006207772788766306,0.010664790638547856,0.014498454427438074,-0.007388986779260449,0.012109649086487479,0.01710097090807737,-0.005026558798272162,0.009219932190608232,0.0113122568734134,-0.00578871403466397,-0.0028897168958792463,fraction,25,0.1393144380106585,0.18700362221474154,0.7449825642985662,0.1393144380106585,0.15784572583380932,0.7449825642985662,0.8440784406440567,time_avg,0.18254132540300172,0.18700362221474154,20,0.605323275912911,medium
5,0.34,0.92,0.01168121911585331,0.030393331330269575,0.03668929635834588,-0.0026072339713573457,0.022036886774003506,0.028055189817318183,0.025969672203063964,0.038749775886535644,0.043647626039170904,0.015592436221852721,0.016712889112532138,fraction,25,0.24101531580891916,0.07434764212810198,3.2417344909694186,0.24101531580891916,0.22606498804330963,3.2417344909694186,3.040647713532013,time_avg,0.293222378204653,0.07434764212810198,14,0.7527139322485275,medium
6,0.66,0.9,-0.0005488477926701307,0.015435678018257022,0.0205353470377583,0.0008322589099407196,0.016249878853559493,0.021157364747506836,-0.0019299544952809812,0.01462147718295455,0.019893890340084115,-0.001263474407422721,-0.001628401670604943,fraction,25,0.6614836108542218,0.12007176008901925,5.509068996438535,0.6614836108542218,0.7647611723704096,5.509068996438535,6.369200982840829,time_avg,0.8072158415831313,0.12007176008901925,23,0.6656724416848065,medium
7,0.5,0.86,-0.0016134650178719313,0.016381372859468682,0.021275910196908023,-0.0006625167839229107,0.017231875751167535,0.022523114571048074,-0.002564413251820952,0.015530869967769832,0.01995089019149851,-0.0025722243795495633,-0.0017010057833977028,fraction,25,0.4404213594148779,0.2922467506437757,1.5070188409099359,0.4404213594148779,0.4545895823132732,1.5070188409099359,1.5554991845482649,time_avg,0.48996164703975054,0.2922467506437757,22,0.8194454609567585,medium
8,0.58,0.9,-0.002838575016357936,0.01416513506497722,0.0189937287136649,-0.0005258346349000931,0.01718925468623638,0.022308251425956712,-0.005151315397815779,0.011141015443718061,0.014962131506336164,-0.007346119919620548,-0.00604823924251832,fraction,25,0.44417350551151374,0.33693931512896735,1.318259655574777,0.44417350551151374,0.4548536663766191,1.318259655574777,1.3499572354817624,time_avg,0.5227998506544365,0.33693931512896735,16,0.7788312716489568,medium
9,0.52,0.88,-0.002787332800216973,0.016825669347308576,0.02115477583665732,-0.0013016405794769525,0.018002472696825863,0.022728455820073382,-0.004273025020956993,0.015648865997791292,0.01945421233135419,-0.003274243488719193,-0.002353606699034571,fraction,25,0.3779261431185861,0.12948875842959828,2.91860195203015,0.3779261431185861,0.3776173019536333,2.91860195203015,2.9162168711266157,time_avg,0.4646839378666684,0.12948875842959828,16,0.7254370511226931,medium
