quantity,bias_mean_est,bias_median_est,MAE_median_est,RMSE_median_est,corr_truth_vs_median,avg_post_std
beta,0.03249681104398764,0.02979555333409445,0.054774322954422264,0.0697758541810343,0.9693691419652887,0.05440705089585192
gamma,-0.0037003693718797724,0.0016501788810084602,0.03405417767297369,0.05673021971297265,0.90191398286722,0.04143848656835474
R0,0.09325877932572135,0.08938004871943135,0.16315519349192573,0.2284356773926967,0.9964819468072179,0.2342421098080923
