metric,mean,std,median,q05,q95
pointwise_empirical_50,0.6052000000000001,0.1235377503339597,0.6,0.399,0.7809999999999999
pointwise_empirical_90,0.9134,0.061500102652456,0.92,0.799,0.98
curve_bias_full,-0.004645705959778252,0.004362957300274646,-0.0053100462573820555,-0.011488937784393784,0.0017985587799921607
curve_mae_full,0.015279493689662423,0.005027323510884217,0.014064242164549795,0.008403506434042128,0.024255541480612007
curve_rmse_full,0.020101226355571628,0.005969489959352655,0.01857040885075794,0.011860282919389079,0.030240684921083723
curve_bias_first,-0.008346276694382397,0.007458095340803129,-0.006596560169462905,-0.021458940593102438,0.000735428565455442
curve_mae_first,0.016702484144038937,0.006126527440705062,0.015295416503001681,0.009178273888763964,0.026968461366610207
curve_rmse_first,0.021101412578400217,0.007387816709113644,0.019266812578552617,0.011531057385489589,0.0334918164110782
curve_bias_second,-0.0022273534323107736,0.008048854926349356,-0.0040410269357059455,-0.01115533585681326,0.012311861163221421
curve_mae_second,0.014284125927017428,0.00596221635725463,0.013063395843266752,0.007002465960536907,0.02275039392573359
curve_rmse_second,0.018792371153402206,0.0068049865932935764,0.017539066675323834,0.009833725468856924,0.030812065697461127
second_minus_first_rmse,-0.002309041424998012,0.007850637805914629,-0.0015911097605176665,-0.01634756387314235,0.010016799428480414
second_minus_first_mae,-0.0024183582170215104,0.006714236116700109,-0.002118166616064324,-0.014143638860213553,0.00678427365303112
