case_id,feature,observed_value,pred_mean,pred_median,pred_std,pred_ci50_low,pred_ci50_high,pred_ci90_low,pred_ci90_high,pred_width50,pred_width90,covered50,covered90,err_mean,err_median,abs_err_median,sq_err_median,true_beta,true_gamma,true_R0,beta_ref,gamma_ref,R0_ref,beta_seir,gamma_seir,sigma_seir,sigma,severity,reference_mode,reference_window_days,projection_loss
0,peak_time,46.0,24.73,22.5,16.03522322384019,11.0,40.0,1.0,48.0,29.0,47.0,0.0,1.0,-21.27,-23.5,23.5,552.25,0.1,0.16016287848698557,0.6243644029420072,0.1,0.16016287848698557,0.6243644029420072,0.26104133230789256,0.33796092457181953,0.27009026017152277,0.27009026017152277,medium,full_curve,50,2.2920243281240667e-05
0,peak_height,0.06404239684343338,0.06112685821950436,0.05084715038537979,0.030430911560213627,0.040883760899305344,0.06499596312642097,0.034793720208108427,0.12179709039628504,0.02411220222711563,0.08700337018817661,1.0,1.0,-0.002915538623929022,-0.013195246458053589,0.013195246458053589,0.00017411452908877578,0.1,0.16016287848698557,0.6243644029420072,0.1,0.16016287848698557,0.6243644029420072,0.26104133230789256,0.33796092457181953,0.27009026017152277,0.27009026017152277,medium,full_curve,50,2.2920243281240667e-05
0,cumulative_infected,0.624589653678413,0.8023258920833177,0.5243957311613485,0.6768952777868054,0.40352723689284176,0.7155090506348643,0.3252352339339268,2.135092758975224,0.3119818137420225,1.8098575250412974,1.0,1.0,0.1777362384049047,-0.1001939225170645,0.1001939225170645,0.010038822109355524,0.1,0.16016287848698557,0.6243644029420072,0.1,0.16016287848698557,0.6243644029420072,0.26104133230789256,0.33796092457181953,0.27009026017152277,0.27009026017152277,medium,full_curve,50,2.2920243281240667e-05
0,early_growth_slope,-0.0026094717073387313,-0.0007813363929545578,-0.0007503580667876767,0.002227626165132502,-0.0026655316161763717,0.000708995926418408,-0.004351844889156163,0.0030552673228417637,0.00337452754259478,0.007407112211997927,1.0,1.0,0.0018281353143841735,0.0018591136405510546,0.0018591136405510546,3.456303528482996e-06,0.1,0.16016287848698557,0.6243644029420072,0.1,0.16016287848698557,0.6243644029420072,0.26104133230789256,0.33796092457181953,0.27009026017152277,0.27009026017152277,medium,full_curve,50,2.2920243281240667e-05
1,peak_time,33.0,35.05,35.0,3.169854854402611,33.0,37.0,30.0,40.0,4.0,10.0,1.0,1.0,2.049999999999997,2.0,2.0,4.0,0.2311891039732281,0.07996155910185804,2.8912530792293674,0.2311891039732281,0.07996155910185804,2.8912530792293674,0.38426463760700225,0.09375293050568131,0.27435448128866363,0.27435448128866363,medium,full_curve,50,0.0030916497466350777
1,peak_height,0.3261184096336365,0.374615063816309,0.38410694897174835,0.05092358885770063,0.34702103585004807,0.41231679916381836,0.2897379666566849,0.4404235675930977,0.0652957633137703,0.1506856009364128,0.0,1.0,0.048496654182672516,0.05798853933811188,0.05798853933811188,0.0033626706945677487,0.2311891039732281,0.07996155910185804,2.8912530792293674,0.2311891039732281,0.07996155910185804,2.8912530792293674,0.38426463760700225,0.09375293050568131,0.27435448128866363,0.27435448128866363,medium,full_curve,50,0.0030916497466350777
1,cumulative_infected,8.04350513475947,9.796526022403269,10.126135246828198,1.481705806325214,9.122080006862234,10.89150539250113,6.953487168165156,11.617022069211817,1.7694253856388968,4.663534901046661,0.0,1.0,1.7530208876437978,2.0826301120687276,2.0826301120687276,4.337348183695401,0.2311891039732281,0.07996155910185804,2.8912530792293674,0.2311891039732281,0.07996155910185804,2.8912530792293674,0.38426463760700225,0.09375293050568131,0.27435448128866363,0.27435448128866363,medium,full_curve,50,0.0030916497466350777
1,early_growth_slope,0.004415745220501863,0.0027194832721384706,0.0029199682231548993,0.0027832679048039963,0.0005125454072618785,0.004559460077351624,-0.0016556156080956225,0.00753539192457018,0.004046914670089745,0.009191007532665801,1.0,1.0,-0.0016962619483633923,-0.0014957769973469636,0.0014957769973469636,2.2373488257922982e-06,0.2311891039732281,0.07996155910185804,2.8912530792293674,0.2311891039732281,0.07996155910185804,2.8912530792293674,0.38426463760700225,0.09375293050568131,0.27435448128866363,0.27435448128866363,medium,full_curve,50,0.0030916497466350777
2,peak_time,4.0,20.3,19.5,14.268351642213565,8.75,31.25,0.0,45.0,22.5,45.0,0.0,1.0,16.3,15.5,15.5,240.25,0.19046589408768788,0.1889976721399541,1.007768465775846,0.19046589408768788,0.1889976721399541,1.007768465775846,0.13019504140257454,0.13768807731046862,0.3246057007403095,0.3246057007403095,medium,full_curve,50,1.0837778057295308e-06
2,peak_height,0.06489454209804535,0.05207272283732891,0.047904714941978455,0.019490954091801575,0.04260965436697006,0.055061801336705685,0.036004895158112046,0.07234784439206123,0.012452146969735622,0.03634294923394918,0.0,1.0,-0.01282181926071644,-0.016989827156066895,0.016989827156066895,0.0002886542267930281,0.19046589408768788,0.1889976721399541,1.007768465775846,0.19046589408768788,0.1889976721399541,1.007768465775846,0.13019504140257454,0.13768807731046862,0.3246057007403095,0.3246057007403095,medium,full_curve,50,1.0837778057295308e-06
2,cumulative_infected,0.5003864233731292,0.595628509223102,0.4825885639875196,0.48798259305226993,0.4127450970991049,0.5678988521212887,0.34324738053073817,0.961583209852688,0.15515375502218376,0.6183358293219499,1.0,1.0,0.09524208584997274,-0.017797859385609627,0.017797859385609627,0.0003167637987099327,0.19046589408768788,0.1889976721399541,1.007768465775846,0.19046589408768788,0.1889976721399541,1.007768465775846,0.13019504140257454,0.13768807731046862,0.3246057007403095,0.3246057007403095,medium,full_curve,50,1.0837778057295308e-06
2,early_growth_slope,0.004016329789356816,-0.000274407167350675,-0.000402470640394658,0.002169664152927348,-0.0016295632989827668,0.00107962622116377,-0.003702234466826275,0.003573882492769154,0.002709189520146537,0.007276116959595429,0.0,0.0,-0.004290736956707491,-0.004418800429751474,0.004418800429751474,1.9525797237971806e-05,0.19046589408768788,0.1889976721399541,1.007768465775846,0.19046589408768788,0.1889976721399541,1.007768465775846,0.13019504140257454,0.13768807731046862,0.3246057007403095,0.3246057007403095,medium,full_curve,50,1.0837778057295308e-06
3,peak_time,44.0,30.42,33.0,13.816386114050422,21.0,42.0,3.9000000000000004,47.05,21.0,43.15,0.0,1.0,-13.579999999999998,-11.0,11.0,121.0,0.19493211816029338,0.14058076384921928,1.3866201379398462,0.19493211816029338,0.14058076384921928,1.3866201379398462,0.41698839604645543,0.25440669602818106,0.2528839506708511,0.2528839506708511,medium,full_curve,50,0.00018466611920948576
3,peak_height,0.08406661450862885,0.10127875398844481,0.08215975388884544,0.05671914273430941,0.05543834809213877,0.1317461095750332,0.04610135518014431,0.21039581596851348,0.07630776148289442,0.16429446078836918,1.0,1.0,0.017212139479815966,-0.0019068606197834015,0.0019068606197834015,3.636117423280738e-06,0.19493211816029338,0.14058076384921928,1.3866201379398462,0.19493211816029338,0.14058076384921928,1.3866201379398462,0.41698839604645543,0.25440669602818106,0.2528839506708511,0.2528839506708511,medium,full_curve,50,0.00018466611920948576
3,cumulative_infected,1.3728924143360928,1.9878498806939207,1.5320129438769072,1.5821555252503556,0.5999586470425129,2.864216756541282,0.42684178100917053,5.125501352967694,2.264258109498769,4.698659571958523,1.0,1.0,0.6149574663578279,0.15912052954081446,0.15912052954081446,0.025319342921349207,0.19493211816029338,0.14058076384921928,1.3866201379398462,0.19493211816029338,0.14058076384921928,1.3866201379398462,0.41698839604645543,0.25440669602818106,0.2528839506708511,0.2528839506708511,medium,full_curve,50,0.00018466611920948576
3,early_growth_slope,0.0003351418528750185,0.0006970126183902421,0.0006534557919838414,0.0024534376593916907,-0.001105430333284727,0.0024210953900668146,-0.003692208394031258,0.004658769096879819,0.003526525723351542,0.008350977490911078,1.0,1.0,0.0003618707655152236,0.0003183139391088229,0.0003183139391088229,1.0132376383097541e-07,0.19493211816029338,0.14058076384921928,1.3866201379398462,0.19493211816029338,0.14058076384921928,1.3866201379398462,0.41698839604645543,0.25440669602818106,0.2528839506708511,0.2528839506708511,medium,full_curve,50,0.00018466611920948576
4,peak_time,22.0,22.92,23.0,2.435760516333511,21.0,24.25,18.95,27.0,3.25,8.05,1.0,1.0,0.9200000000000017,1.0,1.0,1.0,0.38119177394401127,0.18573025758002584,2.0523945797025918,0.38119177394401127,0.18573025758002584,2.0523945797025918,0.917557242696752,0.24002109931769794,0.21375688756716696,0.21375688756716696,medium,full_curve,50,0.003996888613907906
4,peak_height,0.19679862260818481,0.20145507246255875,0.2033122479915619,0.01864179810044878,0.19012080878019333,0.21136293560266495,0.17487374544143677,0.23105679377913474,0.02124212682247162,0.056183048337697966,1.0,1.0,0.00465644985437394,0.006513625383377075,0.006513625383377075,4.242731563497415e-05,0.38119177394401127,0.18573025758002584,2.0523945797025918,0.38119177394401127,0.18573025758002584,2.0523945797025918,0.917557242696752,0.24002109931769794,0.21375688756716696,0.21375688756716696,medium,full_curve,50,0.003996888613907906
4,cumulative_infected,4.193402373231947,4.3628418213536495,4.391749016940594,0.30179165391033813,4.150844656629488,4.594341469753999,3.8552261936158176,4.754524036869407,0.4434968131245114,0.8992978432535894,1.0,1.0,0.16943944812170209,0.1983466437086463,0.1983466437086463,0.03934139107048468,0.38119177394401127,0.18573025758002584,2.0523945797025918,0.38119177394401127,0.18573025758002584,2.0523945797025918,0.917557242696752,0.24002109931769794,0.21375688756716696,0.21375688756716696,medium,full_curve,50,0.003996888613907906
4,early_growth_slope,0.008371685897665362,0.003252349206903178,0.0032120047600030714,0.0025615363032189076,0.001642462132232531,0.004996587569448388,-0.0005122960080847218,0.007340071230178828,0.0033541254372158567,0.00785236723826355,0.0,0.0,-0.005119336690762184,-0.005159681137662291,0.005159681137662291,2.662230944234803e-05,0.38119177394401127,0.18573025758002584,2.0523945797025918,0.38119177394401127,0.18573025758002584,2.0523945797025918,0.917557242696752,0.24002109931769794,0.21375688756716696,0.21375688756716696,medium,full_curve,50,0.003996888613907906
5,peak_time,27.0,25.05,25.0,3.5115250363350796,22.0,27.0,20.0,31.049999999999997,5.0,11.049999999999997,1.0,1.0,-1.9499999999999993,-2.0,2.0,4.0,0.3677086140358876,0.2111888546773214,1.7411364562666676,0.3677086140358876,0.2111888546773214,1.7411364562666676,0.8360565185976389,0.2979746339392359,0.23220372970077552,0.23220372970077552,medium,full_curve,50,0.002398878902882269
5,peak_height,0.1534021645784378,0.15531112983822823,0.15560419112443924,0.01618340089190466,0.1458209529519081,0.16621562093496323,0.12948730662465097,0.17674100548028943,0.020394667983055115,0.04725369885563846,1.0,1.0,0.0019089652597904239,0.0022020265460014343,0.0022020265460014343,4.848920909295007e-06,0.3677086140358876,0.2111888546773214,1.7411364562666676,0.3677086140358876,0.2111888546773214,1.7411364562666676,0.8360565185976389,0.2979746339392359,0.23220372970077552,0.23220372970077552,medium,full_curve,50,0.002398878902882269
5,cumulative_infected,3.116499910596758,3.5068566243468378,3.5228813737630844,0.3400004887287399,3.3097189727122895,3.7148076090961695,2.9928629626432666,4.144915219093673,0.40508863638387993,1.1520522564504065,0.0,1.0,0.39035671375007963,0.4063814631663263,0.4063814631663263,0.1651458936052042,0.3677086140358876,0.2111888546773214,1.7411364562666676,0.3677086140358876,0.2111888546773214,1.7411364562666676,0.8360565185976389,0.2979746339392359,0.23220372970077552,0.23220372970077552,medium,full_curve,50,0.002398878902882269
5,early_growth_slope,0.0036382806387596895,0.002387188323793366,0.002629148365009487,0.0024662503872395275,0.0006388473571167289,0.004116467412261823,-0.0019975778247628886,0.00604870505688138,0.003477620055145094,0.00804628288164427,1.0,1.0,-0.0012510923149663235,-0.0010091322737502025,0.0010091322737502025,1.0183479459242536e-06,0.3677086140358876,0.2111888546773214,1.7411364562666676,0.3677086140358876,0.2111888546773214,1.7411364562666676,0.8360565185976389,0.2979746339392359,0.23220372970077552,0.23220372970077552,medium,full_curve,50,0.002398878902882269
6,peak_time,47.0,23.86,26.0,14.932183397283232,9.0,36.0,2.0,47.0,27.0,45.0,0.0,1.0,-23.14,-21.0,21.0,441.0,0.16735813393424387,0.13878715248807094,1.2058618606547797,0.16735813393424387,0.13878715248807094,1.2058618606547797,0.7221485915160983,0.4838620984718143,0.22866390368613765,0.22866390368613765,medium,full_curve,50,0.00030678066300791895
6,peak_height,0.07504566013813019,0.07638899844139814,0.05556040070950985,0.052571140918423506,0.04576443415135145,0.07857948169112206,0.03697256091982126,0.21960104331374167,0.0328150475397706,0.1826284823939204,1.0,1.0,0.001343338303267952,-0.01948525942862034,0.01948525942862034,0.0003796753350006378,0.16735813393424387,0.13878715248807094,1.2058618606547797,0.16735813393424387,0.13878715248807094,1.2058618606547797,0.7221485915160983,0.4838620984718143,0.22866390368613765,0.22866390368613765,medium,full_curve,50,0.00030678066300791895
