metric,mean,std,median,q05,q95
pointwise_empirical_50,0.606,0.13752502068035224,0.62,0.338,0.8009999999999999
pointwise_empirical_90,0.9181999999999999,0.07169492043486493,0.94,0.795,1.0
curve_bias_full,-0.002900161348202005,0.0066561595042362,-0.004473121209121018,-0.007596655945351812,0.005150160295888776
curve_mae_full,0.015488228350026863,0.006866305045115471,0.013689110351770069,0.009441618171527808,0.026327932412736108
curve_rmse_full,0.020328518117275995,0.00857769444932866,0.01807881879800988,0.013280605032664785,0.0320596315472383
curve_bias_first,-0.004974944857044284,0.009039737388814788,-0.00457048331038095,-0.014821319621987641,0.0007858512531965956
curve_mae_first,0.017837866407083677,0.007791877257964896,0.016958823930472135,0.009895666015916503,0.027865202836226663
curve_rmse_first,0.022121001098672943,0.009565163678308902,0.021016328689579013,0.01287166991589041,0.03555705497521868
curve_bias_second,-0.0008253778393597259,0.011637485301531789,-0.004537392447964521,-0.009383373617005418,0.018127408564090727
curve_mae_second,0.01313859029297005,0.009062814467344813,0.011258745911218285,0.006290331834774406,0.02366294596716761
curve_rmse_second,0.01743723988227623,0.00943911847606592,0.015554016453907514,0.010545296057120283,0.0290990202529749
second_minus_first_rmse,-0.0046837612163967155,0.011143135695008653,-0.004791596268591007,-0.015192710058808468,0.006071441114557003
second_minus_first_mae,-0.004699276114113626,0.009854508341621987,-0.0047434818703914056,-0.013241028002110395,0.004395818646531551
