quantity,bias_mean_est,bias_median_est,MAE_median_est,RMSE_median_est,corr_truth_vs_median,avg_post_std
beta,-0.005506967337345875,-0.011259216429753147,0.03135266980053376,0.05413944516386972,0.9785178374002016,0.05136914357848079
gamma,-0.0019355101748318327,0.002117937792038091,0.02985402310737014,0.05629089517922686,0.9058222296573593,0.03942041776975023
R0,-0.08703334613204626,-0.09779058236257225,0.17528066470219741,0.24298799621714015,0.9978386831597476,0.23418883018207637
