case_id,tau,pointwise_empirical_50,pointwise_empirical_90,curve_bias_full,curve_mae_full,curve_rmse_full,curve_bias_pre,curve_mae_pre,curve_rmse_pre,curve_bias_post,curve_mae_post,curve_rmse_post,post_minus_pre_rmse,post_minus_pre_mae,true_beta,true_gamma,true_R0,rho0,eta,severity
30,21,0.28,0.62,-0.008611129492055624,0.037732181579340246,0.048488371503051665,-0.049547774029806965,0.054088117532609475,0.06427732704474881,0.021032647587005692,0.02588822795800736,0.03258571632211125,-0.03169161072263756,-0.028199889574602115,0.8709868057087322,0.08867729148944087,9.821982506225327,1.0,0.37816208704451193,strong
31,13,0.64,0.82,-0.004009535779478029,0.02019713581656106,0.03467235714859042,-0.02601463206184025,0.039694957596321516,0.05742694162027575,0.003721984535946536,0.01334654978583441,0.02158360263606611,-0.03584333898420964,-0.026348407810487105,0.8451428894153163,0.19093411574438424,4.426358726518855,1.0,0.408733997968572,strong
32,27,0.6,0.94,-0.008169120887760072,0.01778345223283395,0.02128249208354815,-0.007579849537082568,0.01731674805611234,0.02034493069466236,-0.008860874212468449,0.018331322353333235,0.022332941092269465,0.0019880103976071054,0.0010145742972208945,0.2905878645253589,0.21879734784876403,1.328114199657564,1.0,0.48505313643480763,strong
33,24,0.78,0.96,-0.004156866803532467,0.010414276866940781,0.015011526236023124,-0.0035394150157420277,0.011232167746735891,0.014122274957845756,-0.00472682229995441,0.009659300670206834,0.015787980332056643,0.0016657053742108862,-0.0015728670765290578,0.2981428066816685,0.32955056341384414,0.904695181198236,1.0,0.3790447391939894,strong
34,22,0.58,0.92,-0.004331021305042668,0.013564937663395539,0.017356510004618124,-0.008011532926254651,0.014447016789662566,0.018321179472120534,-0.001439190745518967,0.012871875492757161,0.01655917785822383,-0.0017620016138967035,-0.0015751412969054052,0.794907506608641,0.2379977552636992,3.3399790083225414,1.0,0.5059590726642939,strong
35,25,0.62,0.9,-0.0025498268983210437,0.01346355499845231,0.018247127353363753,-0.006435827541863546,0.018844979327404872,0.023278284999696332,0.0013361737452214583,0.008082130669499747,0.011137179210763553,-0.01214110578893278,-0.010762848657905125,0.6638115630247752,0.42218425293630013,1.5723266758718548,1.0,0.30573475801231614,strong
36,10,0.62,0.88,-0.005141531669069082,0.013692759128753096,0.017135024026620548,-0.009652499482035637,0.015042547695338726,0.018273819858569018,-0.004013789715827443,0.013355311987106688,0.01683829526511581,-0.0014355245934532072,-0.0016872357082320377,0.557819255200336,0.3455786659114001,1.6141599879413577,1.0,0.5904603263831234,strong
37,11,0.72,0.94,-0.007357643878276576,0.013031368287120131,0.01806523909057034,-0.007072812390767715,0.014387491772967305,0.018751610406682627,-0.007437980964497024,0.012648871919317082,0.017866880511078743,-0.0008847298956038835,-0.0017386198536502237,0.2946027116816583,0.27428934116333814,1.0740581840773158,1.0,0.596121895174157,strong
38,30,0.6,0.94,-0.0040519647914334204,0.013213477352110203,0.017224574410478203,-0.002400396349063764,0.016165939947435013,0.0198128090423115,-0.006529317454987904,0.00878478345912299,0.012365023487021802,-0.007447785555289696,-0.007381156488312023,0.7223721608538041,0.3934695618583455,1.8359035383628177,1.0,0.5600037934937849,strong
39,20,0.84,0.96,-0.0046402151399524885,0.01035717824997846,0.014898394660193427,-0.004712883982574567,0.010196072090184315,0.013054583355837422,-0.0045917692448711024,0.01046458235650789,0.01601006479338737,0.002955481437549949,0.0002685102663235739,0.4290077559596055,0.3793091118972322,1.1310241238703445,1.0,0.3772212656072474,strong
40,15,0.36,0.54,-0.004738966678269207,0.030879500550217927,0.04046091037163483,-0.02581596892947952,0.030017693558086953,0.04186865117804506,0.004294034286535212,0.031248846403988343,0.039842369455156346,-0.002026281722888712,0.0012311528459013898,0.36799685108536473,0.09638570911890151,3.8179607168880545,1.0,0.36236862101178835,strong
41,20,0.54,0.84,-0.005225272559910081,0.015723689601873047,0.019835869037471435,-0.009721651975996792,0.01575898255687207,0.018458159140970327,-0.0022276862825189405,0.015700160965207034,0.020703471726675995,0.0022453125857056673,-5.8821591665036976e-05,0.7382039414826657,0.25083437938249614,2.9429934736218195,1.0,0.3617822700621894,strong
42,22,0.82,0.98,-0.004975412740022876,0.0090816920803627,0.012952258507869227,-0.0062732036286351186,0.011245136650607244,0.015607551984664573,-0.003955719898970399,0.007381842775170558,0.010400798536900532,-0.005206753447764041,-0.003863293875436686,0.32856428459805054,0.41203451161062377,0.7974193310014446,1.0,0.3044732609118516,strong
43,27,0.56,0.92,-0.0018496632884489371,0.014523499118513427,0.019459219085436016,-0.0001947156722760863,0.01677698960217337,0.021129383174325608,-0.0037924278813475016,0.01187809724639089,0.017293989746262402,-0.003835393428063206,-0.00489889235578248,0.9723866116433706,0.17480184190337622,5.562793853058303,1.0,0.40041140258970664,strong
44,25,0.58,0.92,-0.004644981396704679,0.014250681947305565,0.018636950132489314,-0.006082953233271837,0.012889840584248304,0.01717043480989607,-0.0032070095601375217,0.015611523310362828,0.019996199361901158,0.002825764552005089,0.002721682726114524,0.6520502501421478,0.2329313371554972,2.799323861292484,1.0,0.4549448017472799,strong
45,30,0.6,0.92,-0.0012698578229174019,0.014284296524710954,0.0186467587565227,-0.006401778804138303,0.015658752977227172,0.020450058469403693,0.00642802364891395,0.012222611845936626,0.015554635746517671,-0.004895422722886022,-0.0034361411312905463,0.5488296499538862,0.15381212741806394,3.568181905852963,1.0,0.5579033817859412,strong
46,25,0.42,0.78,-0.007863891443812464,0.024834841310403134,0.03229677368412442,-0.026255107494071128,0.02941904996521771,0.036168653686802145,0.0105273246064462,0.02025063265558856,0.027892502062225908,-0.008276151624576237,-0.00916841730962915,0.7785025313363297,0.123444753747994,6.306485352351237,1.0,0.36957664864685424,strong
47,18,0.36,0.64,0.007678525475785136,0.03562538889236748,0.04961079443957486,-0.027966008650966816,0.03728501108061108,0.04612833566635006,0.02772857592208311,0.03469185141148046,0.05146622858791519,0.0053378929215651336,-0.0025931596691306236,0.592662601033353,0.07158706154317575,8.278906666338093,1.0,0.5901187907764527,strong
48,17,0.52,0.84,-0.003641336869477527,0.019304213046998486,0.02794425423072479,-0.013338103863027166,0.02074022144627045,0.03145466522870598,0.0013539673393207715,0.018564451144343228,0.02595119885507693,-0.005503466373629046,-0.0021757703019272233,0.5645354242436196,0.26893582591221865,2.099145483234671,1.0,0.3251470317941525,strong
49,14,0.46,0.76,-0.004818087760322669,0.023033715804667735,0.030780327857329346,-0.01816422994514661,0.02960048067117376,0.040431713056847764,0.000372078644886642,0.020479973912137614,0.026079632996457224,-0.01435208006039054,-0.009120506759036147,0.7214795506242654,0.19891426371911652,3.627088058617327,1.0,0.5314737432318406,strong
50,14,0.74,0.96,-0.00602473412436666,0.011596922240860294,0.016725565729995732,-0.005966559193828809,0.014489832525474153,0.020040302735594283,-0.006047357708464713,0.010471901574621571,0.015243063246696687,-0.004797239488897596,-0.004017930950852582,0.16068569264652233,0.16660576368692506,0.9644665892140001,1.0,0.3054945709794216,strong
51,24,0.64,0.92,-0.004480459452497598,0.013145174871424388,0.019957721328605335,-0.001377527747536078,0.016489599453052506,0.023272259033581835,-0.007344704103231309,0.010058013719152279,0.016310896616026426,-0.006961362417555409,-0.006431585733900227,0.8727754043935709,0.4780327927690611,1.8257647123702894,1.0,0.5144408537073425,strong
52,16,0.52,0.84,-0.00482361072140975,0.020076922178463973,0.03038045654515636,-0.02149713467224501,0.03624136603320949,0.04553670789753069,0.0030227534907480195,0.012470125070348437,0.019532129440463078,-0.026004578457067613,-0.02377124096286105,0.6655068736325342,0.23277988831753416,2.8589534879607763,1.0,0.4064888834722128,strong
53,28,0.68,0.96,0.0077105961507186295,0.019415065827779472,0.02408078558305409,0.0038374549892198828,0.01676073100783729,0.02120715066342686,0.012640048538080671,0.02279331014406952,0.027304179679654834,0.006097029016227974,0.00603257913623223,0.17810686037727783,0.10921471278320355,1.6307954838541625,1.0,0.5671650972491855,strong
54,20,0.56,0.96,-0.0062361206071727794,0.012685625995982264,0.01636100628952199,-0.009311972127761692,0.01889257285511121,0.021180266628450704,-0.004185552926780171,0.008547661423229632,0.012127176713541172,-0.009053089914909532,-0.01034491143188158,0.9363793765612795,0.4213123500539862,2.222530093032624,1.0,0.38819364206893836,strong
55,20,0.6,0.82,-0.004992067509083427,0.014387204392478451,0.02092723305854227,-0.01839602240361273,0.022090764483436942,0.027663025595208276,0.003943902420602777,0.009251497665172793,0.014824073296167355,-0.012838952299040921,-0.01283926681826415,0.7895910225933256,0.21280603406673126,3.7103789187938503,1.0,0.4873615226292761,strong
56,19,0.8,0.98,-0.004391528653868591,0.008650567002550815,0.01209516346936363,-0.004635320725164523,0.010904037032129341,0.014875547075388242,-0.004242107706945277,0.0072694079521639764,0.01001658761751771,-0.004858959457870533,-0.0036346290799653645,0.12423088799002328,0.24504762632742527,0.5069662981514855,1.0,0.5024805992931168,strong
57,29,0.26,0.46,-0.010254161870107055,0.04897069449536502,0.060182820553467964,-0.0470885618846735,0.05368584013897283,0.06537882878012453,0.0406123905309609,0.042459302892287575,0.052163318694353235,-0.0132155100857713,-0.011226537246685257,0.4745219258070902,0.06117906895376844,7.756278967986176,1.0,0.4342750111691473,strong
58,14,0.46,0.88,-0.006303593952179653,0.017107229447428835,0.021072937267238422,-0.014407369740573423,0.018868185746084367,0.021839693478630292,-0.003152125590026521,0.016422413109062797,0.02076711027889006,-0.0010725831997402333,-0.0024457726370215697,0.425442216512921,0.1975813238439149,2.153251168865593,1.0,0.31158783272166557,strong
59,14,0.7,0.98,-0.00790318576197933,0.012338548382258523,0.01622182079189741,-0.012458598316048406,0.015162498365888106,0.020803091673779885,-0.006131636435396912,0.011240345610847018,0.014042210934648764,-0.006760880739131121,-0.003922152755041089,0.3953605563978808,0.34099186189018726,1.1594427919960224,1.0,0.3139544841423511,strong
60,14,0.34,0.6,0.022910274229943753,0.045963343121111395,0.06335520254866105,-0.024922156307314123,0.03501113623912845,0.04454335873000278,0.041511774994432926,0.05022253468632698,0.06930538964166683,0.024762030911664047,0.01521139844719853,0.9472738070324171,0.06353190558749795,14.910206112546154,1.0,0.5842687243616704,strong
61,15,0.36,0.72,0.0003716426808387041,0.026933767376467587,0.03395400776770877,-0.021078117781629165,0.02369694197550416,0.029843385087015232,0.009564397164753505,0.02832097826259477,0.03557058081083424,0.005727195723819006,0.00462403628709061,0.3032893686178084,0.07474131356265426,4.057854406901299,1.0,0.4867758213369332,strong
