case_id,pointwise_empirical_50,pointwise_empirical_90,curve_bias_full,curve_mae_full,curve_rmse_full,curve_bias_first,curve_mae_first,curve_rmse_first,curve_bias_second,curve_mae_second,curve_rmse_second,second_minus_first_rmse,second_minus_first_mae,split_mode,split_idx,true_beta,true_gamma,true_R0,rho0,tau,eta,severity
0,0.56,0.9,-0.0030983503130846655,0.01575118517357623,0.020487112537105688,0.0010662567510735244,0.014622390706790611,0.01920677182884936,-0.005058165402100284,0.01628238256971064,0.02106271284412195,0.0018559410152725886,0.0016599918629200301,tau,16,0.5650614270108133,0.3255189204331112,1.735878904547191,1.0,16,0.9988024792627623,mild
1,0.7,0.94,-0.0073897506684079415,0.010869273265379889,0.015155933228559034,-0.006690936165598586,0.012096682019309019,0.015394757034933346,-0.007985037096727023,0.009823702845366185,0.014949481702449445,-0.0004452753324839017,-0.0022729791739428337,tau,23,0.5389384606581041,0.4773576545860584,1.1290034955560642,1.0,23,0.9215109389004099,mild
2,0.46,0.94,-0.008874774654395878,0.01796107505913824,0.02170013661093954,-0.0052922646088215215,0.014486356580164284,0.017696919286050824,-0.012181707004156824,0.021168507501268044,0.02482899483192986,0.0071320755458790346,0.0066821509211037605,tau,24,0.375080798071755,0.26891659508153753,1.394784869851664,1.0,24,0.9951853177214094,mild
3,0.72,0.94,-0.008355061012043734,0.012730937600063044,0.01821660946213559,-0.008849091672648987,0.012221446027979255,0.017642492252199316,-0.00819905132974734,0.012891829675457924,0.01839418716847042,0.0007516949162711048,0.0006703836474786697,tau,12,0.17702895941441005,0.19935498935306872,0.8880086723130965,1.0,12,0.9210816140615807,mild
4,0.68,0.9,-0.002884168619857519,0.012378375872140168,0.01697567830878853,-0.0027840084142305636,0.01093868242407387,0.013670803097567078,-0.002912418934265122,0.012784443254928099,0.017797207553589888,0.00412640445602281,0.0018457608308542293,tau,11,0.5963382412155094,0.4148743603516578,1.437394783109851,1.0,11,0.9456684879324803,mild
5,0.66,0.96,-0.004356039726044401,0.011335800933520658,0.015880452920614966,7.434519939124584e-05,0.014888802729547023,0.018701592219293288,-0.007309629676334832,0.008967133069503083,0.01368021468820183,-0.005021377531091458,-0.005921669660043941,tau,20,0.8148099211254433,0.39274431095424056,2.0746574766308417,1.0,20,0.892030729478592,mild
6,0.7,0.96,-0.007131311685370747,0.011278868974477519,0.015420951064253247,-0.0032735279761254787,0.01049677066039294,0.013221475264310183,-0.008095757612682063,0.011474393552998664,0.01592342025497114,0.0027019449906609556,0.0009776228926057229,tau,10,0.3611362233828389,0.49756590535856227,0.7258058068158676,1.0,10,0.8662598193738934,mild
7,0.78,0.94,-0.0050011851420276796,0.011302235444600229,0.015685410319492762,-0.005355072673410177,0.012555356879063227,0.017743488130068645,-0.004585751953013444,0.009831179847621926,0.012855649793246137,-0.004887838336822508,-0.0027241770314413005,tau,27,0.10605818902829224,0.27434968172210084,0.3865803246519622,1.0,27,0.9569850876944236,mild
8,0.52,0.94,-0.0017382784374058247,0.016559208175167442,0.020826647155827306,-0.0014291482511907816,0.018729315993065637,0.02346150694754353,-0.001835898496210575,0.01587391096951538,0.019922318804395496,-0.0035391881431480338,-0.0028554050235502573,tau,12,0.878259734855593,0.12330948251018886,7.122402243339428,1.0,12,0.9971403115759429,mild
9,0.52,0.9,-0.0027330709155648945,0.015511345779523254,0.019604708475195888,-0.001948553041137498,0.013492671323233637,0.018175340321303926,-0.003816452742155109,0.018299039076304154,0.02142237686537985,0.003247036544075925,0.004806367753070516,tau,29,0.5680310445921657,0.14831641668182327,3.829859548257142,1.0,29,0.921719926420751,mild
10,0.58,0.9,-0.002435608431696892,0.017423727326095106,0.02275740735976158,-0.00879950514063239,0.015791422904779515,0.02131274683417931,0.007110236631706357,0.01987218395806849,0.02476689742213578,0.0034541505879564713,0.004080761053288976,tau,30,0.8038212910639586,0.07123776024095313,11.283640703260884,1.0,30,0.8885889769884483,mild
11,0.68,0.98,-0.006436536379624158,0.01190131789073348,0.014739698858195743,-0.0066955994310167926,0.012833776463392295,0.015689332769910556,-0.006290813413215801,0.011376809943612898,0.014177604689863248,-0.0015117280800473077,-0.0014569665197793971,tau,18,0.3238719434311089,0.31912832531902524,1.0148642966973915,1.0,18,0.978698925855022,mild
12,0.56,0.94,-0.002589956837473437,0.017138688972918318,0.02176523300568804,-0.002725724251595912,0.022422434399939246,0.026762506642267647,-0.002430577699155749,0.010936031297719835,0.013749325393102106,-0.013013181249165541,-0.011486403102219411,tau,27,0.8181691861506857,0.14145428906121948,5.7839828794204555,1.0,27,0.9427844016588235,mild
13,0.44,0.92,-0.0005781558365561068,0.015282440723385662,0.0183506415049472,0.0034290418127336754,0.01397415816049593,0.017461362281745565,-0.0049192866232867045,0.01669974683318287,0.019267766358892654,0.0018064040771470884,0.002725588672686942,tau,26,0.4084812812293266,0.2504221632829084,1.631170643501928,1.0,26,0.8877539655059574,mild
14,0.64,0.96,-0.005343701720703393,0.013741252438630908,0.0180676114093318,-0.00521734327247197,0.014297773934562098,0.020732456323395574,-0.005379341283025077,0.01358428483721442,0.01724168094065484,-0.003490775382740733,-0.000713489097347678,tau,11,0.5768376673996122,0.4730841391115519,1.2193130559881136,1.0,11,0.8647757053866497,mild
15,0.52,0.94,-0.0010719480272382497,0.016194830657914282,0.019345101131055652,-0.006614445605211788,0.015107113799011265,0.018484111776551695,0.005434462172991555,0.017471715666191732,0.020309306506689287,0.0018251947301375915,0.0023646018671804672,tau,27,0.9747686208670832,0.09186883266130566,10.61043873781197,1.0,27,0.8592441285131733,mild
16,0.56,0.92,-0.005301581632229499,0.014162293249391951,0.018859148165842596,-0.008921161463314837,0.018106450919400562,0.020665171026807257,-0.0042806745003849175,0.013049838521953624,0.018317590850314206,-0.0023475801764930512,-0.0050566123974469385,tau,11,0.8026004559493382,0.2488160738059903,3.225677680997213,1.0,11,0.9952998826507381,mild
17,0.76,0.96,-0.007344518591999076,0.011049393771099859,0.015558455565184034,-0.008014010410988703,0.013499144100933336,0.01676695444048602,-0.007029463618356899,0.009896570086472338,0.014955998992476877,-0.0018109554480091432,-0.0036025740144609974,tau,16,0.48599580521438634,0.4694343469120305,1.0352796049358088,1.0,16,0.9288614985002781,mild
18,0.8,0.94,-0.004458233564510011,0.009362967747147195,0.014108119202363429,-0.004079480278527453,0.010618373862512055,0.01590223220867681,-0.004732503185393931,0.008453880560158849,0.01265108772454865,-0.0032511444841281604,-0.0021644933023532067,tau,21,0.13987538898668073,0.4501426760732192,0.3107356765345415,1.0,21,0.896403807937934,mild
19,0.8,0.98,-0.0036490032327128573,0.008429098750348203,0.012086039845537154,-0.0006801435229135677,0.007943125611442762,0.010473103895019507,-0.004586537877912633,0.008582563952107816,0.012552402889114933,0.002079298994095426,0.0006394383406650543,tau,12,0.3428440512899446,0.4908563002374264,0.6984611405091704,1.0,12,0.9222409161185908,mild
20,0.46,0.96,-0.0015955729817505927,0.01788187250145711,0.020677354250805,-0.0014970014486203177,0.013713586600109315,0.015635661164087176,-0.0016510194691363722,0.020226533320965245,0.02303334453839259,0.007397683374305415,0.006512946720855931,tau,18,0.3546530781427295,0.23424459044779466,1.5140288937505684,1.0,18,0.981852762364358,mild
21,0.4,0.86,-0.0006891329120844602,0.019259932478889824,0.02313147355395368,-0.0014599948655813933,0.018178845926498374,0.021786792362533853,0.0004671600181609392,0.020881562307476998,0.025013320246838514,0.0032265278843046606,0.0027027163809786245,tau,30,0.45502054930890345,0.19800600835441223,2.298013848622509,1.0,30,0.9796486720713342,mild
22,0.54,0.92,-0.0049457513447850945,0.014861816740594804,0.018424883042845803,-0.004024926234375347,0.02115247855809602,0.02335504832048343,-0.005205471247721177,0.013087527510017538,0.016774350577481622,-0.006580697743001809,-0.008064951048078481,tau,11,0.6258602359305521,0.23720893602920884,2.6384344806195936,1.0,11,0.9676160444751217,mild
23,0.58,0.86,-0.00023511838167905808,0.016663974933326244,0.021023207927441844,-0.002697934862226248,0.014880524249747396,0.01824898966479947,0.0009238540797549136,0.017503245843245703,0.02220913537359276,0.00396014570879329,0.0026227215934983075,tau,16,0.34521744342857574,0.16599815088357034,2.0796463188960956,1.0,16,0.8963369609124197,mild
24,0.58,0.94,-0.003988915340742096,0.014697409603977576,0.017919004266034187,-0.000742675397883762,0.01623517596586184,0.019279569352312436,-0.006539532438702216,0.013489164605354225,0.016772741722885866,-0.0025068276294265696,-0.0027460113605076147,tau,22,0.8359497397351915,0.1461540065283657,5.71964983780961,1.0,22,0.995327453220075,mild
25,0.76,0.96,-0.0054826870486431286,0.009459443779924186,0.013392425201503074,-0.00833437729810472,0.013110733108568149,0.01689626445513917,-0.0023933559450597386,0.005503880340559893,0.00802411748237968,-0.00887214697275949,-0.007606852768008256,tau,26,0.28065641001307484,0.3186556615270349,0.8807513686345215,1.0,26,0.9042705152493061,mild
