quantity,bias_mean_est,bias_median_est,MAE_median_est,RMSE_median_est,corr_truth_vs_median,avg_post_std
beta,0.10367385121734257,0.09753318585538934,0.12871852216886376,0.1507428551008228,-0.17031171898884506,0.050052949383370945
gamma,0.07509038843977779,0.08068625760204375,0.10650563817302942,0.12659783454048537,0.7184162068625065,0.056629946247493165
R0,-0.6433901775585698,-0.6611150621486779,0.797616104878523,1.158023670077757,0.8663349642515904,0.2891138665774723
