quantity,bias_mean_est,bias_median_est,MAE_median_est,RMSE_median_est,corr_truth_vs_median,avg_post_std
beta,0.0036201912680267584,0.002982967872278526,0.034021928594518226,0.0534864621278658,0.9774864305707791,0.05212728057591634
gamma,0.0038791603923009847,0.007938544334508515,0.029302426231073608,0.053238068983484065,0.9176485128926489,0.0359293846721843
R0,-0.1114269882785964,-0.114472072675006,0.19901337860803398,0.30370515281215227,0.996799041261208,0.2316597321875379
