metric,mean,std,median,q05,q95
pointwise_empirical_50,0.6033999999999999,0.12027090632855025,0.6,0.379,0.7609999999999999
pointwise_empirical_90,0.9231999999999998,0.06348275833689496,0.94,0.838,0.98
curve_bias_full,-0.003965377558196178,0.005404323345601877,-0.004767557001359819,-0.009800282731914195,0.005513074083952229
curve_mae_full,0.01531749553949876,0.006127434760865691,0.01383153216851497,0.00928099701753672,0.025460278580896552
curve_rmse_full,0.02019925846093572,0.007656595779574229,0.01836814559442371,0.013198736472555893,0.03063743310356075
curve_bias_first,-0.005136181765435867,0.010638091900537432,-0.004722898703621468,-0.021075396119616927,0.003161403861828146
curve_mae_first,0.01834032761385697,0.00858650818286313,0.0168537703063339,0.009810957554596825,0.030284640018828208
curve_rmse_first,0.022747832140357457,0.01034247924993479,0.020880171807613236,0.013473709390689974,0.036990672874243256
curve_bias_second,-0.002794573350956489,0.006843914397859203,-0.004775310570003057,-0.010540215708781032,0.012256175495684146
curve_mae_second,0.012294663465140547,0.005271190953852728,0.011084395926695833,0.006309927003050689,0.022192474521696565
curve_rmse_second,0.016641081941178235,0.005668257343983988,0.01531055468306833,0.010561721322494206,0.027704511817047577
second_minus_first_rmse,-0.00610675019917922,0.008836799697037337,-0.005596759031522298,-0.015464385277316398,0.005364492689478953
second_minus_first_mae,-0.006045664148716424,0.007269479121508497,-0.005354617747943848,-0.014592730062657211,0.004610108577879146
