metric,mean,std,median,q05,q95
pointwise_empirical_50,0.575,0.1641476300299351,0.6,0.258,0.8
pointwise_empirical_90,0.8717999999999999,0.13330590626999483,0.92,0.539,0.9809999999999999
curve_bias_full,-0.0038094919575736184,0.005877810129567848,-0.004626403833854056,-0.009427462150073552,0.0038566112103871997
curve_mae_full,0.01810845183705064,0.0111507341806962,0.014015874964206886,0.008829945183992095,0.04135280944919213
curve_rmse_full,0.024343893369015355,0.014747963019719333,0.018604645902200175,0.01261250110953254,0.051561619348285015
curve_bias_first,-0.006775194717370867,0.015245887026801385,-0.004733815724030137,-0.032680487608071414,0.0036570840089116237
curve_mae_first,0.022727832584137832,0.015420833654165652,0.017510047862306234,0.009579824007814751,0.05652365134423599
curve_rmse_first,0.028426418862692024,0.01935903286841325,0.02178272259988709,0.012568994959196072,0.06966422375264462
curve_bias_second,-0.0008437891977763684,0.01084886178486915,-0.00435141481597384,-0.009421904165763407,0.02510997006483376
curve_mae_second,0.013489071089963453,0.00899070237148317,0.011123088393069337,0.006042816747420148,0.03287851875647902
curve_rmse_second,0.01818181438248818,0.010359252501240302,0.015301069012587352,0.01024993054380887,0.04041739032784591
second_minus_first_rmse,-0.010244604480203836,0.015010171985553258,-0.006753248799106415,-0.03514508473571615,0.004152737881266591
second_minus_first_mae,-0.009238761494174378,0.011828532807153052,-0.0065996296484081545,-0.02831079086247701,0.002087862072279677
