severity,true_gamma_group,n_cases,gamma_err_median_mean,R0_err_median_mean,gamma_covered90_rate,R0_covered90_rate
mild,low,34,0.013610385074365709,-0.2253964866761255,0.8235294117647058,0.8823529411764706
mild,mid,33,0.021235202546087364,-0.05217995040844501,0.7878787878787878,0.8787878787878788
mild,high,33,-0.028840030222591184,-0.011928464417886935,0.9090909090909091,0.8787878787878788
medium,low,34,0.027440370952747328,-0.6195500509018811,0.2647058823529412,0.35294117647058826
medium,mid,33,0.03736988562320584,-0.09398008703147767,0.6060606060606061,0.7272727272727273
medium,high,33,-0.020982928555507763,-0.027011180578304296,0.8484848484848485,0.8484848484848485
strong,low,34,0.05540798609369917,-1.1989559178382947,0.14705882352941177,0.23529411764705882
strong,mid,33,0.058823669552395576,-0.14925622713240883,0.5757575757575758,0.6363636363636364
strong,high,33,-0.016118196536400595,-0.036493428640726376,0.7878787878787878,0.8484848484848485
