feature,nominal_50,empirical_50,diff_50,nominal_90,empirical_90,diff_90,bias_mean_pred,bias_median_pred,MAE_median_pred,RMSE_median_pred,avg_pred_std,avg_width50,avg_width90
peak_time,0.5,0.66,0.16000000000000003,0.9,0.93,0.030000000000000027,0.507,-0.05,4.41,7.329051780414708,5.687249500834639,8.7425,17.1865
peak_height,0.5,0.51,0.010000000000000009,0.9,0.92,0.020000000000000018,-0.0022946214528754344,-0.002981562092900276,0.015202901288866998,0.022288724273167044,0.01859356234115576,0.0237321487814188,0.058825666340067986
cumulative_infected,0.5,0.71,0.20999999999999996,0.9,0.99,0.08999999999999997,0.03903152098416728,0.02522546654319285,0.13766469915184187,0.21183488600645167,0.3147595836192091,0.38792774613326947,0.9752660101511946
early_growth_slope,0.5,0.46,-0.03999999999999998,0.9,0.89,-0.010000000000000009,-0.0009560615880590396,-0.0009055144169741696,0.002477943622175405,0.0030563082350805897,0.003373847982315602,0.00436602510579968,0.010791621028327118
post_peak_decline_slope,0.5,0.55,0.050000000000000044,0.9,0.91,0.010000000000000009,0.0005145483527459859,0.0006510188550461566,0.0024928440808484327,0.0033965056719586855,0.003916894900471786,0.004024849712104395,0.010469426793495953
late_phase_auc,0.5,0.61,0.10999999999999999,0.9,0.91,0.010000000000000009,0.06402363359234017,0.05420837704112273,0.09712921375148653,0.16128236740072682,0.17207841960887774,0.19875336668845478,0.5132916098655469
time_to_half_peak_after_peak,0.5,0.7,0.19999999999999996,0.9,0.94,0.039999999999999925,0.05780000000000001,-0.18,1.29,2.0579115627256677,1.6537859858341506,2.0725,4.916499999999999
late_to_early_mean_ratio,0.5,0.5,0.0,0.9,0.92,0.020000000000000018,0.06521800025771146,0.03961531841154314,0.1167936912172871,0.19713905646005384,0.17787912706422854,0.2126978934790581,0.5286116076067029
