quantity,bias_mean_est,bias_median_est,MAE_median_est,RMSE_median_est,corr_truth_vs_median,avg_post_std
beta,0.21153968164744857,0.20926066772695687,0.21334623288501386,0.24283264051106324,0.8908117765944962,0.05836792856946627
gamma,0.01384235597445835,0.01982224879207105,0.05034607600804529,0.07453800879432423,0.8388751276910725,0.04282906959136354
R0,0.8272196910583206,0.8236722886840597,0.8274314468945303,1.1236878016046943,0.9888048403395178,0.23284531112867943
