quantity,bias_mean_est,bias_median_est,MAE_median_est,RMSE_median_est,corr_truth_vs_median,avg_post_std
beta,-0.20106936791640634,-0.2064534494242775,0.22457238966311838,0.26572840278098164,0.7528816050505257,0.04915864864589846
gamma,-0.04446521240970063,-0.040068958361692976,0.06022283321502047,0.08099651175389364,0.8342021349839033,0.04723929484004099
R0,-0.8252938134169497,-0.8303330970616054,0.889532370501712,1.7242941520028032,0.9393200986839797,0.1882485485612783
